chr	Plot.start	Plot.end	ID_class	score	strand	start	end	class
chr11	31084229	31086565	ESCTE3665_noclass	0	-	31085229	31085565	ESC_noclass
chr11	31135147	31137539	ESCTE3666_noclass	0	-	31136147	31136539	ESC_noclass
chr11	31168901	31171246	ESCTE3667_noclass	0	-	31169901	31170246	ESC_noclass
chr11	31250705	31253064	ESCTE3668_noclass	0	-	31251705	31252064	ESC_noclass
chr11	31429153	31431495	ESCTE3669_noclass	0	-	31430153	31430495	ESC_noclass
chr11	31440233	31442293	ESCTE3670_noclass	0	-	31441233	31441293	ESC_noclass
chr11	31581758	31583850	ESCTE3671_noclass	0	-	31582758	31582850	ESC_noclass
chr11	31978778	31980848	ESCTE3672_noclass	0	-	31979778	31979848	ESC_noclass
chr11	31981484	31983920	ESCTE3673_noclass	0	-	31982484	31982920	ESC_noclass
chr11	32103507	32105872	ESCTE3674_noclass	0	+	32104507	32104872	ESC_noclass
chr11	32172572	32174653	ESCTE3675_noclass	0	+	32173572	32173653	ESC_noclass
chr11	32172767	32175064	ESCTE3676_noclass	0	+	32173767	32174064	ESC_noclass
chr11	32754804	32757159	ESCTE3677_noclass	0	+	32755804	32756159	ESC_noclass
chr11	33106587	33109008	ESCTE3678_noclass	0	+	33107587	33108008	ESC_noclass
chr11	39807427	39809822	ESCTE3679_noclass	0	+	39808427	39808822	ESC_noclass
chr11	40477121	40479520	ESCTE3681_noclass	0	-	40478121	40478520	ESC_noclass
chr11	40769129	40771333	ESCTE3682_noclass	0	+	40770129	40770333	ESC_noclass
chr11	41515098	41517475	ESCTE3683_noclass	0	-	41516098	41516475	ESC_noclass
chr11	41570135	41572285	ESCTE3684_noclass	0	+	41571135	41571285	ESC_noclass
chr11	41570781	41573128	ESCTE3685_noclass	0	+	41571781	41572128	ESC_noclass
chr11	41590559	41592969	ESCTE3686_noclass	0	+	41591559	41591969	ESC_noclass
chr11	41808957	41811328	ESCTE3687_noclass	0	+	41809957	41810328	ESC_noclass
chr11	41884193	41886591	ESCTE3689_noclass	0	+	41885193	41885591	ESC_noclass
chr11	42699566	42701956	ESCTE3690_noclass	0	+	42700566	42700956	ESC_noclass
chr11	45963356	45966019	ESCTE3691_noclass	0	+	45964356	45965019	ESC_noclass
chr11	46813091	46815451	ESCTE3692_noclass	0	-	46814091	46814451	ESC_noclass
chr11	47302670	47305031	ESCTE3693_noclass	0	+	47303670	47304031	ESC_noclass
chr11	47500285	47502645	ESCTE3695_noclass	0	+	47501285	47501645	ESC_noclass
chr11	48558784	48560847	ESCTE3696_noclass	0	+	48559784	48559847	ESC_noclass
chr11	48558844	48560945	ESCTE3697_noclass	0	+	48559844	48559945	ESC_noclass
chr11	48700368	48702782	ESCTE3698_noclass	0	-	48701368	48701782	ESC_noclass
chr11	48956657	48958814	ESCTE3699_noclass	0	+	48957657	48957814	ESC_noclass
chr11	49028493	49030652	ESCTE3700_noclass	0	+	49029493	49029652	ESC_noclass
chr11	53710565	53712937	ESCTE3701_noclass	0	-	53711565	53711937	ESC_noclass
chr11	53737538	53739877	ESCTE3702_noclass	0	-	53738538	53738877	ESC_noclass
chr11	53748586	53751005	ESCTE3703_noclass	0	-	53749586	53750005	ESC_noclass
chr11	55613560	55615988	ESCTE3704_noclass	0	-	55614560	55614988	ESC_noclass
chr11	58583059	58585483	ESCTE3705_noclass	0	+	58584059	58584483	ESC_noclass
chr11	59531623	59534024	ESCTE3706_noclass	0	+	59532623	59533024	ESC_noclass
chr11	59559271	59561657	ESCTE3707_noclass	0	-	59560271	59560657	ESC_noclass
chr11	61411062	61413386	ESCTE3708_noclass	0	+	61412062	61412386	ESC_noclass
chr11	63959487	63961843	ESCTE3709_noclass	0	-	63960487	63960843	ESC_noclass
chr11	65512980	65515335	ESCTE3710_noclass	0	+	65513980	65514335	ESC_noclass
chr11	65589184	65591596	ESCTE3711_noclass	0	+	65590184	65590596	ESC_noclass
chr11	67010695	67012894	ESCTE3712_noclass	0	+	67011695	67011894	ESC_noclass
chr11	68616820	68619253	ESCTE3713_noclass	0	-	68617820	68618253	ESC_noclass
chr11	71292642	71295009	ESCTE3715_noclass	0	+	71293642	71294009	ESC_noclass
chr11	71732748	71735066	ESCTE3716_noclass	0	-	71733748	71734066	ESC_noclass
chr11	73762391	73764743	ESCTE3718_noclass	0	+	73763391	73763743	ESC_noclass
chr11	73832343	73834659	ESCTE3719_noclass	0	+	73833343	73833659	ESC_noclass
chr11	73935039	73937331	ESCTE3720_noclass	0	-	73936039	73936331	ESC_noclass
chr11	74104239	74106656	ESCTE3721_noclass	0	+	74105239	74105656	ESC_noclass
chr11	74109110	74111171	ESCTE3722_noclass	0	+	74110110	74110171	ESC_noclass
chr11	74138807	74141677	ESCTE3723_noclass	0	+	74139807	74140677	ESC_noclass
chr11	74326779	74329138	ESCTE3724_noclass	0	+	74327779	74328138	ESC_noclass
chr11	76051600	76053960	ESCTE3725_noclass	0	+	76052600	76052960	ESC_noclass
chr11	76619549	76621648	ESCTE3726_noclass	0	-	76620549	76620648	ESC_noclass
chr11	77456035	77458140	ESCTE3727_noclass	0	+	77457035	77457140	ESC_noclass
chr11	78850388	78852750	ESCTE3728_noclass	0	-	78851388	78851750	ESC_noclass
chr11	79425480	79427848	ESCTE3729_noclass	0	-	79426480	79426848	ESC_noclass
chr11	79551553	79553899	ESCTE3730_noclass	0	-	79552553	79552899	ESC_noclass
chr11	83094234	83096659	ESCTE3731_noclass	0	-	83095234	83095659	ESC_noclass
chr11	83104424	83106843	ESCTE3732_noclass	0	-	83105424	83105843	ESC_noclass
chr11	83260852	83263142	ESCTE3733_noclass	0	+	83261852	83262142	ESC_noclass
chr11	89029695	89032068	ESCTE3735_noclass	0	+	89030695	89031068	ESC_noclass
chr11	89031013	89033060	ESCTE3736_noclass	0	+	89032013	89032060	ESC_noclass
chr11	89864606	89866996	ESCTE3737_noclass	0	-	89865606	89865996	ESC_noclass
chr11	90860404	90862754	ESCTE3738_noclass	0	+	90861404	90861754	ESC_noclass
chr11	90956762	90958999	ESCTE3739_noclass	0	-	90957762	90957999	ESC_noclass
chr11	91142837	91145078	ESCTE3740_noclass	0	-	91143837	91144078	ESC_noclass
chr11	91143572	91145637	ESCTE3741_noclass	0	-	91144572	91144637	ESC_noclass
chr11	91370534	91372673	ESCTE3742_noclass	0	+	91371534	91371673	ESC_noclass
chr11	91944223	91946627	ESCTE3743_noclass	0	+	91945223	91945627	ESC_noclass
chr11	92417317	92419640	ESCTE3744_noclass	0	+	92418317	92418640	ESC_noclass
chr11	97707649	97709763	ESCTE3745_noclass	0	-	97708649	97708763	ESC_noclass
chr11	97707783	97709985	ESCTE3746_noclass	0	-	97708783	97708985	ESC_noclass
chr11	98608780	98611147	ESCTE3747_noclass	0	+	98609780	98610147	ESC_noclass
chr11	98609313	98611740	ESCTE3748_noclass	0	+	98610313	98610740	ESC_noclass
chr11	98624662	98626711	ESCTE3749_noclass	0	+	98625662	98625711	ESC_noclass
chr11	98644425	98646631	ESCTE3750_noclass	0	+	98645425	98645631	ESC_noclass
chr11	98644671	98646800	ESCTE3751_noclass	0	+	98645671	98645800	ESC_noclass
chr11	99638614	99641526	ESCTE3752_noclass	0	+	99639614	99640526	ESC_noclass
chr11	101399877	101401899	ESCTE3753_noclass	0	+	101400877	101400899	ESC_noclass
chr11	101400110	101402444	ESCTE3754_noclass	0	+	101401110	101401444	ESC_noclass
chr11	101623830	101626217	ESCTE3755_noclass	0	-	101624830	101625217	ESC_noclass
chr11	103478632	103481034	ESCTE3756_noclass	0	+	103479632	103480034	ESC_noclass
chr11	103484679	103487009	ESCTE3757_noclass	0	+	103485679	103486009	ESC_noclass
chr11	104017235	104019542	ESCTE3758_noclass	0	+	104018235	104018542	ESC_noclass
chr11	104017885	104019988	ESCTE3759_noclass	0	+	104018885	104018988	ESC_noclass
chr11	104954836	104957024	ESCTE3760_noclass	0	-	104955836	104956024	ESC_noclass
chr11	104976837	104979274	ESCTE3761_noclass	0	-	104977837	104978274	ESC_noclass
chr11	105992689	105995540	ESCTE3762_noclass	0	-	105993689	105994540	ESC_noclass
chr11	106632578	106634790	ESCTE3763_noclass	0	+	106633578	106633790	ESC_noclass
chr11	106633012	106635087	ESCTE3764_noclass	0	+	106634012	106634087	ESC_noclass
chr11	106645877	106648081	ESCTE3765_noclass	0	+	106646877	106647081	ESC_noclass
chr11	109781741	109784581	ESCTE3766_noclass	0	+	109782741	109783581	ESC_noclass
chr11	109900071	109902447	ESCTE3767_noclass	0	+	109901071	109901447	ESC_noclass
chr11	110359128	110361429	ESCTE3768_noclass	0	+	110360128	110360429	ESC_noclass
chr11	114204826	114206888	ESCTE3769_noclass	0	+	114205826	114205888	ESC_noclass
chr11	114205041	114207383	ESCTE3770_noclass	0	+	114206041	114206383	ESC_noclass
chr11	114530373	114532488	ESCTE3771_noclass	0	-	114531373	114531488	ESC_noclass
chr11	114947197	114949604	ESCTE3772_noclass	0	-	114948197	114948604	ESC_noclass
chr11	114954025	114956435	ESCTE3773_noclass	0	-	114955025	114955435	ESC_noclass
chr11	116421837	116424217	ESCTE3774_noclass	0	+	116422837	116423217	ESC_noclass
chr11	116874330	116876455	ESCTE3775_noclass	0	+	116875330	116875455	ESC_noclass
chr11	118303060	118305456	ESCTE3776_noclass	0	+	118304060	118304456	ESC_noclass
chr11	118307672	118310074	ESCTE3777_noclass	0	+	118308672	118309074	ESC_noclass
chr11	119394481	119396861	ESCTE3778_noclass	0	+	119395481	119395861	ESC_noclass
chr11	119759218	119761563	ESCTE3779_noclass	0	-	119760218	119760563	ESC_noclass
chr11	121033753	121036116	ESCTE3780_noclass	0	-	121034753	121035116	ESC_noclass
chr11	121930547	121932952	ESCTE3781_noclass	0	-	121931547	121931952	ESC_noclass
chr11	121963191	121965597	ESCTE3782_noclass	0	+	121964191	121964597	ESC_noclass
chr11	121977151	121979566	ESCTE3783_noclass	0	+	121978151	121978566	ESC_noclass
chr12	3029622	3032015	ESCTE3784_noclass	0	+	3030622	3031015	ESC_noclass
chr12	3138078	3140470	ESCTE3785_noclass	0	+	3139078	3139470	ESC_noclass
chr12	3172160	3174582	ESCTE3786_noclass	0	-	3173160	3173582	ESC_noclass
chr12	3415217	3417422	ESCTE3788_noclass	0	+	3416217	3416422	ESC_noclass
chr12	3526629	3529034	ESCTE3789_noclass	0	-	3527629	3528034	ESC_noclass
chr12	3534344	3536757	ESCTE3790_noclass	0	-	3535344	3535757	ESC_noclass
chr12	7508577	7510934	ESCTE3796_noclass	0	+	7509577	7509934	ESC_noclass
chr12	10610611	10613009	ESCTE3797_noclass	0	+	10611611	10612009	ESC_noclass
chr12	13183025	13185393	ESCTE3800_noclass	0	-	13184025	13184393	ESC_noclass
chr12	13576458	13578890	ESCTE3801_noclass	0	-	13577458	13577890	ESC_noclass
chr12	14520831	14523209	ESCTE3802_noclass	0	+	14521831	14522209	ESC_noclass
chr12	14763673	14766625	ESCTE3803_noclass	0	-	14764673	14765625	ESC_noclass
chr12	14889249	14892181	ESCTE3804_noclass	0	-	14890249	14891181	ESC_noclass
chr12	15000397	15002690	ESCTE3805_noclass	0	+	15001397	15001690	ESC_noclass
chr12	15004717	15007105	ESCTE3806_noclass	0	+	15005717	15006105	ESC_noclass
chr12	15259863	15262287	ESCTE3807_noclass	0	-	15260863	15261287	ESC_noclass
chr12	15455464	15457826	ESCTE3808_noclass	0	+	15456464	15456826	ESC_noclass
chr12	16406136	16409007	ESCTE3809_noclass	0	-	16407136	16408007	ESC_noclass
chr12	17458239	17460640	ESCTE3810_noclass	0	-	17459239	17459640	ESC_noclass
chr12	17463550	17465952	ESCTE3811_noclass	0	-	17464550	17464952	ESC_noclass
chr12	17834040	17836910	ESCTE3812_noclass	0	-	17835040	17835910	ESC_noclass
chr12	17848607	17851015	ESCTE3813_noclass	0	-	17849607	17850015	ESC_noclass
chr12	17894930	17897237	ESCTE3814_noclass	0	-	17895930	17896237	ESC_noclass
chr12	17895633	17897707	ESCTE3815_noclass	0	-	17896633	17896707	ESC_noclass
chr12	17939075	17941478	ESCTE3816_noclass	0	-	17940075	17940478	ESC_noclass
chr12	18018098	18020396	ESCTE3817_noclass	0	-	18019098	18019396	ESC_noclass
chr12	18018790	18020864	ESCTE3818_noclass	0	-	18019790	18019864	ESC_noclass
chr12	18143540	18145841	ESCTE3819_noclass	0	-	18144540	18144841	ESC_noclass
chr12	18144237	18146311	ESCTE3820_noclass	0	-	18145237	18145311	ESC_noclass
chr12	18191806	18194208	ESCTE3821_noclass	0	-	18192806	18193208	ESC_noclass
chr12	18204383	18206791	ESCTE3822_noclass	0	-	18205383	18205791	ESC_noclass
chr12	18227869	18230246	ESCTE3823_noclass	0	+	18228869	18229246	ESC_noclass
chr12	18230229	18232640	ESCTE3824_noclass	0	-	18231229	18231640	ESC_noclass
chr12	18236915	18239327	ESCTE3825_noclass	0	-	18237915	18238327	ESC_noclass
chr12	18239026	18241441	ESCTE3826_noclass	0	-	18240026	18240441	ESC_noclass
chr12	18526567	18528641	ESCTE3827_noclass	0	-	18527567	18527641	ESC_noclass
chr12	18565296	18567705	ESCTE3828_noclass	0	-	18566296	18566705	ESC_noclass
chr12	18640536	18642841	ESCTE3829_noclass	0	-	18641536	18641841	ESC_noclass
chr12	18641220	18643294	ESCTE3830_noclass	0	-	18642220	18642294	ESC_noclass
chr12	18729766	18732072	ESCTE3831_noclass	0	-	18730766	18731072	ESC_noclass
chr12	18730466	18732540	ESCTE3832_noclass	0	-	18731466	18731540	ESC_noclass
chr12	18911703	18914109	ESCTE3833_noclass	0	-	18912703	18913109	ESC_noclass
chr12	18918284	18920551	ESCTE3834_noclass	0	-	18919284	18919551	ESC_noclass
chr12	18919141	18921281	ESCTE3835_noclass	0	-	18920141	18920281	ESC_noclass
chr12	18981734	18984144	ESCTE3836_noclass	0	-	18982734	18983144	ESC_noclass
chr12	19068330	19070404	ESCTE3837_noclass	0	-	19069330	19069404	ESC_noclass
chr12	19190073	19192379	ESCTE3838_noclass	0	-	19191073	19191379	ESC_noclass
chr12	19190775	19192849	ESCTE3839_noclass	0	-	19191775	19191849	ESC_noclass
chr12	19295362	19297481	ESCTE3840_noclass	0	-	19296362	19296481	ESC_noclass
chr12	19295476	19297496	ESCTE3841_noclass	0	-	19296476	19296496	ESC_noclass
chr12	19295892	19297966	ESCTE3842_noclass	0	-	19296892	19296966	ESC_noclass
chr12	19334805	19337214	ESCTE3843_noclass	0	-	19335805	19336214	ESC_noclass
chr12	19495407	19497716	ESCTE3844_noclass	0	-	19496407	19496716	ESC_noclass
chr12	19496112	19498186	ESCTE3845_noclass	0	-	19497112	19497186	ESC_noclass
chr12	19563602	19566009	ESCTE3846_noclass	0	-	19564602	19565009	ESC_noclass
chr12	19569996	19572409	ESCTE3847_noclass	0	-	19570996	19571409	ESC_noclass
chr12	19619167	19621238	ESCTE3848_noclass	0	-	19620167	19620238	ESC_noclass
chr12	19660938	19663348	ESCTE3849_noclass	0	-	19661938	19662348	ESC_noclass
chr12	19667532	19669943	ESCTE3850_noclass	0	-	19668532	19668943	ESC_noclass
chr12	19728649	19730949	ESCTE3851_noclass	0	-	19729649	19729949	ESC_noclass
chr12	19729341	19731415	ESCTE3852_noclass	0	-	19730341	19730415	ESC_noclass
chr12	19811016	19813156	ESCTE3853_noclass	0	+	19812016	19812156	ESC_noclass
chr12	19811648	19813915	ESCTE3854_noclass	0	+	19812648	19812915	ESC_noclass
chr12	19822137	19824543	ESCTE3855_noclass	0	+	19823137	19823543	ESC_noclass
chr12	19870065	19872371	ESCTE3856_noclass	0	+	19871065	19871371	ESC_noclass
chr12	19968121	19970240	ESCTE3857_noclass	0	-	19969121	19969240	ESC_noclass
chr12	19968235	19970255	ESCTE3858_noclass	0	-	19969235	19969255	ESC_noclass
chr12	19968651	19970725	ESCTE3859_noclass	0	-	19969651	19969725	ESC_noclass
chr12	20008584	20010993	ESCTE3860_noclass	0	-	20009584	20009993	ESC_noclass
chr12	20076749	20079058	ESCTE3861_noclass	0	-	20077749	20078058	ESC_noclass
chr12	20077454	20079528	ESCTE3862_noclass	0	-	20078454	20078528	ESC_noclass
chr12	20145363	20147760	ESCTE3863_noclass	0	-	20146363	20146760	ESC_noclass
chr12	20151744	20154157	ESCTE3864_noclass	0	-	20152744	20153157	ESC_noclass
chr12	20235637	20237943	ESCTE3865_noclass	0	-	20236637	20236943	ESC_noclass
chr12	20236337	20238411	ESCTE3866_noclass	0	-	20237337	20237411	ESC_noclass
chr12	20314619	20316695	ESCTE3867_noclass	0	-	20315619	20315695	ESC_noclass
chr12	20512457	20514748	ESCTE3868_noclass	0	-	20513457	20513748	ESC_noclass
chr12	20513130	20515204	ESCTE3869_noclass	0	-	20514130	20514204	ESC_noclass
chr12	20550909	20553318	ESCTE3870_noclass	0	-	20551909	20552318	ESC_noclass
chr12	20670123	20672306	ESCTE3871_noclass	0	-	20671123	20671306	ESC_noclass
chr12	20670307	20672604	ESCTE3872_noclass	0	-	20671307	20671604	ESC_noclass
chr12	20676609	20678952	ESCTE3873_noclass	0	-	20677609	20677952	ESC_noclass
chr12	20762893	20765195	ESCTE3874_noclass	0	-	20763893	20764195	ESC_noclass
chr12	20763589	20765659	ESCTE3875_noclass	0	-	20764589	20764659	ESC_noclass
chr12	20804397	20806813	ESCTE3876_noclass	0	-	20805397	20805813	ESC_noclass
chr12	20908592	20910670	ESCTE3877_noclass	0	+	20909592	20909670	ESC_noclass
chr12	20909066	20911374	ESCTE3878_noclass	0	+	20910066	20910374	ESC_noclass
chr12	21048476	21050880	ESCTE3879_noclass	0	-	21049476	21049880	ESC_noclass
chr12	21053981	21056324	ESCTE3880_noclass	0	-	21054981	21055324	ESC_noclass
chr12	21615368	21617839	ESCTE3881_noclass	0	+	21616368	21616839	ESC_noclass
chr12	21621889	21624291	ESCTE3882_noclass	0	+	21622889	21623291	ESC_noclass
chr12	21677603	21679677	ESCTE3883_noclass	0	+	21678603	21678677	ESC_noclass
chr12	21678066	21680357	ESCTE3884_noclass	0	+	21679066	21679357	ESC_noclass
chr12	21999391	22001465	ESCTE3885_noclass	0	+	22000391	22000465	ESC_noclass
chr12	21999859	22002155	ESCTE3886_noclass	0	+	22000859	22001155	ESC_noclass
chr12	22088471	22090860	ESCTE3887_noclass	0	+	22089471	22089860	ESC_noclass
chr12	22133486	22135560	ESCTE3888_noclass	0	+	22134486	22134560	ESC_noclass
chr12	22133957	22136266	ESCTE3889_noclass	0	+	22134957	22135266	ESC_noclass
chr12	22200541	22202943	ESCTE3890_noclass	0	+	22201541	22201943	ESC_noclass
chr12	22248661	22250735	ESCTE3891_noclass	0	+	22249661	22249735	ESC_noclass
chr12	22333382	22335792	ESCTE3892_noclass	0	+	22334382	22334792	ESC_noclass
chr12	22399575	22401715	ESCTE3893_noclass	0	+	22400575	22400715	ESC_noclass
chr12	22400306	22402573	ESCTE3894_noclass	0	+	22401306	22401573	ESC_noclass
chr12	22406734	22409140	ESCTE3895_noclass	0	+	22407734	22408140	ESC_noclass
chr12	22590840	22592914	ESCTE3896_noclass	0	+	22591840	22591914	ESC_noclass
chr12	22591308	22593613	ESCTE3897_noclass	0	+	22592308	22592613	ESC_noclass
chr12	22658207	22660620	ESCTE3898_noclass	0	+	22659207	22659620	ESC_noclass
chr12	22664608	22667015	ESCTE3899_noclass	0	+	22665608	22666015	ESC_noclass
chr12	22731391	22733465	ESCTE3900_noclass	0	+	22732391	22732465	ESC_noclass
chr12	22874967	22877041	ESCTE3901_noclass	0	+	22875967	22876041	ESC_noclass
chr12	22875437	22877742	ESCTE3902_noclass	0	+	22876437	22876742	ESC_noclass
chr12	22952146	22954553	ESCTE3903_noclass	0	+	22953146	22953553	ESC_noclass
chr12	22996128	22998202	ESCTE3904_noclass	0	+	22997128	22997202	ESC_noclass
chr12	22996598	22998899	ESCTE3905_noclass	0	+	22997598	22997899	ESC_noclass
chr12	23153679	23155753	ESCTE3906_noclass	0	+	23154679	23154753	ESC_noclass
chr12	23154147	23156453	ESCTE3907_noclass	0	+	23155147	23155453	ESC_noclass
chr12	23247427	23249816	ESCTE3908_noclass	0	+	23248427	23248816	ESC_noclass
chr12	23292200	23294274	ESCTE3909_noclass	0	+	23293200	23293274	ESC_noclass
chr12	23292671	23294980	ESCTE3910_noclass	0	+	23293671	23293980	ESC_noclass
chr12	23359266	23361668	ESCTE3911_noclass	0	+	23360266	23360668	ESC_noclass
chr12	23401084	23403158	ESCTE3912_noclass	0	+	23402084	23402158	ESC_noclass
chr12	23492299	23494709	ESCTE3913_noclass	0	+	23493299	23493709	ESC_noclass
chr12	23558610	23560750	ESCTE3914_noclass	0	+	23559610	23559750	ESC_noclass
chr12	23559341	23561608	ESCTE3915_noclass	0	+	23560341	23560608	ESC_noclass
chr12	23565770	23568176	ESCTE3916_noclass	0	+	23566770	23567176	ESC_noclass
chr12	23935103	23937177	ESCTE3917_noclass	0	+	23936103	23936177	ESC_noclass
chr12	23935571	23937876	ESCTE3918_noclass	0	+	23936571	23936876	ESC_noclass
chr12	24004035	24006448	ESCTE3919_noclass	0	+	24005035	24005448	ESC_noclass
chr12	24010434	24012841	ESCTE3920_noclass	0	+	24011434	24011841	ESC_noclass
chr12	24077697	24079768	ESCTE3921_noclass	0	+	24078697	24078768	ESC_noclass
chr12	24220878	24222952	ESCTE3922_noclass	0	+	24221878	24221952	ESC_noclass
chr12	24221345	24223642	ESCTE3923_noclass	0	+	24222345	24222642	ESC_noclass
chr12	24300212	24302621	ESCTE3924_noclass	0	+	24301212	24301621	ESC_noclass
chr12	24343585	24345659	ESCTE3925_noclass	0	+	24344585	24344659	ESC_noclass
chr12	24344055	24346364	ESCTE3926_noclass	0	+	24345055	24345364	ESC_noclass
chr12	28155457	28157798	ESCTE3928_noclass	0	-	28156457	28156798	ESC_noclass
chr12	28566329	28568756	ESCTE3929_noclass	0	+	28567329	28567756	ESC_noclass
chr12	29086358	29088743	ESCTE3930_noclass	0	+	29087358	29087743	ESC_noclass
chr12	30060855	30063211	ESCTE3931_noclass	0	+	30061855	30062211	ESC_noclass
chr12	31090127	31092356	ESCTE3932_noclass	0	-	31091127	31091356	ESC_noclass
chr12	37039663	37042093	ESCTE3935_noclass	0	+	37040663	37041093	ESC_noclass
chr12	37658851	37661749	ESCTE3937_noclass	0	+	37659851	37660749	ESC_noclass
chr12	39126632	39128999	ESCTE3938_noclass	0	-	39127632	39127999	ESC_noclass
chr12	40042780	40045071	ESCTE3939_noclass	0	+	40043780	40044071	ESC_noclass
chr12	40043994	40046121	ESCTE3940_noclass	0	+	40044994	40045121	ESC_noclass
chr12	40856344	40858760	ESCTE3941_noclass	0	-	40857344	40857760	ESC_noclass
chr12	41687725	41690098	ESCTE3942_noclass	0	-	41688725	41689098	ESC_noclass
chr12	41715857	41718272	ESCTE3943_noclass	0	-	41716857	41717272	ESC_noclass
chr12	43284381	43286801	ESCTE3944_noclass	0	+	43285381	43285801	ESC_noclass
chr12	43695000	43697932	ESCTE3945_noclass	0	+	43696000	43696932	ESC_noclass
chr12	44174379	44176742	ESCTE3946_noclass	0	-	44175379	44175742	ESC_noclass
chr12	44729291	44731680	ESCTE3947_noclass	0	-	44730291	44730680	ESC_noclass
chr12	44931671	44934084	ESCTE3948_noclass	0	+	44932671	44933084	ESC_noclass
chr12	44964552	44966616	ESCTE3949_noclass	0	+	44965552	44965616	ESC_noclass
chr12	46650053	46652384	ESCTE3951_noclass	0	+	46651053	46651384	ESC_noclass
chr12	47154450	47156602	ESCTE3952_noclass	0	-	47155450	47155602	ESC_noclass
chr12	47155055	47157277	ESCTE3953_noclass	0	-	47156055	47156277	ESC_noclass
chr12	47751966	47754379	ESCTE3954_noclass	0	+	47752966	47753379	ESC_noclass
chr12	48452769	48455106	ESCTE3955_noclass	0	+	48453769	48454106	ESC_noclass
chr12	49201783	49204666	ESCTE3956_noclass	0	-	49202783	49203666	ESC_noclass
