Refseq_ID	ENSMBL_ID	Gene_Name
NM_001172073	ENSMUSG00000025413	Ttc4
NM_001172074	ENSMUSG00000026388	3110009E18Rik
NM_001172091	ENSMUSG00000047150	1700001C19Rik
NM_001172091	ENSMUSG00000116001	1700001C19Rik
NM_001172092	ENSMUSG00000028175	Depdc1a
NM_001172093	ENSMUSG00000028175	Depdc1a
NM_001172095	ENSMUSG00000028397	Kdm4c
NM_001172096	ENSMUSG00000033417	Cacul1
NM_001172097	ENSMUSG00000033417	Cacul1
NM_001172098	ENSMUSG00000020954	Strn3
NM_001172099	ENSMUSG00000098571	Cuedc1
NM_001172099	ENSMUSG00000018378	Cuedc1
NM_001172100	ENSMUSG00000038650	Rnh1
NM_001172101	ENSMUSG00000038650	Rnh1
NM_001172104	ENSMUSG00000056459	Zbtb25
NM_001172107	ENSMUSG00000036292	Gramd1c
NM_001172112	ENSMUSG00000042569	Dhrs7b
NM_001172113	ENSMUSG00000052752	Traf7
NM_001172114	ENSMUSG00000052752	Traf7
NM_001172117	ENSMUSG00000003283	Hck
NM_001172121	ENSMUSG00000039607	Rbms3
NM_001172122	ENSMUSG00000039607	Rbms3
NM_001172123	ENSMUSG00000039607	Rbms3
NM_001172124	ENSMUSG00000039607	Rbms3
NM_001172126	ENSMUSG00000039607	Rbms3
NM_001172146	ENSMUSG00000029610	Aimp2
NM_001172147	ENSMUSG00000031433	Rbm41
NM_001172148	ENSMUSG00000031433	Rbm41
NM_001172152	ENSMUSG00000039375	Wdr17
NM_001172154	ENSMUSG00000019088	Dnase1l1
NM_001172157	ENSMUSG00000053333	Dis3l2
NM_001172160	ENSMUSG00000051379	Flrt3
NM_001172168	ENSMUSG00000073399	Trim40
NM_001172205	ENSMUSG00000037447	Arid5a
NM_001172206	ENSMUSG00000037447	Arid5a
NM_001172207	ENSMUSG00000055003	Lrtm2
NM_001172216	ENSMUSG00000047115	Fam221a
NM_001172424	ENSMUSG00000066026	Dhrs3
NM_001172472	ENSMUSG00000061878	Sphk1
NM_001172473	ENSMUSG00000061878	Sphk1
NM_001172475	ENSMUSG00000061878	Sphk1
NM_001172481	ENSMUSG00000021388	Aspn
NM_001172561	ENSMUSG00000057342	Sphk2
NM_001172588	ENSMUSG00000093973	Mrgpra2a
NM_001172686	ENSMUSG00000063881	Olfr376
NM_001173372	ENSMUSG00000004988	Fxyd4
NM_001173459	ENSMUSG00000106923	LOC100038947
NM_001173459	ENSMUSG00000074677	LOC100038947
NM_001173460	ENSMUSG00000095028	Sirpb1b
NM_001173477	ENSMUSG00000026207	Speg
NM_001173483	ENSMUSG00000039194	Rlbp1
NM_001173500	ENSMUSG00000071335	Mfsd4b3
NM_001173505	ENSMUSG00000022847	Thpo
NM_001173506	ENSMUSG00000027254	Map1a
NM_001173547	ENSMUSG00000009995	Taz
NM_001173550	ENSMUSG00000049130	C5ar1
NM_001173553	ENSMUSG00000033502	Cdc14a
NM_001174047	ENSMUSG00000010066	Cacna2d2
NM_001174048	ENSMUSG00000010066	Cacna2d2
NM_001174049	ENSMUSG00000010066	Cacna2d2
NM_001174050	ENSMUSG00000010066	Cacna2d2
NM_001174053	ENSMUSG00000057897	Camk2b
NM_001174054	ENSMUSG00000057897	Camk2b
NM_001174073	ENSMUSG00000056851	Pcbp2
NM_001174074	ENSMUSG00000024268	Celf4
NM_001174078	ENSMUSG00000032187	Smarca4
NM_001174079	ENSMUSG00000032187	Smarca4
NM_001174086	ENSMUSG00000022494	Shisa9
NM_001174099	ENSMUSG00000020916	Krt36
NM_001174107	ENSMUSG00000042724	Map3k9
NM_001174154	ENSMUSG00000103458	Gm37013
NM_001174155	ENSMUSG00000030589	Rasgrp4
NM_001174169	ENSMUSG00000000562	Tmigd3
NM_001174170	ENSMUSG00000062345	Serpinb2
NM_001176528	ENSMUSG00000037992	Rara
NM_001177302	ENSMUSG00000037992	Rara
NM_001177303	ENSMUSG00000037992	Rara
NM_001177307	ENSMUSG00000030695	Aldoa
NM_001177308	ENSMUSG00000030695	Aldoa
NM_001177313	ENSMUSG00000026761	Orc4
NM_001177319	ENSMUSG00000027082	Tfpi
NM_001177320	ENSMUSG00000027082	Tfpi
NM_001177323	ENSMUSG00000050379	Sept6
NM_001177324	ENSMUSG00000050379	Sept6
NM_001177347	ENSMUSG00000090840	1700092M07Rik
NM_001177348	ENSMUSG00000091937	Gm3646
NM_001177349	ENSMUSG00000073491	Ifi213
NM_001177350	ENSMUSG00000073491	Ifi213
NM_001177352	ENSMUSG00000022346	Myc
NM_001177353	ENSMUSG00000022346	Myc
NM_001177354	ENSMUSG00000022346	Myc
NM_001177360	ENSMUSG00000024958	Gpr137
NM_001177361	ENSMUSG00000024958	Gpr137
NM_001177362	ENSMUSG00000024958	Gpr137
NM_001177365	ENSMUSG00000079479	Gm9112
NM_001177366	ENSMUSG00000036587	Fut7
NM_001177367	ENSMUSG00000036587	Fut7
NM_001177369	ENSMUSG00000025225	Nfkb2
NM_001177370	ENSMUSG00000025225	Nfkb2
NM_001177371	ENSMUSG00000034675	Dbn1
NM_001177372	ENSMUSG00000034675	Dbn1
NM_001177373	ENSMUSG00000067616	Klk11
NM_001177374	ENSMUSG00000023977	Ubr2
NM_001177377	ENSMUSG00000079579	Gm6760
NM_001177379	ENSMUSG00000039782	Cpeb2
NM_001177380	ENSMUSG00000079619	Cypt15
NM_001177389	ENSMUSG00000079460	4933403O08Rik
NM_001177392	ENSMUSG00000075425	Gm13547
NM_001177396	ENSMUSG00000058589	Anks1b
NM_001177397	ENSMUSG00000058589	Anks1b
NM_001177398	ENSMUSG00000058589	Anks1b
NM_001177399	ENSMUSG00000074519	Zfp971
NM_001177400	ENSMUSG00000074519	Zfp971
NM_001177401	ENSMUSG00000074596	Spint3
NM_001177402	ENSMUSG00000062691	Cebpzos
NM_001177403	ENSMUSG00000062691	Cebpzos
NM_001177404	ENSMUSG00000095199	Zfp967
NM_001177405	ENSMUSG00000089756	Zfp966
NM_001177406	ENSMUSG00000095199	Zfp967
NM_001177407	ENSMUSG00000089756	Zfp966
NM_001177408	ENSMUSG00000074449	Gm15319
NM_001177412	ENSMUSG00000035713	Usp35
NM_001177416	ENSMUSG00000053367	Epp13
NM_001177417	ENSMUSG00000053367	Epp13
NM_001177419	ENSMUSG00000054087	Fbxw28
NM_001177420	ENSMUSG00000054087	Fbxw28
NM_001177427	ENSMUSG00000070705	Eid2b
NM_001177437	ENSMUSG00000022603	Mroh4
NM_001177438	ENSMUSG00000075296	Aldh3b2
NM_001177439	ENSMUSG00000074628	Tldc2
NM_001177464	ENSMUSG00000058881	Zfp516
NM_001177467	ENSMUSG00000092243	Gm7030
NM_001177468	ENSMUSG00000079471	Mymx
NM_001177469	ENSMUSG00000079471	Mymx
NM_001177470	ENSMUSG00000079471	Mymx
NM_001177471	ENSMUSG00000082976	Gm15056
NM_001177480	ENSMUSG00000078903	Gm14391
NM_001177481	ENSMUSG00000061845	Defa35
NM_001177482	ENSMUSG00000061958	Gm14851
NM_001177484	ENSMUSG00000090225	Gm11559
NM_001177485	ENSMUSG00000074444	Defa30
NM_001177486	ENSMUSG00000079116	Gm15293
NM_001177487	ENSMUSG00000074441	Gm15292
NM_001177502	ENSMUSG00000079346	1700013D24Rik
NM_001177503	ENSMUSG00000066438	Plekhd1
NM_001177504	ENSMUSG00000072722	Gm6588
NM_001177505	ENSMUSG00000063488	Zkscan7
NM_001177508	ENSMUSG00000094285	Olfr743
NM_001177510	ENSMUSG00000067848	4933402N22Rik
NM_001177511	ENSMUSG00000020090	Npffr1
NM_001177513	ENSMUSG00000094649	Gm7102
NM_001177518	ENSMUSG00000079114	Gm7849
NM_001177521	ENSMUSG00000094818	Defa32
NM_001177522	ENSMUSG00000065956	Defa37
NM_001177523	ENSMUSG00000074434	Defa28
NM_001177524	ENSMUSG00000068349	Gml
NM_001177525	ENSMUSG00000074887	EU599041
NM_001177526	ENSMUSG00000079113	Gm7861
NM_001177527	ENSMUSG00000091764	Zfp964
NM_001177528	ENSMUSG00000063206	Defa34
NM_001177529	ENSMUSG00000092043	Esp6
NM_001177533	ENSMUSG00000091650	Apol11a
NM_001177535	ENSMUSG00000090854	Gm4340
NM_001177536	ENSMUSG00000075028	Prdm11
NM_001177537	ENSMUSG00000062278	Gm11562
NM_001177538	ENSMUSG00000072675	Duxbl2
NM_001177539	ENSMUSG00000072672	Duxbl3
NM_001177542	ENSMUSG00000046262	C87977
NM_001177543	ENSMUSG00000078886	0610010B08Rik
NM_001177544	ENSMUSG00000094248	Hist1h2ao
NM_001177545	ENSMUSG00000115945	Zfp600
NM_001177545	ENSMUSG00000066007	Zfp600
NM_001177546	ENSMUSG00000115945	Zfp600
NM_001177546	ENSMUSG00000066007	Zfp600
NM_001177551	ENSMUSG00000109718	Trim61
NM_001177552	ENSMUSG00000022684	Bfar
NM_001177556	ENSMUSG00000036402	Gng12
NM_001177557	ENSMUSG00000036402	Gng12
NM_001177558	ENSMUSG00000036402	Gng12
NM_001177559	ENSMUSG00000036402	Gng12
NM_001177560	ENSMUSG00000036402	Gng12
NM_001177561	ENSMUSG00000021135	Slc10a1
NM_001177564	ENSMUSG00000092019	Gm4027
NM_001177565	ENSMUSG00000079034	Gm8300
NM_001177567	ENSMUSG00000091455	Otogl
NM_001177568	ENSMUSG00000078866	Zfp970
NM_001177569	ENSMUSG00000094881	H2al2c
NM_001177570	ENSMUSG00000069476	Zfp616
NM_001177572	ENSMUSG00000015112	Slc25a13
NM_001177573	ENSMUSG00000079031	BB287469
NM_001177574	ENSMUSG00000113971	Gm2022
NM_001177576	ENSMUSG00000019082	Slc25a22
NM_001177577	ENSMUSG00000096035	Odaph
NM_001177578	ENSMUSG00000096333	Gm13871
NM_001177579	ENSMUSG00000073116	Gm10471
NM_001177580	ENSMUSG00000094695	Gm21953
NM_001177581	ENSMUSG00000091060	Myocos
NM_001177582	ENSMUSG00000096697	Esp23
NM_001177583	ENSMUSG00000095540	Esp4
NM_001177584	ENSMUSG00000090747	Esp8
NM_001177585	ENSMUSG00000092244	Esp34
NM_001177586	ENSMUSG00000092342	Esp31
NM_001177587	ENSMUSG00000092322	Esp36
NM_001177588	ENSMUSG00000030143	Gm8882
NM_001177589	ENSMUSG00000079070	Gm3985
NM_001177594	ENSMUSG00000032754	Slc8b1
NM_001177595	ENSMUSG00000032754	Slc8b1
NM_001177601	ENSMUSG00000020831	0610010K14Rik
NM_001177602	ENSMUSG00000028527	Ak4
NM_001177603	ENSMUSG00000020831	0610010K14Rik
NM_001177604	ENSMUSG00000028527	Ak4
NM_001177605	ENSMUSG00000028527	Ak4
NM_001177606	ENSMUSG00000020831	0610010K14Rik
NM_001177607	ENSMUSG00000020831	0610010K14Rik
NM_001177609	ENSMUSG00000015120	Ube2i
NM_001177610	ENSMUSG00000015120	Ube2i
NM_001177615	ENSMUSG00000032503	Arpp21
NM_001177616	ENSMUSG00000032503	Arpp21
NM_001177617	ENSMUSG00000032503	Arpp21
NM_001177618	ENSMUSG00000032503	Arpp21
NM_001177619	ENSMUSG00000032503	Arpp21
NM_001177620	ENSMUSG00000032503	Arpp21
NM_001177621	ENSMUSG00000006641	Slc5a6
NM_001177622	ENSMUSG00000006641	Slc5a6
NM_001177623	ENSMUSG00000032503	Arpp21
NM_001177624	ENSMUSG00000041644	Slc5a12
NM_001177625	ENSMUSG00000027699	Ect2
NM_001177626	ENSMUSG00000027699	Ect2
NM_001177627	ENSMUSG00000036067	Slc2a6
NM_001177628	ENSMUSG00000026435	Slc45a3
NM_001177629	ENSMUSG00000020176	Grb10
NM_001177630	ENSMUSG00000036617	Etl4
NM_001177631	ENSMUSG00000036617	Etl4
NM_001177633	ENSMUSG00000039599	Fam149b
NM_001177647	ENSMUSG00000037902	Sirpa
NM_001177648	ENSMUSG00000075415	Fnbp1
NM_001177649	ENSMUSG00000075415	Fnbp1
NM_001177650	ENSMUSG00000075415	Fnbp1
NM_001177653	ENSMUSG00000047246	Hist1h2be
NM_001177654	ENSMUSG00000006476	Nsmf
NM_001177655	ENSMUSG00000006476	Nsmf
NM_001177656	ENSMUSG00000026959	Grin1
NM_001177657	ENSMUSG00000026959	Grin1
NM_001177658	ENSMUSG00000033845	Mrpl15
NM_001177659	ENSMUSG00000026790	Odf2
NM_001177661	ENSMUSG00000026790	Odf2
NM_001177666	ENSMUSG00000074634	Tmem267
NM_001177667	ENSMUSG00000057738	Sptan1
NM_001177668	ENSMUSG00000057738	Sptan1
NM_001177669	ENSMUSG00000046519	Golph3l
NM_001177670	ENSMUSG00000046519	Golph3l
NM_001177673	ENSMUSG00000047415	Gpr68
NM_001177674	ENSMUSG00000047415	Gpr68
NM_001177691	ENSMUSG00000049721	Gal3st1
NM_001177694	ENSMUSG00000096879	Gm4858
NM_001177696	ENSMUSG00000029095	Ablim2
NM_001177697	ENSMUSG00000029095	Ablim2
NM_001177698	ENSMUSG00000029095	Ablim2
NM_001177699	ENSMUSG00000029095	Ablim2
NM_001177700	ENSMUSG00000029095	Ablim2
NM_001177703	ENSMUSG00000049721	Gal3st1
NM_001177705	ENSMUSG00000057156	Homez
NM_001177706	ENSMUSG00000027575	Arfgap1
NM_001177707	ENSMUSG00000027575	Arfgap1
NM_001177708	ENSMUSG00000027575	Arfgap1
NM_001177709	ENSMUSG00000027575	Arfgap1
NM_001177710	ENSMUSG00000027575	Arfgap1
NM_001177713	ENSMUSG00000063415	Cyp26b1
NM_001177715	ENSMUSG00000079410	Gm2897
NM_001177719	ENSMUSG00000040687	Madd
NM_001177720	ENSMUSG00000040687	Madd
NM_001177730	ENSMUSG00000002108	Nr1h3
NM_001177731	ENSMUSG00000042761	Mrap2
NM_001177732	ENSMUSG00000036834	Plch1
NM_001177733	ENSMUSG00000036834	Plch1
NM_001177750	ENSMUSG00000074826	Gm10767
NM_001177751	ENSMUSG00000022010	Tsc22d1
NM_001177752	ENSMUSG00000026773	Pfkfb3
NM_001177753	ENSMUSG00000026773	Pfkfb3
NM_001177754	ENSMUSG00000026773	Pfkfb3
NM_001177755	ENSMUSG00000026773	Pfkfb3
NM_001177756	ENSMUSG00000026773	Pfkfb3
NM_001177757	ENSMUSG00000026773	Pfkfb3
NM_001177758	ENSMUSG00000026773	Pfkfb3
NM_001177759	ENSMUSG00000062210	Tnfaip8
NM_001177760	ENSMUSG00000062210	Tnfaip8
NM_001177767	ENSMUSG00000067919	Rex2
NM_001177770	ENSMUSG00000027884	Clcc1
NM_001177771	ENSMUSG00000027884	Clcc1
NM_001177772	ENSMUSG00000030235	Slco1c1
NM_001177773	ENSMUSG00000028086	Fbxw7
NM_001177774	ENSMUSG00000028086	Fbxw7
NM_001177775	ENSMUSG00000075297	H60b
NM_001177776	ENSMUSG00000019986	Ahi1
NM_001177778	ENSMUSG00000000881	Dlg3
NM_001177779	ENSMUSG00000000881	Dlg3
NM_001177780	ENSMUSG00000000881	Dlg3
NM_001177781	ENSMUSG00000073008	Gpr174
NM_001177782	ENSMUSG00000073008	Gpr174
NM_001177783	ENSMUSG00000094311	Rfpl4b
NM_001177784	ENSMUSG00000032396	Dis3l
NM_001177785	ENSMUSG00000005087	Cd44
NM_001177786	ENSMUSG00000005087	Cd44
NM_001177787	ENSMUSG00000005087	Cd44
NM_001177789	ENSMUSG00000027525	Phactr3
NM_001177790	ENSMUSG00000027525	Phactr3
NM_001177791	ENSMUSG00000027525	Phactr3
NM_001177792	ENSMUSG00000027287	Snap23
NM_001177793	ENSMUSG00000027287	Snap23
NM_001177794	ENSMUSG00000016262	Sertad4
NM_001177795	ENSMUSG00000002459	Rgs20
NM_001177796	ENSMUSG00000025083	Afap1l2
NM_001177797	ENSMUSG00000025083	Afap1l2
NM_001177798	ENSMUSG00000003680	Taf6l
NM_001177799	ENSMUSG00000079110	Capn3
NM_001177804	ENSMUSG00000025486	Sirt3
NM_001177806	ENSMUSG00000005102	Eif2ak4
NM_001177810	ENSMUSG00000022469	Rapgef3
NM_001177811	ENSMUSG00000022469	Rapgef3
NM_001177812	ENSMUSG00000047731	Wbp1l
NM_001177813	ENSMUSG00000047731	Wbp1l
NM_001177832	ENSMUSG00000095909	Gm10324
NM_001177833	ENSMUSG00000027333	Smox
NM_001177834	ENSMUSG00000027333	Smox
NM_001177835	ENSMUSG00000027333	Smox
NM_001177836	ENSMUSG00000027333	Smox
NM_001177837	ENSMUSG00000027333	Smox
NM_001177838	ENSMUSG00000027333	Smox
NM_001177839	ENSMUSG00000027333	Smox
NM_001177840	ENSMUSG00000027333	Smox
NM_001177841	ENSMUSG00000021203	Otub2
NM_001177843	ENSMUSG00000026657	Frmd4a
NM_001177844	ENSMUSG00000026657	Frmd4a
NM_001177845	ENSMUSG00000032041	Tirap
NM_001177846	ENSMUSG00000032041	Tirap
NM_001177847	ENSMUSG00000032041	Tirap
NM_001177848	ENSMUSG00000074595	Wfdc6a
NM_001177849	ENSMUSG00000028207	Asph
NM_001177850	ENSMUSG00000028207	Asph
NM_001177851	ENSMUSG00000028207	Asph
NM_001177852	ENSMUSG00000028207	Asph
NM_001177853	ENSMUSG00000028207	Asph
NM_001177854	ENSMUSG00000028207	Asph
NM_001177855	ENSMUSG00000028207	Asph
NM_001177856	ENSMUSG00000028207	Asph
NM_001177857	ENSMUSG00000075192	Olfr1053
NM_001177858	ENSMUSG00000067399	Trim43c
NM_001177868	ENSMUSG00000039087	Rreb1
NM_001177869	ENSMUSG00000039087	Rreb1
NM_001177871	ENSMUSG00000043336	Filip1l
NM_001177872	ENSMUSG00000050747	Trim15
NM_001177874	ENSMUSG00000025156	Gps1
NM_001177878	ENSMUSG00000031295	Phka2
NM_001177879	ENSMUSG00000031295	Phka2
NM_001177881	ENSMUSG00000031647	Mfap3l
NM_001177882	ENSMUSG00000031647	Mfap3l
NM_001177883	ENSMUSG00000008489	Elavl2
NM_001177884	ENSMUSG00000057406	Nsd2
NM_001177886	ENSMUSG00000000159	Igsf5
NM_001177887	ENSMUSG00000000159	Igsf5
NM_001177888	ENSMUSG00000020866	Cacna1g
NM_001177890	ENSMUSG00000020866	Cacna1g
NM_001177896	ENSMUSG00000115865	9830107B12Rik
NM_001177896	ENSMUSG00000073386	9830107B12Rik
NM_001177897	ENSMUSG00000115865	9830107B12Rik
NM_001177897	ENSMUSG00000073386	9830107B12Rik
NM_001177898	ENSMUSG00000057058	Skap1
NM_001177899	ENSMUSG00000057058	Skap1
NM_001177900	ENSMUSG00000049353	Rd3
NM_001177900	ENSMUSG00000111723	Rd3
NM_001177901	ENSMUSG00000043059	Zfp513
NM_001177902	ENSMUSG00000046572	Zfp518b
NM_001177937	ENSMUSG00000059327	Eda
NM_001177938	ENSMUSG00000059327	Eda
NM_001177939	ENSMUSG00000059327	Eda
NM_001177940	ENSMUSG00000059327	Eda
NM_001177941	ENSMUSG00000059327	Eda
NM_001177942	ENSMUSG00000059327	Eda
NM_001177943	ENSMUSG00000059327	Eda
NM_001177944	ENSMUSG00000059327	Eda
NM_001177945	ENSMUSG00000035642	Aamdc
NM_001177946	ENSMUSG00000035642	Aamdc
NM_001177947	ENSMUSG00000035642	Aamdc
NM_001177950	ENSMUSG00000031174	Rpgr
NM_001177951	ENSMUSG00000031174	Rpgr
NM_001177952	ENSMUSG00000031174	Rpgr
NM_001177953	ENSMUSG00000031174	Rpgr
NM_001177954	ENSMUSG00000031174	Rpgr
NM_001177955	ENSMUSG00000031342	Gpm6b
NM_001177956	ENSMUSG00000031342	Gpm6b
NM_001177957	ENSMUSG00000031342	Gpm6b
NM_001177958	ENSMUSG00000031342	Gpm6b
NM_001177959	ENSMUSG00000031342	Gpm6b
NM_001177960	ENSMUSG00000031342	Gpm6b
NM_001177961	ENSMUSG00000031342	Gpm6b
NM_001177962	ENSMUSG00000031342	Gpm6b
NM_001177964	ENSMUSG00000020633	Dcdc2c
NM_001177965	ENSMUSG00000031388	Naa10
NM_001177966	ENSMUSG00000035651	4930480E11Rik
NM_001177967	ENSMUSG00000054469	Lclat1
NM_001177968	ENSMUSG00000054469	Lclat1
NM_001177973	ENSMUSG00000031392	Irak1
NM_001177974	ENSMUSG00000031392	Irak1
NM_001177975	ENSMUSG00000031392	Irak1
NM_001177976	ENSMUSG00000031392	Irak1
NM_001177977	ENSMUSG00000030945	Acsm2
NM_001177978	ENSMUSG00000030945	Acsm2
NM_001177980	ENSMUSG00000028525	Pde4b
NM_001177981	ENSMUSG00000028525	Pde4b
NM_001177982	ENSMUSG00000028525	Pde4b
NM_001177983	ENSMUSG00000028525	Pde4b
NM_001177985	ENSMUSG00000031310	Zmym3
NM_001177986	ENSMUSG00000031310	Zmym3
NM_001177987	ENSMUSG00000031310	Zmym3
NM_001177988	ENSMUSG00000031310	Zmym3
NM_001177995	ENSMUSG00000039410	Prdm16
NM_001178012	ENSMUSG00000025212	Sfxn3
NM_001178013	ENSMUSG00000025212	Sfxn3
NM_001178038	ENSMUSG00000095576	Fmo6
NM_001178049	ENSMUSG00000035158	Mitf
NM_001178058	ENSMUSG00000000811	Txnrd3
NM_001178059	ENSMUSG00000000811	Txnrd3
NM_001178060	ENSMUSG00000000811	Txnrd3
NM_001184706	ENSMUSG00000032411	Tfdp2
NM_001184708	ENSMUSG00000032411	Tfdp2
NM_001184709	ENSMUSG00000032411	Tfdp2
NM_001184710	ENSMUSG00000032411	Tfdp2
NM_001184711	ENSMUSG00000032411	Tfdp2
NM_001184969	ENSMUSG00000059626	Rhox3e
NM_001184980	ENSMUSG00000078799	Sult2a5
NM_001184981	ENSMUSG00000094156	Sult2a7
NM_001185002	ENSMUSG00000050197	Rhox13
NM_001185020	ENSMUSG00000045962	Wnk1
NM_001185021	ENSMUSG00000045962	Wnk1
NM_001185040	ENSMUSG00000095412	Gm5885
NM_001185083	ENSMUSG00000000215	Ins2
NM_001185084	ENSMUSG00000000215	Ins2
NM_001185153	ENSMUSG00000020193	Zpbp
NM_001185162	ENSMUSG00000022787	Wdr53
NM_001185164	ENSMUSG00000024962	Vegfb
NM_001185173	ENSMUSG00000095339	Zscan4b
NM_001185182	ENSMUSG00000024309	Pfdn6
NM_001190156	ENSMUSG00000028007	Snx7
NM_001190161	ENSMUSG00000068744	Psrc1
NM_001190179	ENSMUSG00000026999	Nup35
NM_001190187	ENSMUSG00000041014	Nrg3
NM_001190188	ENSMUSG00000041014	Nrg3
NM_001190258	ENSMUSG00000050621	Rps27rt
NM_001190264	ENSMUSG00000061474	Mrps36
NM_001190297	ENSMUSG00000041762	Gpr155
NM_001190302	ENSMUSG00000078862	Gm14326
NM_001190310	ENSMUSG00000030147	Clec4b1
NM_001190313	ENSMUSG00000079592	C1qtnf5
NM_001190314	ENSMUSG00000034739	Mfrp
NM_001190319	ENSMUSG00000079592	C1qtnf5
NM_001190320	ENSMUSG00000023349	Clec4n
NM_001190321	ENSMUSG00000023349	Clec4n
NM_001190322	ENSMUSG00000042198	Chchd7
NM_001190323	ENSMUSG00000042198	Chchd7
NM_001190324	ENSMUSG00000042198	Chchd7
NM_001190325	ENSMUSG00000075370	Igll1
NM_001190327	ENSMUSG00000079523	Tmsb10
NM_001190330	ENSMUSG00000055730	Ces2a
NM_001190332	ENSMUSG00000036131	Frmd7
NM_001190333	ENSMUSG00000040899	Ccr6
NM_001190334	ENSMUSG00000040899	Ccr6
NM_001190335	ENSMUSG00000040899	Ccr6
NM_001190336	ENSMUSG00000040899	Ccr6
NM_001190337	ENSMUSG00000040899	Ccr6
NM_001190338	ENSMUSG00000040899	Ccr6
NM_001190343	ENSMUSG00000000378	Ccm2
NM_001190344	ENSMUSG00000000378	Ccm2
NM_001190352	ENSMUSG00000070498	Tmem132b
NM_001190356	ENSMUSG00000058869	Gm4832
NM_001190357	ENSMUSG00000031505	Naxd
NM_001190371	ENSMUSG00000057766	Ankrd29
NM_001190373	ENSMUSG00000059852	Kcng2
NM_001190374	ENSMUSG00000070469	Adamtsl3
NM_001190376	ENSMUSG00000040712	Camta2
NM_001190378	ENSMUSG00000040712	Camta2
NM_001190379	ENSMUSG00000040712	Camta2
NM_001190381	ENSMUSG00000073953	Olfr596
NM_001190385	ENSMUSG00000025468	Caly
NM_001190386	ENSMUSG00000025468	Caly
NM_001190400	ENSMUSG00000048186	Bend7
NM_001190401	ENSMUSG00000056342	Usp34
NM_001190402	ENSMUSG00000019876	Pkib
NM_001190403	ENSMUSG00000083079	Amy2b
NM_001190404	ENSMUSG00000083079	Amy2b
NM_001190406	ENSMUSG00000034201	Gas2l1
NM_001190408	ENSMUSG00000034201	Gas2l1
NM_001190409	ENSMUSG00000031232	Magt1
NM_001190414	ENSMUSG00000028479	Gne
NM_001190436	ENSMUSG00000038274	Fau
NM_001190437	ENSMUSG00000040532	Abhd11
NM_001190443	ENSMUSG00000028953	Abcf2
NM_001190444	ENSMUSG00000006299	Aamp
NM_001190445	ENSMUSG00000073684	Faap20
NM_001190448	ENSMUSG00000020182	Ddc
NM_001190449	ENSMUSG00000007039	Ddah2
NM_001190451	ENSMUSG00000019929	Dcn
NM_001190453	ENSMUSG00000025410	Dctn2
NM_001190454	ENSMUSG00000025410	Dctn2
NM_001190461	ENSMUSG00000043421	Hilpda
NM_001190466	ENSMUSG00000044548	Dact1
NM_001190473	ENSMUSG00000034974	Dapk3
NM_001190474	ENSMUSG00000034974	Dapk3
NM_001190483	ENSMUSG00000024713	Pcsk5
NM_001190490	ENSMUSG00000030409	Dmpk
NM_001190491	ENSMUSG00000030409	Dmpk
NM_001190703	ENSMUSG00000040856	Dlk1
NM_001190703	ENSMUSG00000098411	Dlk1
NM_001190704	ENSMUSG00000040856	Dlk1
NM_001190704	ENSMUSG00000098411	Dlk1
NM_001190705	ENSMUSG00000098411	Dlk1
NM_001190705	ENSMUSG00000040856	Dlk1
NM_001190717	ENSMUSG00000002297	Dbf4
NM_001190718	ENSMUSG00000045284	Dcaf12l1
NM_001190732	ENSMUSG00000096887	Gm20594
NM_001190733	ENSMUSG00000051674	Dcun1d4
NM_001190734	ENSMUSG00000051674	Dcun1d4
NM_001190786	ENSMUSG00000033658	Ddx19b
NM_001190795	ENSMUSG00000029389	Ddx55
NM_001190800	ENSMUSG00000033658	Ddx19b
NM_001190804	ENSMUSG00000004460	Dnajb11
NM_001190805	ENSMUSG00000004460	Dnajb11
NM_001190817	ENSMUSG00000026740	Dnajc1
NM_001190830	ENSMUSG00000031805	Jak3
NM_001190846	ENSMUSG00000000708	Kat2b
NM_001190852	ENSMUSG00000028273	Pdlim5
NM_001190853	ENSMUSG00000028273	Pdlim5
NM_001190854	ENSMUSG00000028273	Pdlim5
NM_001190855	ENSMUSG00000028273	Pdlim5
NM_001190856	ENSMUSG00000028273	Pdlim5
NM_001190857	ENSMUSG00000028273	Pdlim5
NM_001190869	ENSMUSG00000035165	Kcne3
NM_001190870	ENSMUSG00000035165	Kcne3
NM_001190871	ENSMUSG00000035165	Kcne3
NM_001190885	ENSMUSG00000053519	Kcnip1
NM_001190886	ENSMUSG00000053519	Kcnip1
NM_001190911	ENSMUSG00000032036	Kirrel3
NM_001190912	ENSMUSG00000032036	Kirrel3
NM_001190913	ENSMUSG00000032036	Kirrel3
NM_001190914	ENSMUSG00000032036	Kirrel3
NM_001190950	ENSMUSG00000035165	Kcne3
NM_001190974	ENSMUSG00000002602	Axl
NM_001190975	ENSMUSG00000002602	Axl
NM_001190978	ENSMUSG00000028758	Kif17
NM_001190984	ENSMUSG00000026000	Lancl1
NM_001190985	ENSMUSG00000026000	Lancl1
NM_001190989	ENSMUSG00000053253	Ndfip2
NM_001191001	ENSMUSG00000053091	Lins1
NM_001191004	ENSMUSG00000031683	Lsm6
NM_001191008	ENSMUSG00000050824	Sstr5
NM_001191012	ENSMUSG00000073414	Mpig6b
NM_001191018	ENSMUSG00000095992	Krtap22-2
NM_001191023	ENSMUSG00000029757	Dync1i1
