chr	start	end	id	strand
chr2	122640803	122640881	ENSMUSG00000076309.2	+
chr2	10475500	10475620	ENSMUSG00000095843.1	+
chr11	53763597	53763654	ENSMUSG00000099153.1	-
chr10	85333901	85334004	ENSMUSG00000087895.1	+
chrX	53047997	53048078	ENSMUSG00000076050.1	-
chr12	87437679	87437757	ENSMUSG00000105428.1	-
chr1	86637552	86637608	ENSMUSG00000084468.1	-
chr8	93933835	93933936	ENSMUSG00000093005.1	-
chrX	134075316	134075397	ENSMUSG00000093172.1	+
chrX	66780758	66780833	ENSMUSG00000078017.1	-
chr18	61647825	61647894	ENSMUSG00000065592.2	-
chr7	44849699	44849771	ENSMUSG00000076051.1	+
chr14	42624917	42625037	ENSMUSG00000093807.1	-
chr1	133726558	133726645	ENSMUSG00000098606.1	-
chr10	126036827	126036899	ENSMUSG00000093161.1	+
chr8	105951637	105951699	ENSMUSG00000099131.1	-
chr7	126579474	126579532	ENSMUSG00000098540.1	-
chr2	10486946	10487068	ENSMUSG00000094363.1	+
chr2	10496497	10496583	ENSMUSG00000093900.1	+
chr1	63161855	63161943	ENSMUSG00000077884.2	+
chr11	105597625	105597741	ENSMUSG00000080681.1	+
chr3	36475461	36475524	ENSMUSG00000098808.1	-
chr11	120014767	120014853	ENSMUSG00000105524.1	+
chr4	36668510	36668586	ENSMUSG00000106425.1	+
chr12	109747878	109747960	ENSMUSG00000093351.1	+
chrX	88759474	88759553	ENSMUSG00000084559.1	-
chr6	29397434	29397576	ENSMUSG00000104796.1	-
chr1	173643511	173643594	ENSMUSG00000106299.1	-
chr19	8888699	8888774	ENSMUSG00000093314.1	-
chrY	991657	991716	ENSMUSG00000106618.1	-
chr8	111194964	111195045	ENSMUSG00000076382.1	+
chr14	70443510	70443591	ENSMUSG00000065528.1	+
chr2	84150055	84150155	ENSMUSG00000093115.1	+
chr13	90760112	90760221	ENSMUSG00000106360.1	+
chr17	30967197	30967294	ENSMUSG00000092731.1	+
chr7	61742366	61742425	ENSMUSG00000096189.1	-
chr1	132198088	132198184	ENSMUSG00000065435.1	+
chr4	40850144	40850226	ENSMUSG00000094959.1	-
chr6	55533506	55533615	ENSMUSG00000104746.1	+
chr4	153013490	153013584	ENSMUSG00000080360.1	-
chr4	16129566	16129675	ENSMUSG00000092795.2	-
chr11	102230040	102230150	ENSMUSG00000098863.1	-
chr6	22789818	22789927	ENSMUSG00000096721.1	+
chr13	81065477	81065560	ENSMUSG00000092650.1	+
chr2	97626967	97627052	ENSMUSG00000105133.1	-
chr2	152865067	152865126	ENSMUSG00000093746.1	+
chr18	46367365	46367485	ENSMUSG00000095541.1	+
chr12	113424724	113424783	ENSMUSG00000104594.1	-
chr2	151967529	151967617	ENSMUSG00000088491.1	-
chr8	23142573	23142662	ENSMUSG00000106471.1	-
chr3	96220501	96220641	ENSMUSG00000106431.1	+
chr14	40215132	40215241	ENSMUSG00000077019.1	-
chr11	78178827	78178887	ENSMUSG00000099101.1	+
chr4	94665157	94665237	ENSMUSG00000077921.1	+
chr12	109726822	109726896	ENSMUSG00000098838.2	+
chr14	44947443	44947511	ENSMUSG00000105372.1	-
chr17	63347671	63347754	ENSMUSG00000093051.1	+
chr3	146399134	146399217	ENSMUSG00000077892.1	-
chr6	30741299	30741396	ENSMUSG00000065501.1	+
chr4	93745888	93745997	ENSMUSG00000095856.1	-
chr6	136808543	136808683	ENSMUSG00000105415.1	-
chr2	3075107	3075213	ENSMUSG00000099154.1	+
chr12	109682197	109682273	ENSMUSG00000077881.1	+
chrX	72589988	72590094	ENSMUSG00000076455.1	-
chr2	127891988	127892113	ENSMUSG00000093203.1	+
chr2	10498911	10498997	ENSMUSG00000105365.1	+
chr5	121819209	121819273	ENSMUSG00000099063.1	-
chr12	113063339	113063438	ENSMUSG00000104729.1	-
chr2	92594602	92594676	ENSMUSG00000098406.1	+
chr2	94241364	94241453	ENSMUSG00000065511.1	-
chr17	25746788	25746879	ENSMUSG00000076274.1	-
chr18	66219264	66219333	ENSMUSG00000076147.1	-
chr12	109743158	109743237	ENSMUSG00000093089.1	-
chr7	25828632	25828727	ENSMUSG00000076445.1	-
chr13	55477681	55477776	ENSMUSG00000098341.1	-
chr3	26626185	26626311	ENSMUSG00000080368.1	-
chr15	101710274	101710402	ENSMUSG00000105682.1	+
chr19	47273519	47273589	ENSMUSG00000098786.1	-
chr11	102999848	102999921	ENSMUSG00000098613.1	-
chr2	10513741	10513834	ENSMUSG00000077991.1	+
chr12	72130210	72130318	ENSMUSG00000095382.1	-
chr6	51269812	51269910	ENSMUSG00000065505.1	-
chr1	105574687	105574782	ENSMUSG00000076999.1	+
chr4	149537863	149537922	ENSMUSG00000093403.1	+
chr5	135383730	135383810	ENSMUSG00000099212.1	-
chr19	13599660	13599768	ENSMUSG00000094077.1	-
chr15	96404858	96404949	ENSMUSG00000093529.1	+
chr10	60211185	60211251	ENSMUSG00000077090.1	-
chr9	108081498	108081583	ENSMUSG00000098787.1	+
chr6	129189015	129189124	ENSMUSG00000098268.1	-
chr2	65364296	65364400	ENSMUSG00000099184.1	-
chr10	62682508	62682558	ENSMUSG00000105329.1	+
chr16	60369054	60369163	ENSMUSG00000096535.1	-
chr9	20035154	20035220	ENSMUSG00000096830.1	+
chr8	84208815	84208921	ENSMUSG00000065541.1	+
chr4	132218439	132218528	ENSMUSG00000080597.2	-
chr15	40186029	40186099	ENSMUSG00000092855.1	-
chr18	74910152	74910233	ENSMUSG00000076229.1	-
chr2	180398379	180398482	ENSMUSG00000065460.1	+
chr10	122679315	122679415	ENSMUSG00000099225.1	+
chr13	61336455	61336561	ENSMUSG00000098860.1	+
chr8	13189031	13189098	ENSMUSG00000088054.1	-
chr2	10501109	10501198	ENSMUSG00000096053.1	+
chr6	108489743	108489803	ENSMUSG00000105697.1	+
chr9	117999336	117999430	ENSMUSG00000094677.1	+
chr19	11923728	11923800	ENSMUSG00000104979.1	+
chr16	77599657	77599750	ENSMUSG00000065557.3	+
chr3	6338882	6338991	ENSMUSG00000093835.1	-
chr19	7422573	7422642	ENSMUSG00000098293.1	+
chr7	78026543	78026640	ENSMUSG00000104817.1	-
chr6	85790140	85790234	ENSMUSG00000105002.1	-
chr2	10505721	10505807	ENSMUSG00000076948.2	+
chr3	88215598	88215686	ENSMUSG00000106493.1	+
chr7	57581061	57581162	ENSMUSG00000099203.1	+
chr4	15819909	15820029	ENSMUSG00000094515.1	+
chr10	81104614	81104673	ENSMUSG00000106347.1	-
chr17	26580802	26580927	ENSMUSG00000094969.1	-
chr19	42274964	42275062	ENSMUSG00000076323.1	+
chr13	22042545	22042682	ENSMUSG00000105433.1	+
chr7	61685272	61685351	ENSMUSG00000096893.1	-
chr6	125097024	125097086	ENSMUSG00000098762.1	+
chr6	70147936	70148045	ENSMUSG00000096560.1	-
chr9	67729499	67729577	ENSMUSG00000098446.1	-
chr15	68341208	68341289	ENSMUSG00000065437.1	-
chr13	82698275	82698333	ENSMUSG00000106655.1	-
chr11	97660257	97660327	ENSMUSG00000093004.1	-
chr17	27091245	27091311	ENSMUSG00000098826.1	+
chr5	7888685	7888793	ENSMUSG00000080515.1	+
chr8	3781020	3781130	ENSMUSG00000076952.1	+
chr6	122200137	122200246	ENSMUSG00000098864.1	+
chr10	130592136	130592244	ENSMUSG00000093816.1	-
chr9	3038669	3038743	ENSMUSG00000106183.1	-
chr8	83723878	83723984	ENSMUSG00000098465.1	-
chr5	33898910	33898971	ENSMUSG00000098830.1	-
chr7	45012426	45012487	ENSMUSG00000098839.1	-
chr19	60580529	60580617	ENSMUSG00000092655.1	+
chr7	74235558	74235664	ENSMUSG00000098303.1	+
chr2	158638583	158638640	ENSMUSG00000093120.1	+
chr18	69022199	69022273	ENSMUSG00000098366.1	-
chr6	24143368	24143468	ENSMUSG00000096522.1	+
chr12	77116365	77116432	ENSMUSG00000093114.1	-
chr11	115447961	115448060	ENSMUSG00000093096.1	-
chr12	109571990	109572080	ENSMUSG00000076316.1	+
chr2	10491860	10491983	ENSMUSG00000095786.1	+
chr17	78302661	78302746	ENSMUSG00000092979.1	+
chr2	109148589	109148698	ENSMUSG00000076987.1	-
chr11	120068127	120068238	ENSMUSG00000093075.1	-
chr4	124735839	124735948	ENSMUSG00000096411.1	+
chr9	32067171	32067296	ENSMUSG00000106368.1	+
chr9	77577714	77577789	ENSMUSG00000093211.1	+
chr15	37371322	37371447	ENSMUSG00000080408.1	-
chr1	43036845	43036929	ENSMUSG00000089088.1	+
chr14	86920621	86920711	ENSMUSG00000077948.2	-
chr12	54645933	54646012	ENSMUSG00000106344.1	-
chr7	143780090	143780155	ENSMUSG00000076944.1	+
chr16	93072755	93072822	ENSMUSG00000098983.1	+
chr1	193507463	193507530	ENSMUSG00000065533.1	-
chr11	102404920	102404987	ENSMUSG00000098774.1	-
chr2	10479088	10479171	ENSMUSG00000104933.1	+
chr8	86586962	86587083	ENSMUSG00000106513.1	+
chr13	22212419	22212519	ENSMUSG00000095684.1	-
chr4	155911630	155911750	ENSMUSG00000096174.1	+
chr15	103350455	103350525	ENSMUSG00000098419.1	-
chr1	34117359	34117431	ENSMUSG00000105982.1	+
chr2	32050946	32051008	ENSMUSG00000099075.1	+
chr16	8623163	8623270	ENSMUSG00000076039.1	-
chr2	130531678	130531744	ENSMUSG00000077004.1	-
chr10	86705316	86705448	ENSMUSG00000092686.1	-
chr7	29045628	29045693	ENSMUSG00000105563.1	+
chr3	142623860	142623946	ENSMUSG00000098871.1	-
chr13	8921336	8921438	ENSMUSG00000076030.1	-
chr8	121978024	121978086	ENSMUSG00000099140.1	+
chr1	77496653	77496768	ENSMUSG00000099141.1	-
chr16	39455015	39455135	ENSMUSG00000095894.1	+
chr4	10874064	10874170	ENSMUSG00000106355.1	+
chr10	37931680	37931780	ENSMUSG00000096080.1	+
chr13	62466865	62466971	ENSMUSG00000076246.1	+
chr2	10510461	10510563	ENSMUSG00000092961.1	+
chr2	38853830	38853918	ENSMUSG00000065578.1	+
chr7	107319654	107319763	ENSMUSG00000076951.1	-
chr1	93346092	93346155	ENSMUSG00000106302.1	+
chr7	47083166	47083224	ENSMUSG00000098960.1	-
chr5	3695964	3696031	ENSMUSG00000092698.1	+
chr8	92913132	92913189	ENSMUSG00000080613.1	-
chr1	166620362	166620482	ENSMUSG00000096172.1	+
chr16	18284550	18284637	ENSMUSG00000093246.1	-
chr17	27317035	27317095	ENSMUSG00000105142.1	-
chrX	66810428	66810504	ENSMUSG00000096628.1	-
chr3	92010756	92010865	ENSMUSG00000077085.1	-
chr11	70012043	70012131	ENSMUSG00000065534.1	+
chr13	7120394	7120503	ENSMUSG00000076407.1	-
chr4	141346164	141346240	ENSMUSG00000093180.1	+
chr9	10290478	10290587	ENSMUSG00000093959.1	-
chr16	11254368	11254445	ENSMUSG00000088544.1	-
chr16	33068110	33068182	ENSMUSG00000077844.1	+
chr2	10510164	10510260	ENSMUSG00000076014.1	+
chr14	24088877	24088930	ENSMUSG00000105723.1	+
chr10	77641224	77641307	ENSMUSG00000089424.1	+
chr7	47752722	47752831	ENSMUSG00000077110.1	+
chrX	26229981	26230066	ENSMUSG00000080498.2	+
chr7	139957566	139957622	ENSMUSG00000105165.1	-
chr1	180587201	180587267	ENSMUSG00000098926.1	+
chr8	84178873	84178961	ENSMUSG00000065483.2	-
chrX	24617213	24617318	ENSMUSG00000098899.1	-
chr8	83929443	83929556	ENSMUSG00000105569.1	-
chr1	136757510	136757609	ENSMUSG00000096432.1	-
chr2	138819929	138820007	ENSMUSG00000088983.1	+
chrX	52742113	52742192	ENSMUSG00000076041.1	-
chr2	174267504	174267585	ENSMUSG00000065410.1	-
chr1	82396697	82396817	ENSMUSG00000096779.1	-
chr11	32984216	32984299	ENSMUSG00000077836.2	-
chr3	137621474	137621593	ENSMUSG00000080330.1	+
chr3	46900668	46900782	ENSMUSG00000098417.1	-
chr2	42447439	42447568	ENSMUSG00000098660.1	-
chr7	61750468	61750537	ENSMUSG00000093170.1	-
chr16	23110753	23110858	ENSMUSG00000104599.1	+
chr15	53614205	53614279	ENSMUSG00000104794.1	-
chr10	93433107	93433162	ENSMUSG00000098679.1	+
chr3	51297179	51297244	ENSMUSG00000077420.1	+
chr2	128925571	128925692	ENSMUSG00000092719.1	-
chr8	12396403	12396488	ENSMUSG00000092656.1	+
chr19	6829886	6829944	ENSMUSG00000104884.1	-
chr16	78050717	78050827	ENSMUSG00000092759.1	+
chrX	36381117	36381253	ENSMUSG00000104809.1	-
chrX	74317362	74317429	ENSMUSG00000106409.1	+
chrX	147002259	147002366	ENSMUSG00000076458.1	+
chr13	50544626	50544734	ENSMUSG00000095697.1	-
chr14	102982549	102982632	ENSMUSG00000092901.1	-
chr12	16767127	16767223	ENSMUSG00000105567.1	-
chr7	61673829	61673907	ENSMUSG00000093101.1	-
chr4	36668510	36668586	ENSMUSG00000078057.1	-
chr3	5881041	5881150	ENSMUSG00000096384.1	+
chr13	96357111	96357223	ENSMUSG00000076343.1	+
chr1	160295864	160295972	ENSMUSG00000089204.1	-
chr7	100882306	100882409	ENSMUSG00000093296.1	-
chr10	62194167	62194227	ENSMUSG00000099185.1	-
chr2	10466663	10466746	ENSMUSG00000092793.1	+
chr7	19386643	19386717	ENSMUSG00000076315.2	+
chr13	63301208	63301275	ENSMUSG00000105904.1	+
chrX	29977576	29977661	ENSMUSG00000104702.1	-
chr13	23751378	23751515	ENSMUSG00000106203.1	-
chr10	61774737	61774821	ENSMUSG00000093017.1	+
chr1	92464483	92464542	ENSMUSG00000098288.1	-
chr17	34025012	34025071	ENSMUSG00000105964.1	+
chrX	53049403	53049487	ENSMUSG00000076140.1	-
chr3	18069326	18069392	ENSMUSG00000094983.1	+
chr7	141221384	141221493	ENSMUSG00000065551.1	-
chr6	19555342	19555461	ENSMUSG00000099149.1	+
chr15	103014910	103015001	ENSMUSG00000076010.1	+
chrX	52742331	52742413	ENSMUSG00000077111.2	-
chr11	97146364	97146419	ENSMUSG00000099286.1	-
chrX	19146294	19146388	ENSMUSG00000065422.1	-
chr5	67053679	67053792	ENSMUSG00000080601.1	-
chr2	120017517	120017579	ENSMUSG00000098632.1	+
chr5	24592114	24592211	ENSMUSG00000076387.1	+
chr12	109734139	109734209	ENSMUSG00000065426.3	+
chr7	96249424	96249532	ENSMUSG00000076143.1	+
chr16	43640655	43640737	ENSMUSG00000076372.2	+
chr16	20604452	20604536	ENSMUSG00000080669.1	+
chr19	6051334	6051392	ENSMUSG00000098928.1	+
chr17	24010032	24010112	ENSMUSG00000098964.1	+
chrX	6071478	6071557	ENSMUSG00000099018.1	+
chr8	5705427	5705495	ENSMUSG00000093281.1	+
chr14	25534439	25534523	ENSMUSG00000093081.1	+
chr1	53443271	53443395	ENSMUSG00000092657.1	-
chr1	83795912	83796032	ENSMUSG00000094946.1	+
chr19	34395647	34395755	ENSMUSG00000076300.1	-
chr14	42614226	42614346	ENSMUSG00000094563.1	-
chr2	26470059	26470119	ENSMUSG00000098548.1	-
chrX	113074824	113074893	ENSMUSG00000065510.1	-
chr8	11635694	11635736	ENSMUSG00000104958.1	-
chr10	76207326	76207409	ENSMUSG00000076068.1	-
chr10	120447991	120448110	ENSMUSG00000076448.1	-
chr9	108568319	108568392	ENSMUSG00000105497.1	+
chr7	3219198	3219259	ENSMUSG00000104747.1	-
chrX	142739000	142739097	ENSMUSG00000076011.1	+
chr15	99080805	99080865	ENSMUSG00000098698.1	+
chr13	21753445	21753582	ENSMUSG00000105580.1	+
chr13	66586810	66586916	ENSMUSG00000098452.1	-
chr3	115484016	115484136	ENSMUSG00000080676.1	-
chr10	78445095	78445157	ENSMUSG00000098279.1	-
chr5	100500143	100500218	ENSMUSG00000088742.1	-
chr5	147283189	147283298	ENSMUSG00000098687.1	-
chr2	45023100	45023177	ENSMUSG00000092679.1	-
chr9	8246786	8246881	ENSMUSG00000084747.1	+
chr13	50118006	50118114	ENSMUSG00000095849.1	+
chr13	58392779	58392886	ENSMUSG00000065434.1	-
chr11	5038204	5038307	ENSMUSG00000104880.1	+
chr2	174247928	174247995	ENSMUSG00000098467.1	+
chr10	126995530	126995613	ENSMUSG00000065430.1	+
chr13	62779594	62779676	ENSMUSG00000080346.1	+
chr13	21833093	21833230	ENSMUSG00000106440.1	+
chr19	41588651	41588789	ENSMUSG00000098286.1	+
chr19	55192678	55192734	ENSMUSG00000098289.1	+
chr16	93369720	93369816	ENSMUSG00000076457.1	+
chrX	104076971	104077061	ENSMUSG00000088036.1	+
chr14	29988888	29988952	ENSMUSG00000104926.1	+
chr3	87617399	87617501	ENSMUSG00000093230.1	+
chr3	69009902	69009996	ENSMUSG00000065606.1	+
chr2	10494028	10494114	ENSMUSG00000105182.1	+
chr15	78284788	78284849	ENSMUSG00000098996.1	-
chr4	156055681	156055750	ENSMUSG00000065549.3	-
chr2	10511967	10512062	ENSMUSG00000078031.1	+
chr3	92061397	92061506	ENSMUSG00000096133.1	-
chr7	109521249	109521368	ENSMUSG00000105232.1	+
chr2	10471644	10471729	ENSMUSG00000080504.1	+
chr10	101772692	101772772	ENSMUSG00000092952.1	+
chr19	34750510	34750613	ENSMUSG00000098742.1	+
chr2	10515820	10515921	ENSMUSG00000076956.2	+
chr7	62078718	62078805	ENSMUSG00000094304.1	-
chr5	30647936	30648015	ENSMUSG00000093710.1	+
chr15	80082847	80082954	ENSMUSG00000105167.1	-
chr1	176772325	176772423	ENSMUSG00000065573.1	-
chr2	163092899	163093023	ENSMUSG00000096635.1	+
chr9	108653608	108653728	ENSMUSG00000095798.1	-
chr4	135512351	135512479	ENSMUSG00000080474.1	-
chrX	106426057	106426166	ENSMUSG00000098455.1	+
chr7	128826347	128826467	ENSMUSG00000080363.1	+
chr4	138325980	138326089	ENSMUSG00000098364.1	-
chr3	33260716	33260820	ENSMUSG00000098622.1	-
chrX	147009441	147009527	ENSMUSG00000093039.1	+
chr4	117158309	117158433	ENSMUSG00000095209.1	-
chr16	50727132	50727245	ENSMUSG00000098482.1	+
chr14	18200675	18200753	ENSMUSG00000105635.1	+
chr7	113666915	113667016	ENSMUSG00000089467.1	-
chr1	36144252	36144313	ENSMUSG00000098752.1	-
chr1	43918777	43918886	ENSMUSG00000095757.1	-
chr2	84741115	84741178	ENSMUSG00000065484.1	-
chr11	87756864	87756927	ENSMUSG00000105196.1	+
chr10	109326769	109326851	ENSMUSG00000105768.1	-
chr11	60302707	60302824	ENSMUSG00000098349.1	-
chr4	124731694	124731802	ENSMUSG00000076271.1	+
chr1	185313319	185313385	ENSMUSG00000065581.1	+
chr13	71107089	71107209	ENSMUSG00000080580.1	+
chr6	71271671	71271801	ENSMUSG00000098623.1	+
chr13	109903809	109903888	ENSMUSG00000084651.1	+
chr7	141992179	141992241	ENSMUSG00000092652.1	+
chr2	10513434	10513531	ENSMUSG00000088980.1	+
chrX	166957099	166957226	ENSMUSG00000104948.1	+
chr5	29336780	29336846	ENSMUSG00000093302.1	-
chr12	11299887	11299944	ENSMUSG00000098879.1	+
chr6	94606364	94606415	ENSMUSG00000098531.1	-
chr2	10517067	10517164	ENSMUSG00000077954.1	+
chr7	115172273	115172352	ENSMUSG00000099211.1	+
chr6	121325580	121325676	ENSMUSG00000078042.1	-
chr11	60202262	60202327	ENSMUSG00000099259.1	-
chr7	39431507	39431613	ENSMUSG00000098777.1	+
chr14	118258634	118258736	ENSMUSG00000098612.1	+
chr16	56070563	56070666	ENSMUSG00000076360.1	+
chr7	101881184	101881279	ENSMUSG00000093388.1	+
chr3	11154337	11154437	ENSMUSG00000095289.1	+
chr7	103260883	103261003	ENSMUSG00000095000.1	-
chr14	67274869	67274963	ENSMUSG00000080432.1	-
chr5	90796186	90796255	ENSMUSG00000093082.1	-
chr9	72033198	72033287	ENSMUSG00000077821.3	+
chr2	156410929	156411024	ENSMUSG00000076230.1	-
chr11	78073170	78073241	ENSMUSG00000104813.1	-
chr14	20690635	20690703	ENSMUSG00000098602.1	+
chr7	4441920	4442015	ENSMUSG00000077965.1	-
chr5	137293780	137293876	ENSMUSG00000099145.1	+
chr19	8742971	8743079	ENSMUSG00000098844.1	+
chrX	28606514	28606599	ENSMUSG00000105455.1	+
chr2	10482612	10482738	ENSMUSG00000094927.1	+
chr7	144009254	144009338	ENSMUSG00000093221.1	+
chr7	45458089	45458197	ENSMUSG00000076036.1	-
chr12	69361179	69361258	ENSMUSG00000105145.1	-
chr12	101021673	101021768	ENSMUSG00000080575.2	-
chr14	118592369	118592472	ENSMUSG00000098433.1	-
chr13	58313044	58313149	ENSMUSG00000098258.1	-
chr3	80692203	80692313	ENSMUSG00000093226.1	-
chr2	10514595	10514674	ENSMUSG00000078025.1	+
chrX	52422407	52422515	ENSMUSG00000076214.1	-
chr7	127490842	127490932	ENSMUSG00000105918.1	+
chr16	84714140	84714204	ENSMUSG00000065397.1	+
chr11	96317165	96317274	ENSMUSG00000065519.1	+
chr12	28679325	28679389	ENSMUSG00000098579.1	+
chr16	3249584	3249704	ENSMUSG00000095122.1	+
chr2	10495980	10496062	ENSMUSG00000096512.1	+
chr4	103564203	103564286	ENSMUSG00000093365.2	+
chr12	112109238	112109322	ENSMUSG00000093090.1	+
chr5	106879600	106879698	ENSMUSG00000098703.1	-
chr10	60126776	60126833	ENSMUSG00000105468.1	+
chr12	102987829	102987963	ENSMUSG00000105998.1	+
chr11	60200538	60200617	ENSMUSG00000098547.1	-
chr2	30721210	30721293	ENSMUSG00000093091.1	+
chr15	87795850	87795943	ENSMUSG00000098938.1	-
chr4	131992218	131992289	ENSMUSG00000098577.1	-
chr8	117459265	117459328	ENSMUSG00000098483.1	+
chrX	105344282	105344369	ENSMUSG00000065499.1	-
chr2	33362994	33363046	ENSMUSG00000093138.1	-
chr7	61683124	61683192	ENSMUSG00000092847.1	-
chr14	38899833	38899944	ENSMUSG00000098723.1	-
chr7	127489251	127489387	ENSMUSG00000098267.1	+
chr15	82407094	82407153	ENSMUSG00000098722.1	-
chr4	3537090	3537191	ENSMUSG00000094253.1	+
chr19	40894703	40894789	ENSMUSG00000099118.1	+
chr2	10468343	10468463	ENSMUSG00000077834.1	+
chr8	46229794	46229877	ENSMUSG00000092897.1	+
chr12	109743289	109743368	ENSMUSG00000065570.1	+
chr2	172176782	172176924	ENSMUSG00000105205.1	+
chr5	104297188	104297297	ENSMUSG00000094432.1	+
chr8	23142555	23142682	ENSMUSG00000070084.3	+
chr3	3004130	3004229	ENSMUSG00000098982.1	-
chr12	42281716	42281813	ENSMUSG00000093214.1	+
chr11	92024345	92024413	ENSMUSG00000093113.1	-
chr19	47755022	47755157	ENSMUSG00000099069.1	-
chr2	156322552	156322647	ENSMUSG00000076231.1	+
chr19	7959530	7959638	ENSMUSG00000076136.1	-
chr11	70762140	70762232	ENSMUSG00000076232.1	-
chr3	127545733	127545807	ENSMUSG00000065413.2	+
chr8	72470016	72470089	ENSMUSG00000099079.1	-
chr4	138163209	138163292	ENSMUSG00000098513.1	+
chr2	27401852	27401951	ENSMUSG00000076364.1	+
chr1	195228278	195228398	ENSMUSG00000093823.1	+
chr1	53849424	53849495	ENSMUSG00000098443.1	+
chrX	100381097	100381185	ENSMUSG00000076398.1	+
chr2	10514891	10514971	ENSMUSG00000077941.1	+
chr5	135735806	135735889	ENSMUSG00000099197.1	-
chr10	76008926	76009017	ENSMUSG00000098817.1	+
chr15	79375228	79375300	ENSMUSG00000088901.1	-
chr19	4263818	4263878	ENSMUSG00000099290.1	-
chr6	3051289	3051409	ENSMUSG00000094571.1	-
chr2	10509296	10509404	ENSMUSG00000076118.1	+
chr6	30169668	30169737	ENSMUSG00000065619.2	-
chr9	70799556	70799637	ENSMUSG00000087744.1	-
chr11	79711969	79712034	ENSMUSG00000065395.1	+
chr8	9770728	9770880	ENSMUSG00000105098.1	-
chr17	34024983	34025092	ENSMUSG00000065555.1	-
chr5	31667231	31667340	ENSMUSG00000099301.1	-
chr9	51103562	51103645	ENSMUSG00000065492.1	-
chr3	85467377	85467498	ENSMUSG00000080424.1	+
chr14	115044157	115044263	ENSMUSG00000065442.1	+
chr9	4271130	4271237	ENSMUSG00000080511.1	-
chr11	49771833	49771909	ENSMUSG00000092894.1	+
chrX	25679415	25679520	ENSMUSG00000098849.1	-
chr9	62122518	62122594	ENSMUSG00000092696.1	-
chr2	25059811	25059873	ENSMUSG00000099320.1	+
chr11	16645438	16645538	ENSMUSG00000076337.1	-
chr19	9855319	9855422	ENSMUSG00000076370.1	+
chr13	5997455	5997551	ENSMUSG00000077971.1	-
chr11	50357785	50357879	ENSMUSG00000076450.1	-
chr6	94823733	94823805	ENSMUSG00000092767.1	+
chr13	21445160	21445240	ENSMUSG00000084590.1	+
chr14	79562167	79562292	ENSMUSG00000093684.2	-
chr6	81896599	81896676	ENSMUSG00000106253.1	-
chr1	82131916	82132019	ENSMUSG00000098797.1	+
chr2	56785811	56785907	ENSMUSG00000098437.1	+
chr18	23774864	23774989	ENSMUSG00000098607.1	-
chr2	91407054	91407136	ENSMUSG00000080507.2	-
chr18	43477704	43477777	ENSMUSG00000093208.2	-
chr12	109595318	109595397	ENSMUSG00000070129.2	-
chr11	49895731	49895845	ENSMUSG00000080487.1	+
chr11	20937576	20937701	ENSMUSG00000096061.1	-
chr12	109595327	109595388	ENSMUSG00000104858.1	+
chr7	23406996	23407105	ENSMUSG00000095946.1	+
chr12	112733322	112733391	ENSMUSG00000099165.1	+
chr3	38558109	38558214	ENSMUSG00000076385.1	-
chr13	23534114	23534254	ENSMUSG00000105109.1	-
chr8	70102524	70102586	ENSMUSG00000099042.1	-
chr7	19086828	19086892	ENSMUSG00000092659.1	+
chr5	22739019	22739111	ENSMUSG00000105029.1	+
chr12	109743158	109743236	ENSMUSG00000105849.1	+
chr11	107996848	107996916	ENSMUSG00000098989.1	+
chr5	69340783	69340888	ENSMUSG00000093129.1	+
chrX	66799223	66799297	ENSMUSG00000070078.1	-
chr17	24594978	24595071	ENSMUSG00000080342.1	+
chr11	65067709	65067807	ENSMUSG00000076394.1	-
