Probe	Chromosome	Start	End	Strand	ES_E14	ES_J1	TS_EGFP	TS_Rs26
4930471I20Rik	2	155547040	155556930	-	-4.653629	-4.2201777	-4.4200096	-4.1012673
Gss	2	155563181	155592810	-	0.69139266	0.30590937	1.2266675	1.8146689
Gm14256	2	155591131	155592851	+	-5.119925	-4.686474	-4.8863063	-4.5675635
0610038P03Rik	2	155592319	155594955	+	-4.8405285	-4.4070773	-4.6069098	-4.2881675
Gm14257	2	155593565	155594475	-	-4.9360285	-4.5025773	-4.7024093	-4.383667
Myh7b	2	155611212	155634307	+	-1.6715542	-0.65956676	-1.2404889	-0.54065645
Trpc4ap	2	155634271	155692384	-	0.88460386	1.604855	2.5553997	2.5328608
Edem2	2	155701677	155729475	-	-0.2210493	0.42513108	1.2654562	1.9992361
Gm17581	2	155735810	155735866	-	-1.1896027	-0.75615156	-0.9559837	-0.6372412
Procr	2	155751117	155755471	+	-2.1052213	-0.759233	4.556635	4.0841913
Mmp24	2	155775342	155818366	+	-3.6974869	-3.157121	-2.9163804	-4.5236373
BC029722	2	155817730	155819426	-	0.0448625	0.5256193	2.348871	2.2677622
Eif6	2	155819832	155826925	-	2.9012902	3.5585504	3.890017	3.4215457
Gm16098	2	155826788	155827953	+	-4.8413343	-4.559886	-3.6077151	-4.4409757
Fam83c	2	155827548	155834854	-	-7.1603594	-3.7269084	-7.0787435	-6.760001
Uqcc	2	155846894	155930310	-	0.56043196	0.80187994	2.1365063	1.2941586
Gm15557	2	155940728	155942750	+	-5.787165	-5.3537145	-5.553546	-5.2348037
Gdf5	2	155941023	155945367	-	-6.5366216	-6.1031704	-6.3030024	-5.98426
Cep250	2	155956458	155998900	+	1.6811571	1.6777295	2.047015	1.6812986
6430550D23Rik	2	155973279	156007977	-	-3.905727	-5.472276	-4.9351425	-5.9383283
Ergic3	2	156008045	156018279	+	1.929637	2.4819934	3.357759	3.0113685
Fer1l4	2	156019139	156052947	-	-6.956254	-5.93784	-5.722635	-4.8189297
Spag4	2	156065175	156070617	+	-7.4428153	-4.2020097	-4.4018416	-3.7205293
Cpne1	2	156071845	156111959	-	3.3984394	3.446257	4.0279627	3.3673956
Nfs1	2	156078929	156144186	-	1.7994182	1.9780555	2.7912796	2.7974055
Rbm12	2	156091958	156111978	-	3.3903546	3.4038098	3.3367496	2.9045198
Romo1	2	156144039	156145797	+	0.4597793	1.4651369	2.6028862	1.7334248
Rbm39	2	156147239	156180238	-	5.2750087	5.3509455	5.219502	4.733844
Phf20	2	156196466	156309952	+	3.315457	3.483858	2.5300157	2.590126
Scand1	2	156311847	156312704	-	-1.9653108	-0.33921453	1.215841	1.3646584
4921517L17Rik	2	156312299	156375638	+	-4.541216	-3.3707993	-2.7226346	-1.7664622
Gm14252	2	156332317	156339381	-	-7.0073156	-6.573865	-6.7736964	-6.454954
Gm14170	2	156377925	156378968	-	-3.7273998	-3.293949	-3.4937809	-3.1750388
2900097C17Rik	2	156392491	156392829	-	2.1450365	2.52404	3.2531247	3.2823603
Epb4.1l1	2	156420909	156543214	+	-0.15453245	0.15373942	0.5218968	1.0020022
Gm14225	2	156445033	156447608	-	-4.278851	-3.9974031	-4.197235	-3.8784928
Gm14224	2	156451906	156455651	-	-5.1116004	-4.6781487	-4.877981	-4.559239
0610011L14Rik	2	156547584	156568972	+	0.6966096	1.3278248	1.9806191	1.3157746
Gm14168	2	156571792	156577457	+	-6.4580317	-5.872577	-3.7504816	-4.1687045
Gm14169	2	156609206	156613422	-	-6.503345	-6.2218966	-6.421729	-6.102987
Dlgap4	2	156613705	156764363	+	0.8975889	1.1725198	1.4617614	1.7986006
Gm14174	2	156614447	156615448	-	-2.6876295	-2.2541783	-2.4540105	-2.135268
4930405A21Rik	2	156714540	156720909	-	-2.548371	-1.75235	-1.8001789	-1.8033646
Myl9	2	156775420	156781658	+	2.9527462	2.3682754	-5.305488	-2.8347423
Gm14230	2	156833049	156839892	-	1.8665817	2.0287306	3.0742054	2.2783449
Tgif2	2	156840077	156855570	+	2.3784883	2.4722471	4.147116	3.4047003
5430405H02Rik	2	156852430	156862945	-	-0.1530768	-0.7810262	1.6554512	0.3061752
4930518I15Rik	2	156856616	156857946	-	-4.5830045	-3.1495533	-4.3493853	-1.5712113
1110008F13Rik	2	156863128	156873563	+	2.5956652	2.9605722	4.0493665	3.6202025
Sla2	2	156872457	156887192	-	-0.8481002	-0.34647766	1.6112317	-0.8236704
Ndrg3	2	156927345	156992056	-	1.1811395	1.0148095	1.6654547	1.8252935
Dsn1	2	156995265	157007154	-	1.4279193	1.5283016	1.8090956	1.6966809
9830001H06Rik	2	157015799	157079254	-	-0.69187224	0.014038354	1.3856854	1.5446273
Gm1332	2	157087055	157096482	+	-4.680893	-4.2474422	-4.4472737	-4.1285315
Samhd1	2	157097533	157135265	-	1.9474827	2.19589	1.8509208	1.8552074
Rbl1	2	157145893	157204534	-	0.9876946	1.0933068	1.7230208	1.4674741
4922505G16Rik	2	157208550	157279549	-	-5.1247644	-6.0132413	-6.2130733	-5.894331
Rpn2	2	157279017	157326319	+	3.722489	4.201787	4.7957845	4.668668
Ghrh	2	157329497	157347506	-	-4.740417	-4.306966	-4.506798	-4.1880555
Manbal	2	157367594	157396763	+	1.1585842	0.974283	2.59595	2.3541534
Src	2	157418444	157471862	+	0.58418584	0.74232423	3.2136114	2.8275514
Gm14286	2	157544266	157545469	-	-1.2553356	-1.6292393	-1.5071433	-1.9253666
Blcap	2	157556362	157571274	-	1.1955553	1.0668539	0.9414466	0.96619785
Nnat	2	157560078	157562522	+	-2.1346586	1.9310609	-5.80793	-5.6411905
2410019O14Rik	2	157595583	157597320	-	2.99822	1.6867127	-1.4606519	0.5101671
Ctnnbl1	2	157737401	157891614	+	3.892727	4.1991053	3.728159	3.4560142
Vstm2l	2	157914653	157944719	+	-5.7692823	-5.335831	-5.535663	-5.216921
Tti1	2	157981803	158028433	-	2.2431452	2.6663134	2.819849	2.7914023
Rprd1b	2	158028497	158132297	+	1.6009636	1.6153075	2.0942266	1.3751367
Tgm2	2	158116402	158146436	-	-2.9152029	-1.5149187	-1.5263054	3.274442
Gm20412	2	158117154	158117905	+	-4.5107713	-4.2293234	-3.277152	-0.15105486
D630003M21Rik	2	158182533	158229222	-	-4.9371595	-3.918746	-7.288503	-4.9697604
1700060C20Rik	2	158192009	158195742	+	-4.5783	-4.144849	-4.344681	-4.0259385
Bpi	2	158258094	158284531	+	-6.2681046	-5.834653	-6.0344853	-5.715743
Lbp	2	158306493	158332852	+	-5.857853	-5.424402	-7.209197	-4.8904543
9430008C03Rik	2	158355307	158361580	-	1.4023514	1.0079019	1.509846	1.2489593
Snhg11	2	158375638	158386145	+	1.0285022	0.41986197	-1.3985409	-2.579872
Ralgapb	2	158409848	158499253	+	1.5147382	1.5563439	0.9162427	1.4799776
Adig	2	158502612	158508198	+	-5.018491	-4.5850396	-4.7848716	-4.4661293
Arhgap40	2	158512796	158550762	+	-6.3119264	-4.878475	-6.230311	-5.7595654
Gm14204	2	158595472	158610723	-	-6.4732513	-7.776766	-7.824595	-7.5058527
Slc32a1	2	158610767	158615748	+	-6.806377	-6.220923	-4.4207554	-6.2540154
Gm14205	2	158610910	158611820	-	-4.886143	-4.452692	-4.652524	-4.3337817
Actr5	2	158624888	158639211	+	-0.6213564	0.10427561	0.39843237	0.6291783
Ppp1r16b	2	158665398	158766334	+	-2.8233397	-3.074387	-3.622142	-3.370514
Fam83d	2	158768093	158786637	+	0.5606763	0.85116947	1.2660472	1.3451194
Dhx35	2	158794807	158858214	+	1.3173229	1.5001233	0.8728701	0.8445932
Gm14223	2	159911773	159947376	-	-4.3707333	-3.937282	-4.137114	-3.8183718
4933416E03Rik	2	159947341	159981288	+	-5.493704	-5.0602527	-5.260085	-4.9413424
9130015L21Rik	2	160016653	160040619	+	-4.599887	-4.1664357	-4.3662677	-4.0475254
Gm826	2	160311393	160334162	-	-5.900711	-5.315257	-5.6670923	-5.34835
Mafb	2	160363677	160367065	-	-2.683426	-3.3279774	-6.6977344	-4.794029
Gm14221	2	160568379	160619971	-	-3.7661035	-3.3326526	-3.5324848	-3.213742
Gm14222	2	160583357	160585191	+	-4.524131	-2.9386766	-4.2905116	-3.9717693
Top1	2	160645888	160722764	+	4.953948	5.0963764	4.831552	4.463789
Plcg1	2	160731300	160775760	+	2.6828704	2.5950403	3.97789	3.7376852
Zhx3	2	160743927	160872998	-	-3.5741208	-2.9436326	-4.113091	-3.5719564
Gm16751	2	160840836	160888028	-	-6.076102	-5.64265	-5.8424826	-5.5237403
Lpin3	2	160880670	160906002	+	-1.0556779	-0.2823766	0.048306096	-0.29386288
Emilin3	2	160906437	160912328	-	-2.3536437	-1.4347658	-2.9565258	-3.4451385
Gm14228	2	160925541	160926648	-	-4.996958	-4.5635066	-4.7633386	-4.4445963
Chd6	2	160946978	161109075	-	1.8307427	1.6282052	0.9528115	1.2090447
Gm14243	2	161179064	161216577	+	-6.4415216	-6.00807	-6.2079024	-5.889159
Gm14242	2	161206689	161207280	-	-3.9074595	-3.4740083	-3.6738405	-3.355098
Gm14241	2	161331314	161332253	+	-3.4011068	-2.9676557	-3.1674876	-2.8487453
Ptprt	2	161521990	162661147	-	-5.8271046	-4.5862985	-8.593485	-6.274743
C330008G21Rik	2	162390813	162393945	+	-1.3339926	-4.0704665	-4.422302	-4.1035595
9430021M05Rik	2	162661163	162667109	+	-5.5867333	-5.153282	-5.353114	-5.034372
Gm14246	2	162679455	162680529	+	-4.7661037	-4.3326526	-4.532485	-4.2137423
Gm14255	2	162867079	162868194	-	-3.3109093	-2.8774579	-3.07729	-2.7585475
Srsf6	2	162931528	162937121	+	5.8894687	5.820909	5.753275	5.0446076
L3mbtl1	2	162943472	162974522	+	-4.431122	-4.805025	-6.0048575	-5.1011524
Sgk2	2	162987330	163014127	+	-2.356149	-2.2597327	-6.8594956	-6.38875
Ift52	2	163017354	163046141	+	2.0979366	2.3838305	1.929815	2.5247672
Mybl2	2	163054687	163084688	+	5.7753754	5.643545	5.776859	5.545815
Gtsf1l	2	163087038	163087783	-	3.5786881	3.1286533	-1.3441973	1.2640517
Gm11454	2	163122606	163143959	+	-4.836493	-3.2510386	-4.4508705	-4.2841315
Gm14254	2	163152895	163156106	-	-3.5661662	-3.132715	-3.332547	-3.0138047
Tox2	2	163203125	163324170	+	-5.936453	-4.5030017	1.0182654	-0.13616385
Jph2	2	163336242	163397993	-	-3.4522982	-3.5042737	-1.4410715	-3.7072916
3230401D17Rik	2	163405822	163424697	-	2.508986	2.8559892	3.1824653	2.8981738
Gdap1l1	2	163438476	163455324	+	-1.1455475	-0.6125607	-6.4562488	-6.1375065
Fitm2	2	163466379	163472629	-	1.0988456	1.1514258	-0.25249782	-0.21386342
2310001K24Rik	2	163472545	163473003	+	-4.199063	-3.7656116	-3.9654438	-3.6467016
R3hdml	2	163492318	163502612	+	-1.7151442	-0.86665547	-5.2184906	-4.8997483
0610008F07Rik	2	163493807	163541720	-	-5.254558	-4.821107	-5.020939	-4.7021966
Hnf4a	2	163506808	163572910	+	-5.119992	-4.68654	-7.360304	-7.041561
Ttpal	2	163602314	163619013	+	-1.0712006	-0.7555861	0.9120579	0.41606572
Serinc3	2	163623272	163645131	-	2.31676	2.813704	3.8422635	3.853331
0610039K10Rik	2	163644850	163645800	+	-5.2500143	-4.816563	-4.864392	-4.697653
Pkig	2	163658386	163726158	+	-0.46644297	-0.10407485	1.0497301	0.46229443
Gm16316	2	163685004	163692279	-	-7.0850587	-6.651607	-6.8514395	-6.380694
Ada	2	163726584	163750239	-	-0.313955	0.58344334	4.278429	2.2752433
Wisp2	2	163820861	163833146	+	-6.2666063	-5.8331547	-6.032987	-5.7142444
Kcnk15	2	163853651	163859746	+	-6.3246593	-5.8912077	-6.09104	-5.772298
Rims4	2	163859751	163918683	-	-1.1960133	-0.98187524	-3.3409057	-3.3440917
Ywhab	2	163994960	164018588	+	4.484199	4.6201243	6.006555	5.258802
Pabpc1l	2	164025450	164050538	+	-6.616221	-5.1827693	-2.797639	-3.2565043
Tomm34	2	164053540	164071169	-	3.7162857	3.7436943	3.5425334	3.5108116
Stk4	2	164070322	164155524	+	3.7375245	3.7007413	3.929022	3.7401097
Gm11455	2	164135703	164140419	+	-4.722379	-4.2889276	-4.640763	-4.1700177
Kcns1	2	164163619	164171113	-	-4.609851	-4.5914373	-2.9168003	-6.2094927
Wfdc5	2	164176327	164182742	-	-6.5378656	-6.104414	-6.3042455	-5.985503
A730032A03Rik	2	164177584	164196564	+	-6.4288454	-5.995394	-6.1952267	-5.876484
Wfdc12	2	164189231	164190608	-	-4.9547653	-4.521314	-4.721146	-4.402404
Wfdc15a	2	164198863	164200130	-	-4.135447	-3.8539991	-4.053831	-3.7350886
Wfdc15b	2	164214454	164221660	-	-4.516584	-4.0831327	-4.282965	-3.9642224
Svs2	2	164235929	164238466	-	-6.311636	-5.878185	-6.0780168	-5.7592745
Svs3b	2	164254363	164256640	-	-5.6432705	-5.2098193	-5.4096513	-5.090909
Svs4	2	164275952	164278459	-	-4.8704405	-4.4369893	-4.6368213	-4.318079
Svs3a	2	164289268	164291500	+	-5.585531	-5.1520805	-5.3519125	-5.0331697
Svs6	2	164316751	164318453	+	-4.420108	-3.9866567	-4.1864886	-3.8677464
Svs5	2	164332740	164334396	+	-4.6921034	-4.2586517	-4.458484	-4.139742
Slpi	2	164354070	164389095	-	-5.5612836	-5.1278324	-5.327665	-5.0089226
Matn4	2	164389393	164405160	-	-7.6937766	-7.260326	-4.9862266	-3.0825217
Rbpjl	2	164403141	164415448	+	-7.841536	-7.4080844	-7.607917	-7.1371713
Sdc4	2	164424247	164443887	-	3.0694218	2.7596483	4.4700484	5.6917267
Sys1	2	164456964	164479638	+	-0.92566335	-0.33255556	0.967686	0.4899617
Gm14302	2	164459896	164460955	-	-3.9341414	-3.5006902	-3.7005224	-3.3817801
Gm20458	2	164460967	164490760	+	-0.4943333	0.26926652	2.1798587	2.0682964
Trp53tg5	2	164470301	164473724	-	-5.2239914	-4.79054	-4.990372	-4.67163
Dbndd2	2	164486106	164493319	+	-4.719424	-3.2859724	-0.94148403	-0.13731489
Pigt	2	164497520	164508301	+	1.8710858	2.0840366	3.0244129	2.898287
Gm14317	2	164550530	164559730	+	-5.872412	-5.4389615	-5.6387935	-5.320051
Wfdc2	2	164562413	164568510	+	0.28432852	0.7743632	2.0540006	2.352705
Spint3	2	164569695	164573459	-	-4.478246	-4.044795	-4.244627	-3.9258847
Wfdc6a	2	164579519	164585447	-	-5.116601	-4.6831493	-4.882982	-4.5642395
Spinlw1	2	164588343	164593594	-	-4.960339	-4.526888	-4.72672	-4.4079776
Wfdc8	2	164596458	164613626	-	-7.162457	-6.7290053	-6.928837	-6.6100955
Wfdc6b	2	164613522	164618212	+	-5.299227	-4.865776	-5.0656085	-4.7468657
Wfdc16	2	164634707	164638796	-	-5.480834	-5.047383	-5.2472153	-4.928473
Wfdc9	2	164649631	164656583	-	-4.45211	-4.018658	-4.2184906	-3.8997483
Wfdc10	2	164656046	164657368	+	-4.199063	-3.7656116	-3.9654438	-3.6467016
Wfdc11	2	164662894	164674087	-	-4.625839	-4.192388	-4.39222	-4.0734777
Wfdc13	2	164685107	164687706	+	-5.425491	-4.99204	-5.191872	-4.8731294
Spint4	2	164698501	164702453	+	-4.909382	-4.4759307	-4.6757627	-4.3570204
Gm14316	2	164715305	164718068	+	-4.18008	-3.5946255	-3.9464607	-3.6277184
Wfdc3	2	164731180	164745931	-	-5.509631	-6.2281833	-5.2760124	-6.109273
Dnttip1	2	164745983	164768607	+	1.9584005	2.4767406	3.6659508	3.6251178
Gm11457	2	164754242	164769666	-	1.0550497	-0.044931393	-0.32276598	-0.58898616
Ube2c	2	164769898	164778822	+	5.1331115	5.162895	5.5441484	4.8314924
Tnnc2	2	164777161	164779967	-	-0.52663773	-0.50822407	-4.7669497	-2.7112417
Snx21	2	164785823	164793816	+	-2.7210157	-2.6660762	-0.38048142	-0.3772409
Acot8	2	164792768	164804882	-	0.50626606	0.1980292	0.38938794	-0.1543662
Zswim3	2	164805098	164822130	+	0.96970725	0.72054726	1.2479492	1.0841912
Zswim1	2	164822686	164826871	+	1.9123232	2.0016725	1.4517076	1.825127
Spata25	2	164826389	164828537	-	-2.1870694	-4.9235435	-3.1233757	-3.2196703
Neurl2	2	164830732	164833456	-	-3.1905515	-2.172138	-2.9569325	-3.63819
Ctsa	2	164832873	164841032	+	1.2752428	1.4933048	1.9806855	-0.39595866
Pltp	2	164839518	164857711	-	0.74836	0.66057426	0.7611372	2.4716804
Pcif1	2	164879304	164894454	+	0.061847772	0.44760227	0.9454094	0.5234439
Zfp335	2	164891882	164911757	-	1.5752281	1.2266108	1.3091786	1.0308855
Gm11458	2	164911354	164919953	+	-1.2707987	-1.2779202	-0.2851072	-3.9663646
Mmp9	2	164940780	164955850	+	-2.7459083	-1.653494	5.9653625	4.67487
Gm11459	2	164960802	164962752	+	-4.0778117	-3.6443608	-2.107227	-3.5254502
Slc12a5	2	164960816	164999727	+	-4.106984	-4.2584953	-1.8260593	-3.1395853
Ncoa5	2	165000357	165034867	-	2.823001	3.039431	3.181505	2.5942447
Cd40	2	165055627	165072948	+	-4.616644	-3.6977663	2.9334826	1.674485
1700025C18Rik	2	165078693	165090750	-	-4.81204	-4.3785887	-4.578421	-4.2596784
Cdh22	2	165111507	165234853	-	-7.210802	-6.7773504	-2.0702922	-4.921475
Gm14397	2	165159412	165163969	+	-4.5266376	-4.0931864	-4.2930183	-3.9742763
Slc35c2	2	165276554	165287869	-	-0.49528137	-0.13583086	1.3424089	0.9050769
Elmo2	2	165288031	165326479	-	0.19900578	0.23652825	2.5005138	1.8028976
Zfp663	2	165351297	165368729	-	-6.086206	-4.3308268	-7.00459	-6.6858478
Zfp334	2	165374264	165388259	-	-0.31825393	0.58400595	1.7798387	1.3952127
Ocstamp	2	165393760	165400405	-	-7.041155	-5.607703	-0.78516763	-3.4887934
Slc13a3	2	165405028	165473230	-	-7.7051644	-7.2717133	-7.4715457	-7.1528025
Gm14437	2	165442264	165450485	+	-3.8485658	-3.4151149	-3.6149466	-3.2962043
2810408M09Rik	2	165490110	165493324	-	0.7009998	1.0257447	1.4882174	1.181808
Slc2a10	2	165503787	165519917	+	-7.1584215	-6.7249703	-6.7727985	-4.869094
Eya2	2	165595032	165771727	+	-6.7375526	-6.304101	-2.1116161	-0.6616291
Zmynd8	2	165784152	165899016	-	2.8258276	2.9642417	2.830124	3.2019122
BC046401	2	165857684	165859034	+	-5.0829306	-2.9125142	-4.8493114	-4.530569
Gm11465	2	165880025	165882056	+	-3.9695811	-3.6881332	-3.8879654	-3.5692227
Gm11463	2	165976757	165985924	-	-2.0943222	-1.8832633	-4.820061	-4.3493156
Gm11464	2	165980726	165992517	-	-4.425491	-3.99204	-4.191872	-3.8731294
Ncoa3	2	165992636	166073242	+	4.589191	4.177972	4.046527	4.2135067
Sulf2	2	166073089	166155663	-	2.843572	3.079986	3.0539832	3.0916426
Gm11466	2	166189793	166190862	-	-3.541588	-3.108137	-3.307969	-2.9892266
Gm11467	2	166207230	166208627	-	-4.7533174	-4.319866	-4.5196986	-4.2009563
Gm11468	2	166273908	166294831	+	-3.9379132	-3.5044622	-3.704294	-3.3855517
Gm14268	2	166380828	166398187	-	-5.275576	-4.842125	-5.041957	-4.7232146
5031425F14Rik	2	166447451	166459232	+	-6.3915114	-5.9580603	-6.157892	-5.83915
Gm14267	2	166502101	166505584	-	-2.858152	-3.009663	-4.3614984	-4.042756
Prex1	2	166566342	166713832	-	-2.5530162	-2.573283	-0.28544977	-0.012150344
Trp53rk	2	166792531	166799505	+	-0.75279534	-1.03304	-0.6162007	-1.0985543
Arfgef2	2	166805588	166898052	+	2.1837642	2.2724874	2.4822567	2.3153799
Cse1l	2	166906040	166946389	+	5.1696076	5.2504654	5.3422213	5.20815
Gm17096	2	166943539	166944308	+	-2.1374164	-3.2889278	-0.9037974	-1.0000924
Stau1	2	166947549	166996299	-	2.3634248	2.736591	3.2374048	3.1939297
Ddx27	2	167015193	167034947	+	4.575392	4.426842	4.562761	4.1865354
Znfx1	2	167035793	167063015	-	1.386406	0.93662906	0.27261186	0.5527514
1500012F01Rik	2	167062934	167065862	+	2.9416666	2.2610111	3.5875776	2.5688512
Gm14290	2	167098794	167101826	-	-3.2845752	-4.658479	-1.858311	-2.9546063
Kcnb1	2	167103378	167190155	-	-2.1045108	-1.9511676	-3.1509998	-3.639612
1110018N20Rik	2	167188702	167192808	+	-4.2445426	-5.3960543	-4.0109234	-5.429147
Ptgis	2	167191805	167240604	-	-0.007015088	0.2779135	1.2954991	-1.0240194
Gm14291	2	167201576	167202799	+	-5.007765	-4.574313	-4.7741456	-4.4554033
B4galt5	2	167298444	167349183	-	0.9123123	0.8283643	4.065938	3.9051166
Slc9a8	2	167421712	167477000	+	-0.52267766	-0.4626848	0.34565714	0.13343184
Spata2	2	167481133	167492887	-	0.1401943	0.31864846	1.0549047	0.9022271
Rnf114	2	167492645	167516173	+	2.5665793	2.587677	2.9107072	2.7039032
Snai1	2	167538195	167542814	+	-1.9604875	-2.4339268	1.3886088	0.077300794
Gm11476	2	167553314	167607845	+	-6.3361382	-5.9026866	-5.9505157	-5.7837768
Ube2v1	2	167607638	167632095	-	4.693139	5.0773864	5.471518	4.79182
Gm20431	2	167607850	167661496	-	4.912314	5.320822	5.697733	5.1002574
Tmem189	2	167642608	167689822	-	1.4887453	1.909021	2.6483638	2.5846775
Gm14320	2	167662109	167667697	+	-5.3553033	-4.921852	-5.121684	-4.802942
Cebpb	2	167688915	167690418	+	-3.7592986	-2.1559222	1.393184	-0.07765397
A530013C23Rik	2	167691177	167729172	+	-7.898777	-7.465326	-7.6651583	-7.3464155
Gm14321	2	167777467	167782569	+	-5.0914226	-4.505968	-1.7058	-1.8020953
9230111E07Rik	2	167782053	167783486	+	-2.2833052	-2.849854	-1.3127204	-0.993978
1200007C13Rik	2	167827693	167833646	-	-6.61822	-6.1847687	-6.3846006	-6.0658584
Gm14319	2	167858585	167862542	+	-4.8140936	-4.380643	-4.5804744	-4.261732
Ptpn1	2	167932057	167979385	+	1.9331968	2.0826077	2.6651843	2.4968884
Fam65c	2	167980164	168010618	-	-7.4079213	-6.974471	-7.0222993	-6.85556
Gm14236	2	168010529	168011506	+	-5.124897	-4.691446	-3.1543124	-4.5725355
Pard6b	2	168081004	168101203	+	2.064396	2.2693365	3.7492259	4.081303
Gm14235	2	168148017	168153533	-	-3.8724127	-3.4389613	-3.6387935	-3.3200512
E130018N17Rik	2	168152603	168154513	-	-4.5589585	-5.2775106	-5.477343	-5.158601
Adnp	2	168180986	168207112	-	4.607184	4.34426	4.570994	4.2706676
Gm20716	2	168180986	168230364	-	4.6868215	4.4680276	4.766311	4.5046663
Dpm1	2	168209048	168230591	-	0.338361	0.68011224	1.4552684	1.4939029
Mocs3	2	168230622	168232302	+	0.14627562	-0.23843488	0.12116038	0.18713668
Kcng1	2	168260117	168281736	-	-2.950664	-1.7000768	-0.01133022	-0.983265
Gm14262	2	168289019	168295121	-	-3.7054408	-3.2719898	-3.4718218	-3.1530793
Nfatc2	2	168476410	168601657	-	-2.2697082	-2.2331471	-1.3175019	-1.2932069
Atp9a	2	168634438	168742409	-	-0.20397833	0.055643383	-1.3724576	-0.55364156
Sall4	2	168748332	168767943	-	4.0615354	3.7226315	1.4646461	2.2550983
Gm14261	2	168766143	168768108	+	-4.1005373	-4.252049	-4.4518805	-5.2851415
Zfp64	2	168893331	168955587	-	2.0142658	2.0531988	2.5176063	1.5171976
1700017J07Rik	2	168978268	168978906	+	-1.768478	-2.6569548	-4.00879	-3.6900477
Gm14260	2	168986566	168987373	-	-3.3790803	-2.9456294	-3.1454613	-2.826719
Gm9873	2	169020270	169021366	+	-0.4460764	-0.78314346	-5.222441	-4.903699
Gm14258	2	169106453	169110415	+	-6.344687	-5.759233	-6.111068	-5.7923255
9430093N23Rik	2	169234991	169237770	+	-4.3651414	-3.9316902	-4.131522	-3.8127801
Gm14250	2	169389081	169395524	+	-4.501371	-4.0679197	-4.2677517	-3.9490097
4930529I22Rik	2	169399145	169405450	-	-4.5588365	-4.1253853	-4.3252172	-4.006475
Gm14249	2	169480617	169504843	+	-5.3468165	-4.9133654	-5.113198	-4.794455
1700101G07Rik	2	169582081	169583233	+	-5.5278893	-5.0944386	-5.29427	-4.975528
Gm11011	2	169582845	169587745	-	-3.36794	-2.9344888	-3.134321	-2.8155785
Tshz2	2	169633013	170071816	+	-7.1304493	-6.696998	-8.048834	-7.730091
AY702102	2	169962128	169962987	-	-5.1049056	-4.6714544	-4.8712864	-4.552544
Zfp217	2	170108643	170148103	-	2.4379148	2.5653064	2.224841	2.4149158
Bcas1	2	170346991	170427845	-	-0.08697055	0.17937064	-3.3939197	-3.7272542
1700040N02Rik	2	170356361	170380435	+	-5.55393	-5.120478	-5.32031	-5.001568
Gm14259	2	170405181	170407175	+	-5.631673	-5.198222	-5.3980536	-5.0793114
Cyp24a1	2	170482708	170497145	-	-7.0023713	-6.56892	-6.9207554	-6.602013
Pfdn4	2	170496428	170519123	+	3.772207	3.7952666	4.161199	3.823231
Gm16796	2	170499357	170511927	-	-6.8358865	-6.5544386	-6.7542706	-6.4355283
Gm14637	2	170576054	170578424	+	-4.151129	-3.7176774	-3.9175096	-3.5987673
4930470P17Rik	2	170579418	170602017	-	-5.802762	-5.369311	-5.5691433	-5.2504005
Gm14264	2	170652434	170662465	-	-3.261541	-5.6354446	-5.9872794	-2.9315715
Dok5	2	170731807	170879769	+	-3.670684	-2.7518063	-3.1740305	-0.63289577
Gm14266	2	171193269	171271350	+	-5.680893	-5.2474422	-5.4472737	-5.1285315
Gm14640	2	171215499	171217947	+	-4.1282024	-3.694751	-3.8945832	-3.575841
