gene	chr	strand	start	end	ESC_WT-1	ESC_WT-2	ESC_TET1KO-1	ESC_TET1KO-2	ESC_TET2KO-1	ESC_TET2KO-2	day3_WT-1	day3_WT-2	day3_TET1KO-1	day3_TET1KO-2	day3_TET2KO-1	day3_TET2KO-2	day6_WT-1	day6_WT-2	day6_TET1KO-1	day6_TET1KO-2	day6_TET2KO-1	day6_TET2KO-2
Med26	chr8	-	75018457	75072209	5.7467	5.5163	6.6585	6.1408	5.1898	5.3193	6.2828	6.1626	7.4818	7.1188	6.3475	6.4199	5.633	6.1503	4.1072	4.9131	4.4229	4.5367
Il34	chr8	-	113265728	113329803	0.8884	0.7224	1.3549	1.3767	1.3439	2.2172	0.1009	0.0958	0.1196	0.1325	0.0776	0.1334	0.0748	0.1063	0.0733	0.05	0.0918	0.0736
Tlr3	chr8	-	46481018	46495893	0.1334	0.1172	0.0722	0.0538	0.0686	0.0723	0.5902	0.4487	0.7591	0.8424	0.3394	0.4144	0.1868	0.2113	0.2281	0.2597	0.121	0.12
Pik3r2	chr8	-	73292079	73300611	5.8625	7.5698	7.6627	8.3133	8.7396	9.9951	10.3197	11.944	12.3256	13.027	13.211	13.318	12.0463	10.1419	11.0546	11.9087	10.8101	9.0456
Irf2bp2	chr8	-	129112195	129117336	7.8164	8.0142	11.8747	11.8674	10.4209	9.2721	11.3475	10.1601	12.345	11.525	10.2626	11.4826	17.46	18.9369	9.5339	10.7454	13.1367	14.8847
Adam5	chr8	-	25843456	25934841	0.05	0.0565	0.05	0.0559	0.05	0.05	0.0701	0.05	0.0653	0.0636	0.0621	0.0578	0.099	0.1241	0.0653	0.0861	0.0913	0.0655
Dlc1	chr8	-	37630792	38015496	16.0399	14.9183	11.9551	12.4997	17.6362	17.4628	4.3479	2.6614	4.5779	4.0265	5.8961	7.5355	4.4329	4.8856	4.9728	4.3394	5.1326	5.2979
BC030870	chr8	-	67609512	67653436	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0628	0.0614	0.0648	0.0654	0.05	0.0645	0.0636	0.063	0.0939
Defb40	chr8	-	18974939	18978116	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Defb11	chr8	-	23015845	23016904	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Il15	chr8	-	84855522	84926485	0.1521	0.1207	0.1495	0.0882	0.1441	0.0875	0.3847	0.2465	0.2158	0.1385	0.4451	0.476	0.3513	0.211	0.0667	0.1128	0.1845	0.4374
Gm10033	chr8	-	71894923	71919443	2.3434	2.5367	2.9137	2.9873	3.1561	2.7907	3.4131	3.4862	3.6121	3.3917	2.6253	2.6926	3.6123	2.733	3.0528	3.2502	3.3343	3.1276
Ednra	chr8	-	80186927	80248351	0.086	0.0799	0.0851	0.0859	0.0611	0.0632	0.1886	0.2406	0.5471	0.4296	0.2312	0.1762	2.3005	2.2502	3.8106	2.8339	2.2429	2.468
Agpat6	chr8	-	24283417	24318925	6.1604	6.9487	9.0017	9.7641	9.6827	10.341	10.2574	11.9983	13.2696	12.5863	11.8314	10.6827	13.2907	12.9583	13.7707	14.4049	13.4792	13.275
Tppp3	chr8	-	107991391	107995322	0.4022	0.7777	1.2367	2.0478	1.1522	2.9988	1.456	1.7346	1.2568	1.2155	1.2728	1.4828	7.1225	5.908	2.015	3.161	4.3259	2.1213
Rpl18a	chr8	-	73418620	73421342	538.9896	457.4855	564.584	451.8428	324.3492	391.8856	570.39	538.3239	528.0853	515.7866	583.3572	602.5691	712.0862	654.3605	505.8693	695.94	819.3825	708.9196
Nup133	chr8	-	126421022	126473165	8.7608	10.4144	11.2605	12.0821	10.8456	12.0713	13.1338	12.3617	14.981	14.6688	14.154	14.434	9.9902	9.2073	7.248	9.1835	9.738	9.9958
Wdr59	chr8	-	113972683	114046007	4.2506	4.2231	4.1776	4.2214	4.4576	3.5902	3.7739	3.7241	3.4325	3.4056	3.8801	4.1554	2.9851	3.3228	2.817	2.8956	2.7971	3.6682
5430403N17	chr8	-	36927138	36946011	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0667	0.0574	0.0633	0.0586	0.05	0.05	0.0584	0.05	0.05	0.05
Nae1	chr8	-	107034927	107058537	15.6281	15.1893	14.6778	15.8004	14.7869	11.9363	21.5305	19.1676	20.0959	19.9158	22.54	23.0384	28.4927	24.4616	22.2493	26.3347	29.5889	26.565
Pkn1	chr8	-	86193660	86223078	5.592	5.8396	4.5333	5.365	5.513	5.3978	4.796	5.128	5.7049	4.7993	5.1532	5.67	5.779	6.598	4.5393	4.7515	6.151	6.0144
Zcchc14	chr8	-	124122602	124175833	4.9308	4.156	4.1536	4.0404	3.8126	3.3114	8.7958	8.6424	7.9003	7.4333	8.9862	8.507	10.1641	10.0235	9.1763	8.9605	9.1153	9.0467
Bbs2	chr8	-	96591853	96622711	1.4964	1.709	1.6669	1.7049	1.9239	2.3064	1.9281	1.5491	1.7707	1.7213	1.8644	2.3833	2.3375	2.1294	1.7497	2.0067	2.4024	2.4515
4933430N04Rik	chr8	-	9125411	9132288	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0686	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Gm15056	chr8	-	22040296	22041664	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
N4bp1	chr8	-	89365037	89409157	18.6313	17.1239	21.9992	21.4049	19.8431	17.9141	12.3663	13.4582	16.2286	14.0565	13.7304	14.1829	12.6781	13.6315	9.3351	11.0646	11.4169	13.4761
Trim61	chr8	-	67536874	67542587	0.2854	0.156	0.1648	0.1748	0.3213	0.1869	0.1003	0.1255	0.0691	0.0925	0.2018	0.1286	0.0909	0.0964	0.2037	0.1857	0.1534	0.2636
Golga7	chr8	-	24351797	24367552	24.718	22.2522	28.9434	26.5126	23.5686	25.3009	24.9905	23.7807	28.4697	25.5788	25.7278	26.4661	30.4718	30.1962	25.7773	29.266	34.9312	34.1289
Chtf8	chr8	-	109407762	109417493	16.0471	16.3463	18.1292	18.9342	18.9806	17.2679	24.4199	26.0042	29.1426	27.9001	28.0732	27.1858	29.934	28.226	28.5549	31.3632	32.286	28.7522
Adat1	chr8	-	114490807	114516202	4.3055	5.0843	4.5346	4.9458	5.6517	4.4785	6.4663	6.5497	6.4036	6.3706	6.6493	7.0029	3.8133	4.1179	3.7159	4.3965	4.4027	4.38
Fa2h	chr8	-	113869037	113917721	0.05	0.05	0.0628	0.0631	0.05	0.05	0.1776	0.1344	0.1441	0.1488	0.1451	0.1906	0.1505	0.0915	0.0758	0.1066	0.1271	0.1021
Brf2	chr8	-	28234303	28239104	5.0524	6.0296	6.3627	6.7123	5.9229	6.2981	7.4861	7.7318	8.3848	8.1864	7.7949	7.4445	6.7193	6.4813	5.4054	5.9106	5.5627	6.4036
Cotl1	chr8	-	122333113	122364479	16.8743	14.7654	6.1962	5.9513	9.0636	7.9681	15.1776	10.9089	8.006	9.5161	14.8652	18.5146	60.4248	50.0898	46.3231	46.0826	48.1362	41.0514
Snx25	chr8	-	47118614	47209500	1.7605	1.0159	0.7903	1.2186	1.1277	1.0241	1.3181	1.1406	1.106	0.9456	1.6224	1.4494	2.2554	2.3346	1.5855	1.3977	2.7612	2.9644
Ncan	chr8	-	72616983	72644743	0.4526	0.3645	0.2597	0.2555	0.5084	0.6395	1.5556	1.2625	1.052	0.9567	1.0181	1.0645	0.4314	0.3747	0.1904	0.2441	0.326	0.2735
Psmd7	chr8	-	110104279	110112382	54.6223	59.926	69.4855	62.8439	68.1346	74.7163	73.4532	67.5936	81.4158	81.4844	81.156	80.376	57.6832	52.1983	48.0932	55.6855	66.868	62.6658
Sult5a1	chr8	-	125666746	125682180	1.7177	1.2095	1.263	1.1364	1.9786	1.5177	0.9204	0.721	1.2072	1.4545	1.2899	1.0883	0.4623	1.053	0.6405	0.5019	0.5301	0.647
Smarca5	chr8	-	83223842	83263358	37.1085	39.4218	47.1229	47.8068	39.7464	41.2844	47.4493	47.8358	57.0476	57.1549	54.798	54.6401	49.9786	43.9572	39.2113	46.2912	48.2713	43.6906
Marveld3	chr8	-	112471808	112486105	0.7047	0.7248	0.4491	0.3768	0.3518	0.2905	2.8971	2.3605	3.2344	3.7442	2.4311	2.7215	0.853	0.7761	1.0786	0.6162	0.2717	0.2391
Mir3107	chr8	-	24253044	24253134	0.05	0.05	0.4053	0.2318	0.4979	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Ddhd2	chr8	-	26835795	26864752	6.1897	5.0549	6.0682	5.9374	5.6991	4.981	4.7783	3.9992	5.1333	4.8847	4.4122	5.3565	4.1811	4.8491	4.0182	3.9577	4.024	4.899
Tmem59l	chr8	-	73007769	73011257	0.3587	0.2822	0.3511	0.3141	0.3482	0.5901	5.6709	4.0679	5.366	5.8592	4.818	4.6594	1.3212	1.0933	0.8274	1.3652	1.0703	0.6904
Zfp42	chr8	-	44380420	44392363	106.8628	115.5903	264.9598	246.3746	36.4199	33.8676	6.4143	4.8509	15.0157	11.6939	5.3773	6.7739	3.0722	2.4188	0.4303	0.6433	1.2656	0.9152
4930488L21Rik	chr8	-	96335593	96337455	0.0676	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0614	0.05	0.0591	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Mlkl	chr8	-	113835699	113861803	0.05	0.0714	0.0876	0.0788	0.0618	0.0689	0.83	0.7422	0.7761	0.7735	0.6863	0.6804	0.2106	0.2323	0.0626	0.0855	0.1177	0.139
Wdr17	chr8	-	55714968	55809721	0.05	0.0627	0.05	0.05	0.0594	0.08	0.2331	0.2069	0.2089	0.1825	0.2196	0.2287	0.4482	0.4116	0.1498	0.2568	0.4976	0.4031
Slc10a2	chr8	-	5085622	5105232	0.0701	0.0612	0.0696	0.05	0.0747	0.0796	0.0615	0.0629	0.1023	0.0616	0.1019	0.0634	0.064	0.0976	0.0763	0.0748	0.0736	0.0633
Col4a1	chr8	-	11198422	11312826	0.7092	0.6545	1.2973	2.3954	1.6435	1.4826	2.7806	3.5292	9.2717	8.8331	3.0275	2.8142	17.6291	27.3756	47.1174	31.56	16.2609	27.5953
Gm5347	chr8	-	44759011	44784845	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0583	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Tox3	chr8	-	92771010	92872151	0.471	0.4655	0.8012	0.4498	0.3404	0.3166	3.7276	4.0295	3.7735	4.2208	4.1783	4.0621	9.9571	7.7914	5.3596	8.0632	9.3002	7.4925
Mylk3	chr8	-	87848827	87889223	0.05	0.0618	0.0604	0.0607	0.0828	0.0605	0.05	0.05	0.0708	0.0623	0.0555	0.0785	0.0723	0.1595	1.0541	0.1814	0.1	0.2121
Ssbp4	chr8	-	73121388	73132213	20.0121	18.8413	20.6687	19.6447	23.0603	26.7612	7.7195	7.1101	10.0462	9.6054	12.2792	12.5506	6.4268	6.869	8.9027	8.7301	5.6224	7.46
Pcnxl2	chr8	-	128275407	128422193	0.0773	0.0576	0.0766	0.0704	0.0584	0.0589	0.61	0.5371	0.4016	0.4624	0.4184	0.3627	0.0689	0.0715	0.1776	0.0724	0.05	0.062
Kcnn1	chr8	-	73365947	73380907	0.991	1.1247	0.5722	0.6452	1.0423	1.111	0.6976	0.6433	0.2714	0.2375	0.6905	0.8301	0.6303	0.7537	2.4702	1.4716	0.5204	0.7033
Acta1	chr8	-	126415666	126418636	0.0729	0.1261	0.1393	0.0843	0.261	0.1397	2.0595	1.0777	0.9124	0.6449	1.3253	1.4559	9.4903	8.1875	2.3355	2.8359	7.997	8.2662
Ddx19a	chr8	-	113498890	113521723	10.7078	12.0915	13.4007	15.0685	14.0603	15.2259	11.1166	11.7575	15.6723	12.7037	12.3516	12.092	18.6763	17.2103	14.8306	17.8477	17.1285	16.818
Slc7a6os	chr8	-	108724337	108734833	14.8424	16.1038	18.5457	20.891	20.8653	22.9259	14.5429	13.4312	15.0976	15.0684	14.042	14.0506	15.0586	14.8006	12.669	14.9767	14.431	15.1362
Slc38a8	chr8	-	122003502	122025598	0.3376	0.3065	0.2086	0.206	0.1499	0.1235	0.0785	0.058	0.0663	0.0572	0.0629	0.0584	0.0587	0.0894	0.0745	0.1961	0.0646	0.0583
Leprotl1	chr8	-	35198625	35209793	5.6056	4.7327	4.8871	4.6211	5.4453	5.0145	5.6198	5.3887	5.2098	5.1285	5.4177	5.2683	7.4417	6.9816	6.2192	6.2976	7.7019	7.5601
Ankrd10	chr8	-	11611582	11635754	15.3837	16.5065	17.9074	18.4083	22.2417	23.9981	14.9391	14.661	16.5806	15.7982	16.6521	17.3149	10.8028	10.0102	8.8874	9.8096	9.3112	9.9867
Pkd1l2	chr8	-	119519578	119606349	0.2764	0.3551	0.3488	0.3669	0.885	0.6959	0.0728	0.0642	0.0731	0.0756	0.066	0.0826	0.0716	0.0675	0.0674	0.0555	0.0604	0.0647
Plvap	chr8	-	74021651	74035668	0.1151	0.2934	0.05	0.0906	0.4899	0.8387	3.1386	2.8049	1.35	1.5253	3.8942	4.0582	2.6709	3.5385	5.8581	2.3703	1.155	1.9824
Rrad	chr8	-	107151965	107155221	0.0916	0.0846	0.0906	0.1123	0.114	0.0908	1.1304	1.2388	1.3893	1.1325	0.888	0.5783	1.4671	1.8722	5.1739	3.7496	2.0862	2.015
Zfp791	chr8	-	87633065	87646994	0.7108	0.8294	1.0648	1.0115	0.7155	0.6423	0.5632	0.7988	0.6439	0.7974	0.7538	0.6698	0.6555	0.6265	0.6191	0.5428	0.5029	0.4676
Ces1d	chr8	-	95689970	95721703	0.05	0.05	0.05	0.0583	0.05	0.05	0.05	0.0607	0.0608	0.0596	0.0586	0.05	0.1195	0.1684	0.0936	0.1833	0.0793	0.1381
Bcar1	chr8	-	114234374	114267749	5.9997	5.0497	5.97	5.5802	5.7417	6.5697	20.6759	18.996	24.4305	23.2863	24.1857	24.6932	18.0944	18.344	16.9646	18.7858	20.7826	23.6533
Agt	chr8	-	127080486	127093607	0.05	0.0599	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0592	0.0619	0.0995	0.05	0.1082	0.0829	0.0604	0.0618
Fbxo31	chr8	-	124073342	124102706	3.4305	3.8102	4.4706	4.1424	3.5533	3.4135	3.2745	3.4749	3.5922	3.4647	3.3799	3.6251	2.5601	2.4664	2.1734	2.5315	2.1622	2.4205
Zfp866	chr8	-	72285222	72298810	3.9068	4.7231	4.2666	5.0188	5.6936	5.5506	5.4902	5.4627	4.7114	4.5789	5.7276	5.9273	4.8941	4.9305	5.0079	5.2025	5.8039	5.4495
Rfxank	chr8	-	72654704	72663096	2.0804	2.3799	2.5601	1.9035	2.7595	2.6586	2.4317	2.4783	1.9712	1.9742	2.5455	2.3516	2.9262	2.5921	2.6836	2.7989	2.5014	2.3542
Adam26b	chr8	-	44605217	44613491	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
F11	chr8	-	46326523	46347385	0.05	0.05	0.05	0.05	0.059	0.0572	0.05	0.05	0.0595	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0586	0.05
Nanos3	chr8	-	86697631	86700451	2.6551	2.1414	1.9775	1.2158	1.32	1.5021	0.1268	0.3958	0.4003	0.2317	0.2818	0.26	0.7363	0.6875	0.3726	0.4367	0.6288	0.2872
Best2	chr8	-	87531101	87538307	0.1442	0.1196	0.1266	0.1676	0.2044	0.2038	0.059	0.0702	0.152	0.0772	0.1554	0.1444	0.2245	0.1986	0.1525	0.1176	0.0776	0.1433
Gcsh	chr8	-	119505727	119517349	29.9446	35.2585	47.5768	42.9661	56.534	56.62	25.6992	27.4287	33.8829	32.0008	34.614	32.8566	24.5617	27.5498	33.1437	32.8798	31.5636	31.8265
Esrp2	chr8	-	108655082	108660874	1.9398	1.6961	2.5394	2.1692	1.6038	2.3763	2.9401	2.9316	4.5474	3.8076	1.3736	1.4023	1.4819	1.5305	2.0368	1.4384	0.6609	0.941
Ash2l	chr8	-	26927341	26958142	74.6415	69.0176	73.0807	71.138	64.3251	61.7885	32.9971	29.6881	39.5994	36.7784	39.3448	44.5776	27.2489	25.1972	23.225	27.3096	26.5175	27.5659
Bst2	chr8	-	74058160	74061336	16.9579	16.6829	4.2666	4.7504	25.1774	22.0456	49.2129	34.545	36.3218	42.3643	41.5801	51.2796	13.3102	16.691	3.2637	4.3141	12.4098	14.9966
Rab4a	chr8	+	126329895	126359191	10.8711	10.5793	16.8325	15.9871	12.1827	13.6432	7.2937	6.695	7.0517	6.2751	7.2883	6.7808	8.3242	10.3228	7.7362	8.2463	6.8095	9.2927
Palm3	chr8	+	86545372	86554194	8.6722	8.5179	6.0307	6.6792	14.2874	14.2162	4.5318	3.9757	4.635	4.1729	6.6762	7.8919	2.7933	4.7693	2.5149	1.1367	4.2923	4.6632
Cdh5	chr8	+	106625524	106668402	0.05	0.05	0.05	0.05	0.0652	0.05	0.0594	0.0658	0.0607	0.0548	0.0797	0.0555	1.0213	1.6392	5.0068	1.7091	0.3583	1.364
Dnajb1	chr8	+	86132073	86135802	11.3174	10.8476	14.3589	13.3148	10.9552	11.0604	12.9341	13.2077	14.9479	12.8939	14.2283	13.9009	16.4869	16.644	15.3387	16.3473	16.7433	16.9896
D230025D16Rik	chr8	+	107749087	107776951	25.9747	24.5495	32.0295	26.7622	29.9694	28.7606	6.9146	6.5862	7.9316	7.2158	7.0107	7.4791	5.6662	4.8772	4.7994	5.4856	5.2875	4.6711
Lrp2bp	chr8	+	47095955	47114830	0.0883	0.05	0.0594	0.0596	0.0618	0.0547	0.2359	0.1115	0.0998	0.0999	0.1391	0.1268	0.1432	0.0954	0.0938	0.0736	0.0725	0.088
Grk1	chr8	+	13405080	13421949	0.6414	0.4953	0.558	0.5104	0.7282	0.5083	0.5534	0.5739	0.615	0.588	0.5511	0.7162	0.5129	0.5651	0.6897	0.5955	0.567	0.6268
Ces2b	chr8	+	107355543	107362552	0.05	0.05	0.1006	0.05	0.0606	0.0585	0.05	0.05	0.05	0.05	0.05	0.0616	0.05	0.05	0.05	0.05	0.05	0.05
Bcmo1	chr8	+	119619764	119657620	0.4644	0.6817	0.3784	0.5477	0.2172	0.3164	0.2272	0.2411	0.3866	0.2445	0.2705	0.2489	0.3558	0.2644	0.422	0.2172	0.2396	0.315
Adam39	chr8	+	41908362	41912215	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Dlgap2	chr8	+	14095874	14847686	0.1154	0.0943	0.0996	0.119	0.117	0.1141	0.1205	0.0827	0.1209	0.1088	0.11	0.118	0.0551	0.05	0.0547	0.0902	0.0883	0.098
Lphn1	chr8	+	86423996	86465853	14.9706	17.2152	16.653	14.7909	16.9899	19.0265	19.2714	19.5536	28.3204	29.0996	20.8317	21.0203	9.7182	10.4833	12.9281	14.5882	10.9819	14.3553
Ccl25	chr8	+	4325209	4360020	3.1384	2.4325	2.51	2.1439	5.1598	5.925	1.415	1.3215	1.3378	1.0611	1.2454	1.4938	3.4107	3.074	2.2007	2.4556	2.7181	2.7341
1810019D21Rik	chr8	+	108659299	108662622	0.3687	0.4806	0.5551	0.7858	0.5643	0.694	1.1065	0.7146	0.8655	1.1203	0.5332	0.8083	0.5619	0.3956	0.8043	0.3807	0.1783	0.2735
Tnpo2	chr8	+	87560813	87581481	19.6482	21.5331	26.8182	30.7119	28.1387	26.169	23.3472	21.1592	29.9796	27.9625	24.2398	26.4606	14.6257	17.2407	14.8914	13.6168	13.3262	16.9861
Prosc	chr8	+	28153026	28166604	5.6087	5.9	6.233	6.898	6.5505	5.7898	8.2986	8.6997	9.562	8.3692	7.6415	7.2915	6.6323	7.2436	5.0004	4.6817	5.3633	5.5132
Ccdc70	chr8	+	23081067	23084513	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0703	0.05	0.05	0.05
Setd6	chr8	+	98239812	98242904	17.9471	15.6116	18.387	18.1123	18.7071	18.1614	13.4269	10.5625	10.3396	11.4344	12.8145	13.7217	7.0092	7.2847	4.1414	5.3413	6.6891	7.3897
4933402J07Rik	chr8	+	90087805	90113096	0.05	0.05	0.05	0.05	0.0894	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.0723	0.0753	0.0709	0.0697	0.05	0.0712
Defb13	chr8	+	23057233	23059094	0.1964	0.05	0.05	0.1961	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Rpl13	chr8	+	125626249	125629142	1227.2992	1109.9299	1307.2645	1138.8478	990.9903	1037.922	1267.4852	1222.2545	1370.4573	1329.9353	1400.5831	1465.8338	1384.1004	1310.5294	1146.8417	1496.4954	1684.3278	1538.2854
Mmp2	chr8	+	95351226	95377319	2.8857	1.7115	2.963	2.5256	2.6812	1.587	7.4777	8.2962	9.2986	9.4689	8.5802	8.4104	10.31	14.6232	15.7966	16.3934	13.299	19.7429
Defb5	chr8	+	19247591	19250828	0.05	0.05	0.05	0.1339	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Pdp2	chr8	+	107115367	107120749	6.0115	7.5944	8.1957	9.5804	7.9032	6.2671	4.4333	4.5245	4.4722	4.4745	5.6517	5.5528	3.0449	3.0214	2.9323	2.7936	2.6797	3.3664
Tsnaxip1	chr8	+	108351643	108368576	0.1242	0.1487	0.0934	0.1315	0.1503	0.1808	0.1008	0.1166	0.0789	0.1014	0.1342	0.0896	0.0809	0.0734	0.0694	0.1047	0.0674	0.0696
Spire2	chr8	+	125856612	125893418	3.0717	3.6025	5.2863	4.8202	5.337	4.5387	3.2319	3.9185	3.1643	3.3467	4.0464	3.767	2.3245	1.7789	1.4079	1.6142	2.2313	1.1632
Plat	chr8	+	23868215	23893320	0.1924	0.2295	0.2395	0.1987	0.1933	0.2466	0.3897	0.3657	0.4118	0.2819	0.2505	0.223	7.6055	5.7481	14.3883	15.1399	8.6129	7.1019
Zfp90	chr8	+	108939238	108949789	1.8564	1.7418	2.2614	2.1828	1.5049	1.7709	4.0213	4.0625	2.9077	2.7634	3.3867	3.7191	4.861	4.8931	5.5072	5.6728	4.6686	5.6745
Mon1b	chr8	+	116159485	116169079	1.8493	1.7699	1.222	1.0021	1.7735	1.4733	2.0225	2.5833	2.0952	1.8426	2.4453	2.4025	2.4303	2.4466	1.536	1.8446	2.0348	1.9637
Tmco3	chr8	+	13288012	13322924	1.5256	1.8984	1.5527	1.8335	1.993	1.9102	1.7082	1.9853	1.9396	1.5586	1.7223	1.6732	2.8334	2.8677	4.1348	3.595	2.6724	3.0007
Atp13a1	chr8	+	72315061	72331647	14.5175	17.4637	20.0924	21.7012	27.6505	29.8998	17.3201	19.9158	23.5943	22.7593	19.3318	17.741	12.1121	11.6238	11.8523	12.4699	10.2457	11.0595
Alg11	chr8	+	23171192	23182099	7.0317	6.571	6.7242	6.0207	7.1877	6.9483	4.8414	5.7374	5.6429	5.4805	5.6916	5.454	6.7024	6.6234	6.6176	6.6503	6.2592	5.8706
Slc9a5	chr8	+	107872157	107893781	1.5193	1.4631	1.036	0.8805	1.6093	1.8186	3.423	2.6726	1.9595	1.9908	4.3694	4.5748	3.02	2.7584	1.7184	2.1813	3.5915	4.0619
Gmip	chr8	+	72332585	72345769	0.8603	0.7539	0.6692	0.6963	1.5648	1.118	1.341	1.7223	1.4288	1.2807	1.2356	1.0877	1.6631	1.6639	1.6752	1.3445	1.2487	1.1859
Cenpn	chr8	+	119445639	119465403	14.4228	14.6375	15.2801	12.9354	12.0196	11.5239	12.5298	12.425	11.0168	11.3005	11.7169	11.668	12.1971	10.799	7.3629	10.1654	13.2256	10.8592
Gm10638	chr8	+	89269597	89270959	0.1222	0.09	0.0735	0.1221	0.0796	0.0972	0.1873	0.1581	0.1595	0.1613	0.1867	0.1625	0.167	0.1829	0.3329	0.2128	0.1628	0.1453
Snord71	chr8	+	112363211	112363275	3.6362	4.0258	6.0462	2.6072	6.9781	5.8221	5.8933	5.3094	4.7109	2.714	3.4871	4.4981	3.2526	3.686	5.4015	5.4056	4.5509	5.4607
4930467E23Rik	chr8	+	19729575	19753602	0.1133	0.0711	0.0871	0.0753	0.0889	0.0562	0.0789	0.0825	0.0665	0.072	0.0892	0.0838	0.0676	0.1199	0.0831	0.0578	0.0574	0.05
Ints10	chr8	+	71317852	71351543	12.6484	12.0562	14.9384	13.1156	12.3518	13.3125	15.1329	14.4096	15.1682	15.205	16.5711	17.814	13.1192	12.0231	13.3644	13.4023	14.1941	12.8562
Gm15292	chr8	+	22389440	22390140	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Aadat	chr8	+	62984920	63024474	0.05	0.0602	0.05	0.0592	0.0613	0.059	0.6908	0.6291	1.247	1.0398	0.5728	0.4191	0.6769	0.5294	0.1342	0.1519	1.7762	2.6763
Ocel1	chr8	+	73895196	73897588	0.8638	1.3262	1.5212	1.962	0.8796	0.7986	0.5593	0.5084	0.927	0.7954	0.2856	0.3946	0.7669	0.4256	0.5683	0.5992	0.2941	0.2596
0610038B21Rik	chr8	+	80040954	80042477	0.0931	0.0619	0.134	0.1252	0.0632	0.0922	0.1973	0.1329	0.12	0.1993	0.1056	0.1075	0.3192	0.2367	0.2046	0.1691	0.2139	0.1637
Ces3b	chr8	+	107607654	107617491	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Hmgb2	chr8	+	59990639	59994796	104.8099	105.7188	120.294	107.2856	96.5328	114.0682	160.9459	156.839	163.6906	154.9567	197.2727	208.9468	183.3441	150.5852	117.664	162.1277	213.3132	192.2237
4933405L10Rik	chr8	+	108232202	108234068	0.1959	0.3087	0.1354	0.181	0.2293	0.2786	0.2164	0.1623	0.1637	0.1343	0.2005	0.1084	0.131	0.073	0.0881	0.0679	0.1013	0.1463
Trappc5	chr8	+	3676476	3680921	4.8538	5.0808	6.7321	8.2812	5.916	7.5754	7.9468	8.345	12.3795	12.4091	11.3226	10.687	8.6715	8.5161	9.8374	11.1621	10.8511	10.4033
Purg	chr8	+	34496796	34527941	1.7684	2.0323	1.8317	2.5767	2.6954	2.4539	2.5573	3.1987	2.7662	2.3487	3.2297	2.976	4.5339	4.9697	4.2039	4.1624	5.4268	6.2322
4930513N10Rik	chr8	+	98330729	98345628	0.5413	0.7697	0.9285	0.7039	0.5893	0.9095	0.5236	0.703	0.5669	0.6109	0.4967	0.7531	0.7975	0.5481	0.8213	0.9635	0.6392	0.6754
Gtf2e2	chr8	+	34842385	34887645	22.2122	18.9716	17.8677	17.206	17.2854	17.0207	21.602	17.7253	21.2387	20.4445	24.6432	26.3232	21.3582	22.4049	22.0262	24.2851	27.8223	30.0403
Mir709	chr8	+	86609997	86610085	0.4226	0.4631	0.05	0.05	0.279	0.7801	0.2625	0.2891	0.05	0.4805	0.4346	1.7919	1.0852	0.6376	0.5365	0.2791	0.2682	0.2959
Nip7	chr8	+	109580776	109584828	28.4646	35.5458	32.275	35.7032	34.1438	36.7718	33.2957	33.7733	38.5197	39.8161	34.3095	33.3179	29.454	24.6901	19.5044	27.5846	27.6274	23.4377
