Probe	Chromosome	Start	End	Strand	TSC_1	TSC_2	TSC_3	TSC_4	TSC_5	diffTSC_d1_1	diffTSC_d1_2	diffTSC_d1_3	diffTSC_d3_1	diffTSC_d3_2	diffTSC_d3_3
Gm10595	4	41870187	41870612	-	-5.5357957	-5.1924353	-3.0773964	-3.2526307	-4.5334797	-5.115165	-5.6835847	-4.5518427	-3.242574	-3.0674763	-3.4764721
Gm13307	4	41893278	41942092	-	-3.1795976	-2.684234	-2.8911233	-2.0663579	-3.0252783	-3.9288924	-3.6899567	-5.3655696	-4.208304	-3.8812037	-3.290199
Ccl21b	4	41903610	41904743	+	-6.5659575	-6.222597	-4.1075583	-4.2827926	-5.5636415	-6.1453276	-6.7137465	-5.5820045	-4.2727356	-4.097638	-4.506634
Gm13308	4	41941572	41943124	+	-4.08	-7.0585675	-4.9435287	-5.1187634	-4.247609	-6.8292947	-4.590359	-5.265972	-5.108706	-4.7816057	-5.3426046
Gm13298	4	41966058	41971856	+	-4.853654	-5.1477237	-4.617647	-4.3778443	-5.0737305	-4.152916	-4.638873	-4.869701	-4.3677874	-6.19269	-5.0167227
Gm10598	4	42033017	42034726	-	-2.0669355	-1.7975756	-1.760539	-1.6462672	-1.4796567	-1.5419686	-1.9219426	-2.0829825	-5.0956416	-2.3355818	-3.007612
Gm10597	4	42035113	42035538	+	-5.5357957	-5.1924353	-3.0773964	-3.2526307	-4.5334797	-5.115165	-4.5315814	-4.5518427	-3.242574	-3.0674763	-3.4764721
Gm3892	4	42055152	42089708	+	-1.1998042	-1.3669279	-1.520378	-1.2481536	-1.413525	-1.5257257	-1.9566413	-1.3881668	-2.5600245	-2.7999647	-2.3788855
Gm10596	4	42083899	42084291	-	-5.4194717	-5.076111	-2.961072	-3.1363065	-4.4171553	-4.9988413	-5.5672603	-4.4355187	-3.1262498	-2.9511526	-3.3601482
Gm7819	4	42091207	42092287	+	-6.4772196	-6.285862	-4.170823	-4.3460574	-5.6269064	-6.2085924	-6.7770114	-5.6452694	-4.3360004	-4.160903	-4.569899
Gm13304	4	42114817	42115917	+	-6.51017	-6.1668096	-4.0517707	-4.227005	-5.507854	-6.0895395	-6.657959	-5.526217	-4.216948	-4.0418506	-4.450846
Gm13299	4	42121613	42153435	-	-5.532405	-5.1890445	-3.0740058	-3.2492404	-4.530089	-5.111775	-5.680194	-4.5484524	-3.2391832	-3.064086	-3.4730816
Gm13306	4	42153436	42158839	+	-2.095339	-2.3958347	-2.2807958	-1.871068	-1.4889517	-2.4116745	-1.8425901	-3.7552426	-2.861011	-1.2708762	-3.0949094
Gm13305	4	42158842	42168603	-	-1.2988456	-1.4859997	-1.666417	-1.9791551	-1.155667	-0.737353	-0.60791546	-0.8454076	-0.67631614	-0.5923669	-0.9399618
1700045I11Rik	4	42170845	42171335	+	-5.7406654	-5.3973045	-3.282266	-3.4575002	-4.738349	-5.320035	-5.888454	-4.7567124	-3.4474435	-3.2723458	-3.6813416
Gm17167	4	42206998	42235313	+	-3.3084369	-3.439007	-3.6865385	-3.499203	-2.5237117	-3.4441998	-4.0126185	-2.4447782	-4.337143	-5.4839735	-3.7230444
Gm10595	4	42219428	42219853	-	-5.5357957	-5.1924353	-3.0773964	-3.2526307	-4.5334797	-5.115165	-5.6835847	-4.5518427	-3.242574	-3.0674763	-3.4764721
Gm13301	4	42240639	42242685	+	-7.800381	-7.3050175	-5.341982	-5.5172167	-6.7980647	-7.3797517	-7.9481697	-6.8164287	-5.507159	-5.3320622	-5.741058
Ccl21c	4	42255767	42256432	+	-5.452138	-5.1087775	-2.9937384	-3.168973	-4.4498215	-5.0315075	-5.599927	-4.468185	-3.158916	-2.9838185	-3.3928142
RP23-18C19.2	4	42293436	42293841	-	-3.8089545	-3.6175969	-1.5025581	-1.6777925	-2.9586413	-3.540327	-4.1087465	-2.9770045	-1.6677356	-1.4926382	-1.9016339
AL844494.2	4	42294267	42294855	+	-4.84548	-4.5021195	-2.387081	-2.5623152	-3.8431642	-4.42485	-4.8412657	-3.8615272	-2.5522583	-2.377161	-2.7861567
AL844494.1	4	42318334	42323929	+	-5.1288633	-4.923006	-4.129895	-6.30513	-5.001016	-4.260774	-4.035644	-4.796987	-6.447076	-6.1199756	-6.6809745
BX666061.1	4	42439378	42439966	+	-3.6934772	-3.3501165	-2.387081	-2.5623152	-3.8431642	-4.42485	-3.841266	-3.8615272	-2.5522583	-2.377161	-2.7861567
Gm10594	4	42458751	42459176	-	-5.3837924	-5.1924353	-3.0773964	-3.2526307	-4.5334797	-5.115165	-4.5315814	-4.5518427	-3.242574	-3.0674763	-3.4764721
Gm10598	4	42459563	42461272	+	-1.3014007	-1.5219411	-1.4710326	-2.1056986	-1.4796567	-1.8389503	-2.327199	-1.7610545	-2.510679	-2.9205444	-3.007612
BX666061.2	4	42466752	42589938	+	-8.212068	-7.868707	-5.753668	-5.928902	-7.2097516	-7.791437	-8.359856	-7.228114	-5.9188457	-5.743748	-6.152744
Gm2542	4	42522580	42528175	-	-5.003332	-4.3380437	-6.1298957	-6.30513	-5.001016	-4.36031	-4.343766	-7.604342	-4.295073	-5.1199756	-4.528971
Gm10593	4	42552478	42587038	+	-7.438209	-8.094849	-6.131813	-6.3070474	-7.4358926	-6.432616	-8.738001	-5.132328	-6.29699	-6.121893	-6.5308886
Gm10596	4	42581229	42581621	-	-5.4194717	-5.076111	-2.961072	-3.1363065	-4.4171553	-4.9988413	-5.5672603	-4.4355187	-3.1262498	-2.9511526	-3.3601482
Gm10591	4	42612195	42612860	+	-5.452138	-5.1087775	-2.9937384	-3.168973	-4.4498215	-5.0315075	-5.599927	-4.468185	-3.158916	-2.9838185	-3.3928142
Gm2442	4	42629719	42631714	+	-6.266652	-5.9232917	-3.808253	-3.9834876	-5.264336	-5.8460217	-6.414441	-5.2826996	-3.9734306	-3.7983332	-4.207329
Ccl27b	4	42655251	42656005	+	-1.5730469	-1.5776098	-1.9220026	-2.0972373	-0.79312336	-1.7898468	-2.2062628	-2.0745208	-2.0871801	-3.064086	-3.3210785
Gm2002	4	42656355	42661893	-	-0.72548205	-1.2913561	-1.3639443	-1.3871757	-1.2895128	-0.40171346	-0.1975431	-0.7988624	-0.23961526	-0.4364867	0.27650824
Gm2500	4	42668043	42668438	+	-5.430443	-5.087082	-2.9720433	-3.1472776	-4.4281263	-5.0098124	-5.5782313	-4.44649	-3.1372209	-2.9621236	-3.371119
Gm10590	4	42714926	42719893	+	-7.927532	-7.5841713	-6.621136	-6.7963705	-8.07722	-8.658905	-9.075321	-8.095582	-6.7863135	-6.611216	-7.020212
4930578G10Rik	4	42735545	42846248	+	-6.7940245	-6.450664	-4.335625	-4.5108595	-4.639705	-6.3733945	-6.9418135	-5.658068	-4.5008025	-4.325705	-4.734701
Gm12395	4	42736593	42738094	+	-5.867175	-5.371812	-3.408776	-3.5840104	-4.864859	-5.446545	-6.014964	-4.8832226	-3.5739532	-3.398856	-3.8078518
Ccl19	4	42754525	42756577	-	-6.5609746	-5.0656104	-4.1025743	-4.277809	-5.5586576	-5.988341	-6.708763	-5.425018	-4.267752	-4.092655	-4.501651
Ccl21a	4	42772860	42773993	-	-6.5659575	-6.222597	-4.1075583	-4.2827926	-5.5636415	-6.1453276	-6.7137465	-5.5820045	-4.2727356	-4.097638	-4.506634
Gm12394	4	42781928	42856771	-	-8.51017	-8.166809	-6.05177	-6.2270045	-7.507854	-6.352574	-6.1840277	-7.5262165	-6.216948	-6.041851	-6.450846
Gm12429	4	42848071	42853888	-	-7.081625	-5.7382646	-5.208188	-6.535425	-6.079309	-5.076032	-4.7269135	-5.3607063	-6.5253687	-4.6133056	-6.607264
BC049635	4	42868004	42874234	-	-7.684493	-7.3411326	-5.226094	-5.401328	-6.6821766	-7.2638626	-7.832282	-6.7005405	-5.391271	-5.216174	-5.6251698
N28178	4	42916660	42944752	+	-9.598342	-9.254981	-7.139943	-7.3151774	-8.596025	-9.1777115	-7.5941277	-6.140458	-7.3051205	-6.9780197	-7.539018
Dnajb5	4	42949814	42959425	+	-0.06282467	-0.30961618	-0.26652718	0.06459098	-0.48855507	-1.3207846	-1.518366	-1.7085524	-2.3675745	-2.1310768	-1.8396324
1700022I11Rik	4	42969946	42983639	+	-0.80076396	-0.22036429	-0.4616635	-0.38635463	-1.8215315	0.07721456	0.5760045	-2.239502	-0.602179	-0.52836496	-0.6963526
Vcp	4	42979963	43000507	-	6.7434754	6.5559154	6.7028813	6.724848	6.574606	6.8215632	6.834955	6.8310056	6.9237566	6.9533296	6.9488654
Fancg	4	43002343	43010506	-	0.16147268	0.33187053	0.02795677	0.066125825	0.099973775	1.0057844	1.054711	0.69291335	1.0021822	1.1867399	1.2951436
Pigo	4	43017635	43025819	-	1.7169636	1.6057197	2.1024625	1.9139719	0.8700279	1.9335535	1.9476864	1.0681255	1.8835137	2.0494509	2.1531897
Stoml2	4	43027690	43031710	-	4.5941634	4.581622	4.652106	4.5383606	4.308138	4.4866743	4.4594235	4.0101943	4.029757	4.149732	4.1401234
B230312A22Rik	4	43032414	43046220	-	0.9448198	1.2140824	1.4270962	1.2298355	0.81333184	1.6038915	1.6041214	0.99925023	2.209991	2.4515157	2.5201974
Unc13b	4	43058953	43264871	+	-0.29261845	-0.34659344	-0.1831142	0.083655916	0.18938829	-0.3638413	-0.5850081	-0.032334413	-0.71866024	-1.03075	-1.0339861
Atp8b5	4	43267159	43373833	+	-5.1393766	-5.796016	-5.2659397	-6.0261364	-4.8475537	-5.303709	-5.2871656	-4.1554236	-6.01608	-4.25602	-5.6650157
Rusc2	4	43381979	43427088	+	1.7483672	1.9123715	2.3573313	2.3982127	1.2295387	0.76808345	0.72500294	-0.14528595	0.4405008	-0.013653789	0.08046136
Fam166b	4	43427019	43429134	-	-4.7248297	-4.381469	-4.588358	-4.7635927	-6.196444	-4.6261272	-7.194546	-6.0628047	-4.905539	-4.730441	-5.139437
Tesk1	4	43441939	43448064	+	1.2138039	1.2992735	1.2798859	0.9375414	0.3473647	1.9332787	1.8502864	0.74795383	2.3111055	2.1560543	2.2558494
Cd72	4	43446462	43454628	-	-2.1802537	-1.3321009	-2.346345	-3.106542	-3.1394632	-0.74025804	-0.29432175	-2.1578267	-0.54189616	-1.1140329	-1.2011005
Sit1	4	43482081	43483734	-	-6.950579	-6.7592216	-4.4921794	-4.819417	-6.100266	-6.681952	-7.250371	-6.1186295	-4.8093605	-4.634263	-5.0432587
Ccdc107	4	43492900	43495921	+	3.326464	3.1597161	3.1209495	2.9336421	3.0130043	2.8165348	2.7461424	2.335802	1.9913958	2.1664932	2.1637113
E130306D19Rik	4	43496142	43499695	-	1.4147425	1.215845	1.3547306	1.0561137	0.6958305	1.0264691	1.1971834	0.3418642	0.30320996	0.07776938	0.09100675
Gm12454	4	43504428	43508747	-	-0.12865487	0.07422445	-0.9482403	-1.1234747	0.1317295	-0.19941306	0.3715709	-0.3870628	-0.8503833	-1.0903236	-0.42131668
Car9	4	43506966	43513729	+	-1.841728	-1.5687568	-1.6601688	-1.4483802	-2.061804	-0.9065246	-1.0841537	-2.9281642	-2.718431	-1.891257	-1.3002527
Tpm2	4	43514711	43523765	-	5.027159	4.9017863	4.7868247	4.838581	5.0730367	5.521006	5.539662	5.9120417	6.706025	6.3960752	6.3377795
Tln1	4	43531519	43562691	-	3.1367688	3.1222837	3.4559903	3.239555	3.4446306	3.768748	3.6350677	4.3326607	4.976714	4.743228	4.886872
Creb3	4	43562332	43567060	+	2.9821646	2.8639324	2.6742437	2.2676835	2.9292476	4.2356157	4.4130416	4.0647626	5.178765	4.8996696	4.9813504
Gba2	4	43566928	43578873	-	1.272521	1.2264508	1.4544985	0.9053564	1.053351	0.9180666	0.968341	0.48138928	1.7671993	1.5413804	1.899021
Rgp1	4	43578715	43587487	+	2.095172	2.204329	2.2558908	2.0806565	1.6757665	2.34678	2.3522425	1.8455747	2.4767718	2.5342996	2.690472
Msmp	4	43583216	43584494	-	-0.76003647	0.17942713	-0.55797696	-0.9031364	-1.7245535	0.18852532	0.6545946	-2.2023485	0.6918832	0.28201786	0.19495037
Gm12472	4	43588072	43608755	+	-5.2189384	-6.6125436	-4.3455014	-4.6727395	-5.953588	-6.3832707	-5.95169	-5.971951	-4.662682	-4.487585	-4.8965807
Gm12473	4	43631539	43641533	-	-3.504574	-5.635145	-3.520106	-3.5433376	-4.976189	-2.405872	-1.9742913	-4.9945526	-3.685284	-3.5101862	-3.7671788
Npr2	4	43631935	43651244	+	-0.46232316	-0.23661417	-0.24968024	-0.30627027	-0.8126786	0.4161576	0.1363821	-0.8534097	-0.036346108	-0.48640049	0.016376788
Spag8	4	43651335	43653594	-	-4.762825	-6.004427	-3.889388	-5.2166257	-6.3454714	-4.927157	-7.647579	-6.363835	-5.2065687	-5.0314713	-5.4404674
Hint2	4	43654227	43656466	-	2.0242975	1.8737473	2.197882	2.0453672	2.1043687	1.8798001	1.8384153	1.0315577	1.1428871	1.4593403	1.5357715
4930412F15Rik	4	43659622	43669145	-	-5.756627	-6.0913386	-6.4502306	-6.625465	-6.1693487	-5.1660714	-5.444984	-5.1877117	-6.463405	-4.7033453	-5.112341
Tmem8b	4	43668971	43692668	+	-1.9082255	-2.0582733	-1.5853411	-1.4126523	-2.357898	-2.1129153	-1.9413027	-2.2712917	-1.5854594	-1.034853	-1.1708302
Olfr70	4	43695000	43700807	-	-8.000758	-7.6573973	-5.542359	-5.7175937	-6.9984417	-7.5801287	-8.148547	-7.0168056	-5.7075367	-5.532439	-5.941435
Olfr71	4	43705628	43710231	-	-7.3489447	-7.005584	-4.890545	-5.0657797	-6.346628	-6.928314	-7.496733	-6.3649917	-5.0557227	-4.8806252	-5.2896214
Hrct1	4	43727198	43728639	+	-3.9730132	-3.2146153	-4.6845393	-5.0117764	-3.1406224	-4.722308	-4.1208024	-6.3109884	-2.8497167	-3.0896566	-1.6241833
5430416O09Rik	4	43730034	43734534	+	-7.0605936	-6.3021955	-6.33916	-6.5143948	-6.058277	-6.639964	-5.6234202	-6.6616035	-6.504338	-2.5922747	-4.264305
A630077J23Rik	4	43756123	43759464	+	-6.659067	-6.3157063	-4.200668	-4.375902	-5.6567507	-6.2384367	-6.8068557	-5.675114	-4.365845	-4.1907477	-4.5997434
Olfr159	4	43770050	43771009	-	-6.7079763	-6.3646164	-4.249577	-4.4248114	-5.7056603	-6.2873464	-6.855766	-5.7240233	-4.414755	-4.2396574	-4.648653
Olfr156	4	43820335	43821433	-	-6.903062	-6.559701	-4.444662	-4.619897	-5.9007454	-6.4824314	-7.0508504	-5.919109	-4.60984	-4.4347425	-4.843738
Olfr157	4	43834752	43836517	-	-7.5873556	-7.243995	-5.1289563	-5.3041906	-6.5850396	-7.1667256	-7.7351446	-6.6034026	-5.2941337	-5.119036	-5.5280323
Olfr155	4	43851565	43855463	+	-7.1976905	-6.85433	-4.7392917	-4.914526	-6.1953745	-6.777061	-7.3454795	-6.213738	-4.904469	-4.7293715	-5.138367
Reck	4	43875530	43944806	+	-0.47069648	-0.58570087	-0.76932025	-0.30300882	-1.4098281	-1.1110957	-1.2120099	-1.364061	-1.8234665	-1.8182942	-1.7678584
Glipr2	4	43957401	43979118	+	4.9550295	4.734747	4.616671	4.922797	4.692469	5.762033	5.8518515	5.9035726	5.5437145	5.1351824	5.023935
Ccin	4	43983504	43985533	+	-6.0513844	-4.2929864	-5.329951	-5.353182	-6.7860336	-3.128254	-3.3247042	-1.794413	-2.0211968	-5.168028	-3.992061
Clta	4	44004452	44032846	+	7.2801824	7.231988	7.3654056	7.4519324	7.4267683	7.462709	7.5175424	7.7068934	6.8377357	6.734226	6.7385664
Gne	4	44034075	44084177	-	1.1729143	1.065545	1.398961	1.4259894	0.6555139	0.60071445	0.5171383	0.32256457	0.6022387	0.7922094	0.6827739
Gm12503	4	44092632	44109311	+	-2.5592067	-2.916286	-2.9938922	-2.2760417	-2.1280472	-5.2540536	-4.8224726	-3.9537656	-6.1184278	-5.9433303	-3.8783948
Rnf38	4	44126210	44233789	-	2.0270839	1.993881	2.0297296	2.1007953	1.6443751	2.2860513	2.2291975	1.9953552	3.302871	3.2003016	3.401213
Melk	4	44300876	44364675	+	4.4378085	4.1507053	4.3137574	4.2854524	4.253247	4.098515	4.1532474	4.1469326	3.7916691	3.8763423	3.8359182
Pax5	4	44531145	44711446	-	-8.542553	-7.047189	-6.0841537	-6.2593884	-7.540237	-8.1219225	-8.690342	-7.406597	-6.249331	-6.074234	-6.483229
Gm12462	4	44664415	44685347	+	-8.378514	-8.035154	-5.9201155	-6.09535	-7.3761983	-7.957885	-8.526303	-7.394562	-6.0852933	-5.9101954	-6.3191915
Zcchc7	4	44755877	44932215	+	0.76775444	0.8581193	0.6555111	0.48560995	1.3037646	0.7959548	0.69531476	1.7272159	1.1414385	1.2610406	1.3719124
Gm12678	4	44943753	44948330	+	-6.235714	-5.8923535	-3.777315	-3.9525492	-5.233398	-5.8150845	-6.383503	-5.2517614	-3.9424925	-3.7673953	-4.176391
Gm12493	4	44967769	44971096	+	-5.585721	-5.2423606	-3.1273215	-3.302556	-4.5834045	-5.1650906	-5.73351	-4.601768	-3.292499	-3.1174016	-3.5263972
Gm12679	4	44970576	44978319	-	-6.113969	-5.770608	-3.6555696	-3.830804	-5.1116524	-5.693339	-6.2617574	-5.1300163	-3.820747	-3.6456497	-4.0546455
Grhpr	4	44981395	44990734	+	3.2940094	3.1731324	3.081621	3.4221513	2.336031	2.842665	3.093788	1.9920919	1.9517764	2.476458	2.5318663
Zbtb5	4	44991242	45012412	-	-0.36374667	-0.6604463	-0.41462088	-0.55188745	-0.68167025	-0.48153642	-0.44872794	-0.63407034	-0.122116596	-0.078930795	-0.07673109
1700055D18Rik	4	45012830	45014399	+	-3.265632	-4.1149163	-3.8072326	-3.3975046	-3.9413872	-2.938111	-4.243496	-6.2816787	-3.3874474	-4.9493155	-4.2063084
Polr1e	4	45018583	45036565	+	3.2357483	3.2301648	3.126721	2.9129481	2.7946823	2.462702	2.3991013	2.1192489	2.0910301	1.924511	1.7674946
Fbxo10	4	45034247	45084604	-	-0.7467306	-0.8360661	-0.8014007	-0.16928045	-0.9969565	-0.55994636	-0.7685498	-0.71106267	0.6382838	1.041409	0.9959205
Tomm5	4	45105208	45108114	-	5.5078564	5.458247	5.4009123	4.627418	4.9011583	5.1437807	5.1998	4.4666204	4.374441	4.3841147	4.4624705
Frmpd1	4	45184875	45285936	+	1.0346683	1.1770698	1.502484	1.3538193	0.45471874	1.8205653	1.7135767	1.489905	1.4155914	1.127442	1.2846111
2900093L17Rik	4	45234723	45243990	-	-5.4980536	-5.154693	-3.039654	-3.2148886	-4.495737	-5.077423	-5.6458426	-4.5141006	-3.2048316	-3.0297344	-3.4387302
Rg9mtd3	4	45297127	45316131	+	2.2866876	2.3344362	2.256229	2.1189623	2.2271562	1.8476222	1.8078032	1.9848096	2.0910513	2.2725465	2.19819
Exosc3	4	45316613	45342732	-	5.107579	5.138573	5.4484577	5.150615	5.198685	4.8556733	5.026274	4.88751	4.804833	4.838718	4.724302
Dcaf10	4	45342101	45379759	+	0.85498494	0.77548844	0.86946577	0.68205655	0.6139617	1.3205831	1.2858318	1.3950192	1.9179949	1.5159491	1.818746
Mcart1	4	45395923	45408766	-	1.7787277	1.7207404	2.0181046	1.9744296	1.1469837	2.2415562	2.075072	1.8495479	3.446323	3.610568	3.7111747
Shb	4	45423278	45532470	-	1.1169028	1.0395571	1.3358363	1.2290815	0.82357025	1.7647668	1.9095571	1.4329317	3.598786	3.4566019	3.7892032
Gm12408	4	45639936	45642304	+	-6.761088	-6.265724	-4.3026886	-4.477923	-5.7587714	-6.3404574	-6.908877	-5.7771354	-4.467866	-4.292769	-4.7017646
Gm829	4	45683589	45723338	+	-6.7318234	-6.3884625	-4.273424	-4.448659	-5.729507	-6.311193	-6.879612	-5.7478704	-4.4386015	-4.263504	-4.6725
Gm12410	4	45715169	45716421	+	-5.462864	-5.1195035	-3.0044646	-3.1796992	-4.460548	-5.042234	-5.610653	-4.4789114	-3.1696422	-2.994545	-3.4035408
Gm12409	4	45762377	45764223	-	-6.1364765	-5.793116	-3.678077	-3.8533115	-5.13416	-5.7158465	-6.2842655	-5.1525235	-3.8432546	-3.6681573	-4.0771527
Aldh1b1	4	45799022	45804604	+	1.6905653	1.502529	1.343593	1.5232011	1.4631945	0.90916497	1.0537733	-0.02393825	0.06293827	0.045390565	-0.47052023
Igfbpl1	4	45809468	45826923	-	-5.145382	-4.512515	-4.856908	-6.1841455	-5.7280283	-4.435245	-7.4630957	-7.331354	-6.0220847	-5.998991	-6.255983
1300002K09Rik	4	45848664	45887008	+	-7.5510054	-9.681576	-5.829572	-7.741772	-5.8706174	-6.867341	-10.020722	-8.888981	-7.5797124	-7.5566177	-7.965613
E230008N13Rik	4	45890303	45950774	+	-7.4337177	-6.353391	-6.712284	-6.8875184	-8.016364	-6.2761216	-7.166469	-6.0347276	-6.877462	-6.702364	-7.11136
Tdrd7	4	45965334	46034761	+	1.6764857	1.615627	1.6661154	1.6377225	1.3539622	2.5257595	2.4004133	2.3927429	3.358919	3.7860525	3.7334802
Tmod1	4	46038935	46116032	+	-1.2465299	-1.0327291	-1.1368588	-1.919776	-1.0079794	-0.22043163	-0.011728001	0.039746404	1.6979637	1.873061	1.8649448
Tstd2	4	46114746	46138694	-	2.016633	1.8206717	1.7921196	2.0329707	1.7347304	2.2015297	2.1674654	2.1190243	2.5908463	2.6045933	2.743212
Ncbp1	4	46138613	46172403	+	4.8644032	4.794665	4.822887	4.7767663	4.7536035	4.6207743	4.575794	4.568056	4.950129	4.6646743	4.7796116
Xpa	4	46155347	46196311	-	2.5108204	2.2685366	2.3058002	2.0955894	2.4660127	2.4953516	2.4126227	2.7673213	2.0423205	1.9320157	1.6929449
Gm12446	4	46300007	46345515	-	-2.9972208	-3.7533958	-2.123784	-4.7729497	-6.053798	-6.635484	-6.0519004	-6.0721617	-4.7628927	-4.5877953	-4.9967914
Foxe1	4	46343609	46346412	+	-0.91252893	-0.69290376	-1.1203922	-0.57126105	-2.2420564	-3.2894058	-3.3432515	-6.1184006	-5.961135	-5.786038	-6.195033
5830415F09Rik	4	46376505	46389437	-	1.5790157	1.217591	1.2749144	1.82482	1.2375443	0.9711635	1.0370098	0.6533637	0.83487695	1.2994809	1.3055228
Hemgn	4	46393989	46413506	-	-4.943129	-5.2778406	-3.8997672	-5.6599646	-7.0928164	-5.522499	-7.090918	-7.1111794	-5.8019104	-5.626813	-6.035809
Anp32b	4	46450902	46472657	+	8.442084	8.372789	8.2174015	8.284246	8.514163	7.764542	7.7890716	8.169292	7.338097	7.583682	7.512072
Nans	4	46489248	46503632	+	4.6119294	4.373412	4.5251536	4.4768558	4.348818	3.9510634	4.010888	3.8581717	3.0676546	3.2142956	3.2544184
Trim14	4	46493781	46536141	-	-0.5175782	-0.6336491	-0.44060785	-0.21991363	-1.4816535	0.07243735	-0.059507076	-0.80542976	-0.6573156	-0.13429503	0.2462896
Gm16731	4	46535901	46539802	+	-1.6397247	-1.5104891	-2.454344	-1.8926128	-2.9104273	-0.58522254	-0.5580319	-1.7063981	-1.6195214	-0.8594616	-2.4383824
Coro2a	4	46536937	46602202	-	1.9470786	1.9013686	2.0409646	1.9077241	1.1118798	2.3011854	2.2131445	1.7111977	2.1469154	2.2336035	2.5013382
Tbc1d2	4	46604390	46650209	-	1.8050444	1.7686505	2.072794	2.1143708	1.3401432	1.5272717	1.4442793	0.7271241	1.6267488	1.3738308	1.5362146
Gabbr2	4	46662318	46991873	-	-0.53734833	-0.42737922	-0.36480775	-0.4875749	-0.4464955	-2.7200592	-3.2233832	-2.7196727	-4.2848725	-6.8467407	-4.7818055
Gm568	4	47008316	47010781	-	-3.6320765	-5.288716	-3.32568	-3.5009146	-4.781763	-5.363449	-5.9318686	-4.8001266	-3.4908578	-3.3157604	-3.7247562
Anks6	4	47015669	47057306	-	-0.90557575	-0.94600177	-1.152891	-1.2285898	-1.7918382	-1.3541589	-1.8940086	-2.4049451	-1.903031	-1.9503261	-1.2438445
Galnt12	4	47091909	47123070	+	3.2092457	2.9564712	3.4791677	3.171178	2.4718113	2.164345	2.1596007	1.6426042	1.3546321	1.5901022	1.6340735
Gm12426	4	47197487	47208459	-	-5.3363614	-4.9930005	-2.877962	-3.0531967	-4.3340454	-4.9157314	-5.4841504	-4.3524084	-3.0431395	-2.8680422	-3.2770379
Col15a1	4	47208161	47313167	+	-5.9594684	-6.938036	-6.9750004	-7.150235	-8.431084	-9.01277	-9.429186	-8.449447	-6.9881744	-6.9650807	-7.374076
Tgfbr1	4	47353222	47414931	+	1.1013327	0.88780564	0.81504583	1.0583633	0.861877	1.5510674	1.3131942	1.4076335	1.6846339	1.4942137	1.6343353
Alg2	4	47465067	47474333	-	1.2780164	1.2156926	1.508147	1.6096218	1.1970423	1.5621985	1.6393363	1.9111643	3.1133456	2.8997455	2.8476844
Sec61b	4	47474658	47483242	+	3.1876454	4.131561	4.0093207	3.1552236	3.0072694	4.428466	3.5522673	3.3405342	4.0704827	3.589637	3.8161688
Gm12434	4	47996456	47998261	+	-6.152025	-5.8086643	-3.693626	-3.8688605	-5.1497087	-5.7313952	-6.2998137	-5.168072	-3.8588033	-3.683706	-4.092702
Nr4a3	4	48045153	48086447	+	-4.389345	-4.683415	-6.738301	-4.5916076	-5.3870296	-4.6061454	-4.589602	-3.4053926	0.45407346	0.6203469	0.440052
Stx17	4	48124915	48186507	+	1.6312681	1.6073616	1.7089125	1.570725	1.2590702	1.7423265	1.6076751	1.3696933	1.6365837	1.5509905	1.4221028
Erp44	4	48193323	48279558	-	4.3193393	4.131202	4.044794	4.3718915	4.4324794	4.546338	4.5571136	4.9570546	4.7786465	4.794545	4.8140492
Invs	4	48279760	48431954	+	-0.7013867	-0.70157784	-0.452179	-0.533699	-0.96252376	-0.41909787	-0.33942637	-0.2847071	0.18028328	0.1523534	0.1727507
Tex10	4	48430858	48473459	-	5.003727	4.8762245	4.8386474	4.914461	4.617803	4.5013175	4.3963494	4.3709598	4.0634503	4.047168	4.0983195
5730528L13Rik	4	48539935	48561919	+	3.6930313	3.6353228	3.8027203	3.8146112	3.6262264	3.1003323	3.1032267	3.160184	2.0378137	2.2653782	2.2322497
Tmeff1	4	48585174	48663131	+	5.02211	4.835173	4.9082856	5.1956506	4.9197783	5.0325522	4.94049	5.166359	4.9532185	4.8175373	4.8913755
Murc	4	48663514	48673502	+	-2.1614501	-1.9176253	-4.194904	-3.0482101	-1.007131	-1.2326732	-1.2465034	-0.44053167	-2.3600814	-3.1849842	-2.786625
Gm12436	4	48898593	48963237	+	-8.33198	-7.9886193	-5.8735805	-6.0488157	-7.3296638	-7.91135	-8.479769	-7.3480268	-6.038758	-5.8636613	-6.2726564
E130309F12Rik	4	49059273	49340259	+	-7.1548944	-9.133462	-7.1704264	-5.608695	-7.4745064	-9.208196	-8.039649	-8.644873	-7.3356037	-7.1605067	-7.569502
Acnat2	4	49379840	49408151	-	-7.56927	-7.2259097	-5.110871	-5.2861056	-6.5669537	-7.1486397	-7.717059	-6.5853176	-5.276048	-5.100951	-5.509947
Acnat1	4	49447105	49473912	-	-6.7043653	-7.361005	-5.397969	-5.4212008	-6.702049	-7.283735	-7.8521543	-5.7204127	-5.5631466	-5.388049	-5.7970448
