Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Orientation	Distance	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Btg2	1	134075170	134079120	-	NaN	null					Not found	0	4.018749	4.4155493	6.2367463	28.606157
Gm8618	1	134109368	134109799	+	NaN	null					Not found	0	0.0	0.08680091	0.0	0.0
Chit1	1	134111242	134151540	+	NaN	null					Not found	0	0.0	0.0	0.017987713	0.0
Chi3l1	1	134182176	134190181	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mybph	1	134193448	134201231	+	NaN	null					Not found	0	0.0	0.0	0.017859792	0.0
Adora1	1	134199223	134235431	-	NaN	null					Not found	0	0.0143993925	0.110192895	0.48534182	0.30970836
Myog	1	134290004	134292547	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ppfia4	1	134296783	134332928	-	NaN	null					Not found	0	1.6338812	0.8467488	0.23677252	0.33558276
Tmem183a	1	134346097	134361999	-	NaN	null					Not found	0	14.273323	14.932935	22.077635	18.721514
4933406M09Rik	1	134385940	134390981	+	NaN	null					Not found	0	0.015705219	0.042418547	0.0	0.0
Cyb5r1	1	134405781	134411740	+	NaN	null					Not found	0	8.939404	7.6953177	3.6869051	3.6130805
Adipor1	1	134415378	134433351	+	NaN	null					Not found	0	7.321601	9.603963	21.706661	22.713844
Klhl12	1	134455531	134491018	+	NaN	null					Not found	0	4.0707736	4.5592527	4.592095	5.187014
Rabif	1	134494660	134507882	+	NaN	null					Not found	0	7.378002	9.867893	7.2068505	10.507616
4931440L10Rik	1	134540941	134549682	-	NaN	null					Not found	0	0.19204722	0.15128873	0.112902716	0.0
Kdm5b	1	134560171	134632877	+	NaN	null					Not found	0	35.134335	30.496115	10.15192	14.834322
Syt2	1	134709300	134753149	+	NaN	null					Not found	0	0.012109388	0.0109021645	0.0	0.023677634
Ppp1r12b	1	134754658	134955942	-	NaN	null					Not found	0	0.31268498	0.25173706	0.30637416	0.3556683
Ube2t	1	134962565	134974162	+	NaN	null					Not found	0	1.8054663	2.9216485	3.4038522	3.9030566
Lgr6	1	134986348	135105276	-	NaN	null					Not found	0	0.03649688	0.11829021	0.008582466	0.02140884
Ptprv	1	135111169	135112306	-	NaN	null					Not found	0	0.5725119	0.12885909	0.0	0.0
Ptpn7	1	135132725	135145320	+	NaN	null					Not found	0	0.25436512	0.34350997	0.08682899	0.024065964
Arl8a	1	135146824	135156269	+	NaN	null					Not found	0	3.6595688	3.3599768	13.291974	20.191544
Gm15445	1	135152963	135153806	+	NaN	null					Not found	0	0.0	0.0	0.0	0.2701135
Gpr37l1	1	135160234	135167681	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm4204	1	135232045	135233404	+	NaN	null					Not found	0	0.939172	1.2683145	3.2167587	7.1858134
Elf3	1	135253574	135258472	-	NaN	null					Not found	0	6.552971	5.024731	2.4159298	4.7438345
Rnpep	1	135262712	135284084	-	NaN	null					Not found	0	1.1530935	1.3526103	10.173337	16.68776
Timm17a	1	135301532	135313778	-	NaN	null					Not found	0	9.10272	15.270784	34.39002	22.429417
Lmod1	1	135324807	135368065	+	NaN	null					Not found	0	0.21802726	0.19945742	0.0	0.020627968
Shisa4	1	135371057	135375237	-	NaN	null					Not found	0	0.17225079	0.21710998	0.2160311	0.5894071
Ipo9	1	135382312	135430499	-	NaN	null					Not found	0	10.556318	13.955285	13.490523	14.397522
Nav1	1	135434580	135585355	-	NaN	null					Not found	0	1.7930207	2.2893264	3.5417747	5.787947
Gm4793	1	135584773	135599950	+	NaN	null					Not found	0	0.0	0.0	0.024940949	0.0
Nav1	1	135606447	135688105	-	NaN	null					Not found	0	0.3375906	0.18236108	0.47631904	1.1139103
Csrp1	1	135720061	135752232	+	NaN	null					Not found	0	7.2966	8.64601	38.422806	109.16853
Phlda3	1	135766119	135769136	+	NaN	null					Not found	0	1.9235518	3.0306268	7.4551516	13.137887
Tnni1	1	135783065	135810989	+	NaN	null					Not found	0	0.03251385	0.0	0.0	0.0
Lad1	1	135818598	135833341	+	NaN	null					Not found	0	3.1553211	3.4465067	13.846903	13.74559
Tnnt2	1	135836386	135852260	+	NaN	null					Not found	0	0.18103881	0.12224285	9.844865	3.6173086
Pkp1	1	135871395	135919207	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Igfn1	1	135953578	136006342	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tmem9	1	136008219	136035030	+	NaN	null					Not found	0	1.3847723	2.0628717	6.3449	8.646375
Cacna1s	1	136052750	136119822	+	NaN	null					Not found	0	0.13989393	0.045799077	0.0	0.0
Gm15850	1	136126178	136131183	-	NaN	null					Not found	0	0.0	0.0	0.0	0.059618756
Kif21b	1	136131389	136177998	+	NaN	null					Not found	0	0.46222407	0.6831689	2.7747378	4.3419695
2310006M14Rik	1	136181474	136207097	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
5730559C18Rik	1	136213522	136234280	-	NaN	null					Not found	0	1.1976107	1.2938604	0.2607644	0.48135003
Gpr25	1	136258914	136260873	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Camsap2	1	136268123	136346104	-	NaN	null					Not found	0	6.6196003	6.633929	9.318972	13.621785
Ddx59	1	136415271	136440158	+	NaN	null					Not found	0	2.7080414	3.5428176	2.4101586	2.8819501
Kif14	1	136467958	136531511	+	NaN	null					Not found	0	4.448391	4.699007	5.0479226	7.164237
Zfp281	1	136624901	136630053	+	NaN	null					Not found	0	28.30113	27.320293	22.172928	16.429708
Nr5a2	1	136843584	136960427	-	NaN	null					Not found	0	8.013002	6.9209023	0.0	0.04246049
A130050O07Rik	1	137928170	137930273	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ptprc	1	138062861	138175305	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Atp6v1g3	1	138273738	138289460	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Nek7	1	138484714	138619696	-	NaN	null					Not found	0	4.652552	4.4449496	3.9766955	8.093114
Lhx9	1	138825186	138848576	-	NaN	null					Not found	0	0.028545717	0.016521366	0.019179147	0.11960526
2310009B15Rik	1	138851979	138856854	-	NaN	null					Not found	0	1.0698252	1.3790857	1.3722327	2.4246354
Dennd1b	1	138963436	139176043	+	NaN	null					Not found	0	1.3291159	1.2205443	0.7776239	2.3576643
4930596I21Rik	1	138977657	138979240	+	NaN	null					Not found	0	0.0	0.0	0.0	0.17938155
Crb1	1	139197056	139377100	-	NaN	null					Not found	0	0.010160764	0.0	0.0	0.0
Zbtb41	1	139422383	139453005	+	NaN	null					Not found	0	2.3847587	2.2427032	1.2067153	2.4402542
Aspm	1	139454773	139494090	+	NaN	null					Not found	0	10.9970255	10.873146	5.8925533	12.696751
F13b	1	139501707	139523756	+	NaN	null					Not found	0	0.04388278	0.014815487	0.0	0.0
Cfhr1	1	139547062	139560258	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cfhr3	1	139593755	139608282	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm4788	1	139697635	139781239	-	NaN	null					Not found	0	0.008756489	0.0	0.0	0.0
Cfhr2	1	139810293	139858689	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cfh	1	140085855	140183411	-	NaN	null					Not found	0	0.048628416	0.0	0.0	0.0
Kcnt2	1	140246216	140612063	+	NaN	null					Not found	0	0.14600147	0.18521953	0.0	0.0
AC110527.1	1	141256568	141257158	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cdc73	1	143598797	143702893	-	NaN	null					Not found	0	8.323551	8.100645	7.505752	8.963351
B3galt2	1	143640664	143650406	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Glrx2	1	143739029	143749676	+	NaN	null					Not found	0	1.5658183	1.1358699	3.0476992	2.90134
Trove2	1	143750790	143777068	-	NaN	null					Not found	0	4.2460747	4.645491	1.6630104	3.4100163
Uchl5	1	143777278	143807466	+	NaN	null					Not found	0	35.222317	40.293633	51.59078	55.370754
Rgs2	1	143999338	144004161	-	NaN	null					Not found	0	0.06890031	0.25846425	0.08101167	0.08981442
Rgs13	1	144138667	144177372	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rgs1	1	144243972	144249242	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rgs18	1	144752683	144775435	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm5263	1	146420434	146420874	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fam5c	1	146495629	146902472	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
A230059L01Rik	1	146802965	146806022	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15584	1	146809831	146841696	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm9931	1	147280758	147281942	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pla2g4a	1	149829618	149961290	-	NaN	null					Not found	0	0.16082852	0.2817633	0.0051107863	0.0
Ptgs2	1	150100124	150108010	+	NaN	null					Not found	0	0.21446739	0.47064823	0.007880207	0.03931413
Pdc	1	150319417	150333905	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
BC003331	1	150361305	150393080	-	NaN	null					Not found	0	4.521288	6.3261795	4.3727455	5.73305
Tpr	1	150392838	150449935	+	NaN	null					Not found	0	73.80589	78.89726	22.243113	54.724735
Prg4	1	150449412	150466165	-	NaN	null					Not found	0	0.07785091	0.070089705	0.05339577	0.019027853
Hmcn1	1	150563527	150993435	-	NaN	null					Not found	0	0.037136137	0.042721115	0.0	0.0020170205
Gm20631	1	150625265	150783499	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ivns1abp	1	151344498	151364445	+	NaN	null					Not found	0	21.041487	23.271536	16.456722	19.07039
1200016B10Rik	1	151367699	151428455	-	NaN	null					Not found	0	3.7840102	3.6655297	2.475775	4.336573
1190005F20Rik	1	151428648	151458182	+	NaN	null					Not found	0	5.315721	8.079523	5.465794	8.483253
Rnf2	1	151469406	151500823	-	NaN	null					Not found	0	25.85029	27.454773	35.957752	69.53801
Fam129a	1	151571186	151721939	+	NaN	null					Not found	0	0.80140024	0.8282078	4.1008697	11.415836
Edem3	1	151755374	151822328	+	NaN	null					Not found	0	8.716025	7.438276	4.572853	11.326759
1700025G04Rik	1	151884524	152090320	-	NaN	null					Not found	0	0.61121947	0.60861015	6.4878116	11.049397
Tsen15	1	152370735	152386688	-	NaN	null					Not found	0	5.9858346	7.039335	15.153651	14.427217
Glt25d2	1	152399830	152510695	+	NaN	null					Not found	0	0.0065410663	0.0	0.06921775	0.00959237
Rgl1	1	152516759	152766351	-	NaN	null					Not found	0	0.17882036	0.33540246	1.7053897	1.5442858
Gm15479	1	152684026	152687501	-	NaN	null					Not found	0	0.0	0.0	0.02881527	0.0
Apobec4	1	152750551	152757544	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Arpc5	1	152766542	152775597	+	NaN	null					Not found	0	8.271488	7.479829	16.797215	24.564157
Ncf2	1	152807890	152836990	+	NaN	null					Not found	0	0.21392009	0.33222413	0.025152313	0.26665387
Smg7	1	152836996	152902646	-	NaN	null					Not found	0	16.139355	13.4839525	10.749853	14.051889
Nmnat2	1	152955101	153119260	+	NaN	null					Not found	0	1.3447447	1.5838383	0.34654793	0.28815293
Lamc2	1	153122756	153186447	-	NaN	null					Not found	0	0.849566	0.8495866	1.6247984	3.9662983
Lamc1	1	153218922	153332786	-	NaN	null					Not found	0	16.931318	19.646555	11.366705	22.067942
E330020D12Rik	1	153404827	153408429	-	NaN	null					Not found	0	0.26971865	0.2108783	0.0	0.041635595
1700012A16Rik	1	153425162	153452574	+	NaN	null					Not found	0	0.097296156	0.040429104	0.017599838	0.076829456
Dhx9	1	153455758	153487660	-	NaN	null					Not found	0	131.24878	105.74336	88.140305	65.6048
Npl	1	153503016	153549714	-	NaN	null					Not found	0	1.52391	2.298523	0.25596914	0.2612092
Rgs8	1	153653025	153697667	+	NaN	null					Not found	0	0.01192733	0.0	0.023373209	0.005830414
Rgs16	1	153740349	153745468	+	NaN	null					Not found	0	0.61730444	0.529044	10.901178	6.3542786
Rnasel	1	153749426	153764221	+	NaN	null					Not found	0	0.0	0.023643125	0.08920137	0.44502306
Rgsl1	1	153779381	153844142	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
5830403L16Rik	1	153849542	153900208	-	NaN	null					Not found	0	0.18048437	0.14999197	0.14691466	0.101799026
Gm5531	1	153874345	153876871	+	NaN	null					Not found	0	0.37359405	0.19290619	0.37466696	0.11279671
Teddm1	1	153891646	153893060	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Glul	1	153899944	153909723	+	NaN	null					Not found	0	32.821407	31.697014	21.585337	35.618958
A930039A15Rik	1	153905301	153916910	+	NaN	null					Not found	0	0.36060813	0.08116449	0.07066602	0.17627537
Zfp648	1	154201187	154205674	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cacna1e	1	154392519	154725920	-	NaN	null					Not found	0	0.004373762	0.0029532956	0.0025712925	0.019242158
Ier5	1	155096367	155099636	-	NaN	null					Not found	0	0.43306062	0.34401828	3.3646102	3.1753826
Mr1	1	155127878	155146780	-	NaN	null					Not found	0	0.0	0.029890787	0.026024472	0.34081778
Stx6	1	155158703	155203517	+	NaN	null					Not found	0	3.3198237	4.0868087	4.6336102	7.40206
BC034090	1	155212474	155232724	-	NaN	null					Not found	0	0.08080294	0.079360835	3.722529	4.7506213
Xpr1	1	155275701	155417415	-	NaN	null					Not found	0	0.9951875	1.1342442	1.2189847	2.1811213
Gm5532	1	155520173	155527111	-	NaN	null					Not found	0	0.015857697	0.0	0.0	0.0
Acbd6	1	155558120	155687233	+	NaN	null					Not found	0	3.3310468	5.0730653	8.31916	12.1944895
Lhx4	1	155698036	155742120	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Qsox1	1	155778155	155812883	-	NaN	null					Not found	0	0.21189168	0.2861513	1.0389591	1.5073992
Cep350	1	155844966	155972890	-	NaN	null					Not found	0	2.8712018	3.0934644	1.6534537	6.0423245
Tor1aip1	1	156004599	156036480	-	NaN	null					Not found	0	1.4123987	1.7746395	3.661993	4.916398
Tor1aip2	1	156035403	156068861	+	NaN	null					Not found	0	5.5846925	5.328962	10.699576	16.194195
Fam163a	1	156075966	156205026	-	NaN	null					Not found	0	0.0071527115	0.0	0.0	0.010489338
Tdrd5	1	156255296	156303664	-	NaN	null					Not found	0	0.28419268	0.40000746	0.164721	0.5752518
Nphs2	1	156310727	156328035	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
9430070O13Rik	1	156323509	156421159	-	NaN	null					Not found	0	0.08550216	0.05051693	0.018849712	0.08620395
Gm2000	1	156366040	156366484	+	NaN	null					Not found	0	0.1871921	0.08426516	0.6602906	0.5490285
Soat1	1	156428108	156474328	-	NaN	null					Not found	0	4.938259	4.4746823	6.2634463	12.900927
AC114588.1	1	156524092	156526659	+	NaN	null					Not found	0	0.04325051	0.029204044	0.025426557	0.0
Abl2	1	156558786	156649568	+	NaN	null					Not found	0	6.9729524	5.9777374	6.107668	8.839638
Tor3a	1	156653617	156674356	-	NaN	null					Not found	0	3.0963008	4.2681427	1.5770216	2.8980815
Fam20b	1	156678545	156719001	-	NaN	null					Not found	0	1.7939706	2.377987	4.3198175	6.6401753
Ralgps2	1	156804166	156939626	-	NaN	null					Not found	0	5.614209	5.0473967	2.977686	6.9932513
Angptl1	1	156838562	156861078	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
1700057K13Rik	1	157099148	157108680	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rasal2	1	157135183	157412595	-	NaN	null					Not found	0	1.3641901	1.4710982	0.8221926	1.2625777
2810025M15Rik	1	157412352	157420235	+	NaN	null					Not found	0	6.866064	7.009265	8.921334	9.215671
BC026585	1	157458580	157489060	+	NaN	null					Not found	0	0.7207705	0.533037	0.100889064	0.35233286
Gm15486	1	157497875	157511721	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sec16b	1	157506728	157568425	+	NaN	null					Not found	0	0.015397501	0.02772495	0.01206939	0.0
Fam5b	1	158245271	158356260	-	NaN	null					Not found	0	0.101610735	0.13722125	0.0	0.029802106
Astn1	1	158362304	158691786	+	NaN	null					Not found	0	0.08252772	0.055725202	0.0	0.0
Pappa2	1	158711727	158980490	-	NaN	null					Not found	0	0.0053947596	0.0	0.0	0.0
1600012P17Rik	1	158967701	158980463	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm4953	1	159168157	159168642	-	NaN	null					Not found	0	0.0	0.0	0.06717634	0.0
Rfwd2	1	159232326	159347580	+	NaN	null					Not found	0	8.023602	10.168067	8.555815	10.663125
Gm10530	1	159614749	159684875	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tnr	1	159737510	159924397	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
4930523C07Rik	1	160044384	160078428	+	NaN	null					Not found	0	0.0	0.0	0.33663622	1.1396393
4930562F07Rik	1	160074735	160077985	-	NaN	null					Not found	0	0.0	0.0	0.0	0.04539533
Tnn	1	160085036	160153580	-	NaN	null					Not found	0	0.02389572	0.025816176	0.0	0.0
Mrps14	1	160195215	160202170	+	NaN	null					Not found	0	5.2329135	6.940237	11.16315	10.598598
Cacybp	1	160202367	160212892	-	NaN	null					Not found	0	190.20604	185.89432	112.159904	96.64891
Rabgap1l	1	160219174	160792938	-	NaN	null					Not found	0	1.2816808	0.8022018	0.60210216	1.4332753
Gm6177	1	160893120	160893584	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rc3h1	1	160906418	160974978	+	NaN	null					Not found	0	3.2093425	3.0043495	2.8062935	5.2141848
Serpinc1	1	160978606	161003010	+	NaN	null					Not found	0	0.012872891	0.0	0.12108558	0.01887789
Zbtb37	1	161008794	161034849	-	NaN	null					Not found	0	1.6781198	1.5341859	1.0170623	2.0127242
Gas5	1	161034422	161038539	+	NaN	null					Not found	0	12.125832	9.454282	38.942802	38.456207
Dars2	1	161040601	161070658	-	NaN	null					Not found	0	3.8269582	6.142597	3.701539	5.8394823
Cenpl	1	161070767	161086724	+	NaN	null					Not found	0	1.2618759	1.1035446	0.83661777	1.2961799
Klhl20	1	161088375	161131511	-	NaN	null					Not found	0	1.2778536	1.4899864	1.1909869	2.5275502
Ankrd45	1	161142691	161169106	+	NaN	null					Not found	0	2.4757962	2.0156772	0.069641	0.017371846
4930469G21Rik	1	161154558	161159314	-	NaN	null					Not found	0	0.046588633	0.031458046	0.02738901	0.06832149
Prdx6	1	161240112	161251219	-	NaN	null					Not found	0	29.135881	22.39052	38.561817	34.91837
Tnfsf4	1	161395409	161418410	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tnfsf18	1	161494655	161505290	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fasl	1	161780691	161788495	-	NaN	null					Not found	0	0.014349781	0.0	2.142769	1.6414107
AI848100	1	161816112	161876661	-	NaN	null					Not found	0	7.333471	7.03236	6.340113	12.490876
4930558K02Rik	1	161942086	161979636	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pigc	1	161969186	162027106	+	NaN	null					Not found	0	0.37466484	0.38416237	0.83210033	1.760243
Dnm3	1	161982453	162478034	-	NaN	null					Not found	0	0.009276016	0.0	0.006543937	0.008161878
2810442N19Rik	1	162004969	162016494	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dnm3os	1	162217623	162225550	+	NaN	null					Not found	0	0.0035023747	0.014189454	0.00823605	0.005136177
Gm10176	1	162477680	162479943	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mettl13	1	162532127	162548551	-	NaN	null					Not found	0	1.4729804	1.5816144	1.8977635	2.289997
Vamp4	1	162570515	162599084	+	NaN	null					Not found	0	0.65691507	1.0103512	2.8964553	3.8712618
Gm5705	1	162628357	162629067	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Myoc	1	162639150	162649693	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
7420461P10Rik	1	162647203	162658173	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Prrc2c	1	162673402	162740495	-	NaN	null					Not found	0	100.89311	79.75703	66.442505	98.9794
Fmo4	1	162793883	162813972	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fmo1	1	162829561	162866548	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fmo2	1	162874317	162898726	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AC117767.1	1	162916551	162937225	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fmo3	1	162953802	162984528	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
4921528O07Rik	1	163024302	163085670	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Prrx1	1	163245116	163313710	-	NaN	null					Not found	0	0.01263967	0.020483246	0.06836281	0.0296574
Gm20471	1	163280356	163287045	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gorab	1	163384909	163403641	-	NaN	null					Not found	0	3.5524716	3.6466763	2.8496797	3.959978
Mettl11b	1	163702257	163725232	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Kifap3	1	163779583	163917109	+	NaN	null					Not found	0	11.966311	11.3559475	6.0298967	8.616886
Scyl3	1	163929100	163955126	+	NaN	null					Not found	0	1.4692202	1.7320687	2.5152571	3.5020828
BC055324	1	163945993	163994796	-	NaN	null					Not found	0	7.5162845	8.336898	6.89718	6.682092
2810422O20Rik	1	163994889	163997243	+	NaN	null					Not found	0	3.6704328	3.8910675	3.840906	4.978935
Sele	1	164048234	164057677	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sell	1	164062076	164080785	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Selp	1	164115264	164150026	+	NaN	null					Not found	0	0.006292052	0.0	0.0	0.0
Gm16587	1	164143432	164146366	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm16548	1	164148591	164152217	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
F5	1	164151838	164220277	+	NaN	null					Not found	0	0.40734646	0.31290385	0.02197019	0.04384346
Slc19a2	1	164249046	164265385	+	NaN	null					Not found	0	3.8561015	4.142561	2.9006946	6.673433
4930455F23Rik	1	164275585	164287847	+	NaN	null					Not found	0	3.229039	5.1856837	1.778607	7.6575904
Blzf1	1	164289800	164307489	-	NaN	null					Not found	0	5.2349	5.5867515	6.405949	9.981494
Nme7	1	164312879	164348181	+	NaN	null					Not found	0	7.95716	13.893142	16.793602	19.383316
Atp1b1	1	164437267	164458355	-	NaN	null					Not found	0	13.505088	11.224627	9.89406	23.167475
Dpt	1	164796732	164824266	+	NaN	null					Not found	0	0.016972387	0.0	0.0	0.0
Xcl1	1	164931644	164935527	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tbx19	1	165137855	165160773	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sft2d2	1	165174341	165194433	-	NaN	null					Not found	0	1.6079233	1.9610785	2.9776404	4.7380943
Tiprl	1	165214922	165236943	-	NaN	null					Not found	0	14.177865	12.784311	23.455797	25.433563
Gpr161	1	165301863	165322930	+	NaN	null					Not found	0	0.4675761	0.54644096	2.029909	3.7844975
Dcaf6	1	165329511	165460465	-	NaN	null					Not found	0	3.1497705	2.593128	3.713342	6.2123036
Brp44	1	165461037	165481214	+	NaN	null					Not found	0	0.75183576	0.75902885	1.4246894	2.2158148
Adcy10	1	165485183	165576774	+	NaN	null					Not found	0	0.0137075	0.006170478	0.0	0.020101832
Mpzl1	1	165592181	165634541	-	NaN	null					Not found	0	6.3406425	5.554669	50.232567	60.5782
Rcsd1	1	165648945	165708094	-	NaN	null					Not found	0	0.33278593	0.15448612	0.3912833	1.3878219
Creg1	1	165763746	165775308	+	NaN	null					Not found	0	0.6112934	0.6350211	3.4555144	6.482038
Gm16565	1	165781075	165789367	+	NaN	null					Not found	0	0.0	0.0	0.0	0.037340313
Cd247	1	165788681	165877276	+	NaN	null					Not found	0	0.18084088	0.18839706	0.13365266	0.113657266
